""	"Chr"	"Start"	"End"	"Strand"	"Length"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML11_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML12_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML13_S7_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML14_S8_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy1_S4_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy2_S5_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy3_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.Kontrolle.karyotype_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.WholeGenomeHealthy_S7_L001.bam"	"mean"	"sd"
"chr2-213"	"chr2"	213000001	214000000	"."	1000000	315.525788531433	363.663774427186	368.722321726372	346.459368477861	305.543683046876	309.987675847454	316.509307274343	309.300279373102	340.793550642806	330.722861038604	24.5813986603401
"chr2-214"	"chr2"	214000001	215000000	"."	1000000	300.922670913494	352.730844499787	354.744612798183	286.495247010539	315.965808000518	346.482888399561	299.568208582113	323.287408047824	306.231940554031	320.714403200672	25.2385087884649
"chr2-215"	"chr2"	215000001	216000000	"."	1000000	327.175466631138	360.786687604187	315.22143582882	279.832566847503	321.434843867281	333.332791569044	334.689998553809	318.800970548385	331.952208527073	324.802996664138	21.4580716219196
"chr2-216"	"chr2"	216000001	217000000	"."	1000000	370.000339645545	369.417948073186	375.470181208946	333.134008151789	363.536101105756	348.994704648086	360.721442885772	354.164654367494	345.616100887751	357.895053441592	13.6245375720152
"chr2-217"	"chr2"	217000001	218000000	"."	1000000	377.055778494661	356.183348687387	339.320933980871	314.811637703441	366.115835005173	367.907203460514	385.100097101419	351.261665397269	347.223617636066	356.108901940756	21.2377879192538
"chr2-218"	"chr2"	218000001	219000000	"."	1000000	370.820739511721	339.496245113987	331.127104609174	361.450398844691	358.583012018877	359.780739127049	379.728529223395	382.402819805141	312.260128360212	355.072190734916	23.2565658757896
"chr2-219"	"chr2"	219000001	220000000	"."	1000000	370.820739511721	347.552088218387	355.708592724265	346.459368477861	365.29032015736	350.767751411752	380.968121810632	374.485577159072	327.531537469206	357.731566326695	16.7496593477648
"chr2-220"	"chr2"	220000001	221000000	"."	1000000	317.658828183492	359.060435510387	374.024211319824	354.787718681655	333.301619804596	332.889529878128	327.252443030391	360.762356572552	341.999188204042	344.637370131674	18.5006905928247
"chr2-221"	"chr2"	221000001	222000000	"."	1000000	321.268587594668	323.959976269788	347.996753315609	283.163906929021	329.586802989437	311.612968714147	292.957048116852	324.343040400634	353.653684629327	320.949196551054	22.8989648500016
"chr2-222"	"chr2"	222000001	223000000	"."	1000000	343.41938398143	329.714149915788	365.830381948126	321.474317866477	348.676833845118	335.992361714542	343.367146664463	344.136147015807	321.503349663024	339.346008068308	14.0799997892973
"chr2-223"	"chr2"	223000001	224000000	"."	1000000	333.082345667608	375.172121719186	326.307204978764	361.450398844691	335.0558388562	344.562087738924	317.748899861579	331.732466870298	361.691268370902	342.978070323128	19.1440469436616
"chr2-224"	"chr2"	224000001	225000000	"."	1000000	323.565707219962	349.853757676787	361.010482317716	358.119058763173	348.470455133165	345.891872811672	340.474763960912	349.678216868055	322.307108037182	344.374602532069	13.5926604062656
"chr2-225"	"chr2"	225000001	226000000	"."	1000000	323.073467300256	315.904133165388	346.068793463445	313.145967662682	325.149660682441	338.65193186004	348.325517013408	306.661198491079	331.952208527073	327.65920868509	14.6728413014456
"chr2-226"	"chr2"	226000001	227000000	"."	1000000	328.652186390255	315.904133165388	313.775465939697	353.122048640897	332.26972624483	339.242947447928	339.648368902754	319.592694812992	325.120262346733	329.703092654608	12.8129812811139
"chr2-227"	"chr2"	227000001	228000000	"."	1000000	334.066825507019	342.373331936987	328.235164830928	318.142977784959	340.834442790892	334.071561053905	325.186455384997	344.663963192211	309.84885323774	330.824841746626	11.6482416100494
"chr2-228"	"chr2"	228000001	229000000	"."	1000000	320.448187728492	352.155427135187	311.847506087533	366.447408966968	320.402950307515	324.910819441635	310.311344338161	311.675452166923	341.999188204042	328.910920486273	20.0460960393296
"chr2-229"	"chr2"	229000001	230000000	"."	1000000	327.831786524079	345.825836124587	349.442723204732	323.139987907236	333.301619804596	344.709841635896	352.044294775117	319.064878636587	343.204825765278	337.618421597568	12.0677759479895
"chr2-230"	"chr2"	230000001	231000000	"."	1000000	349.654422964371	349.278340312187	348.47874327865	331.46833811103	355.796899407507	349.290212442031	339.648368902754	371.846496277049	335.97100039786	347.936980232604	11.8502047051809
"chr2-231"	"chr2"	231000001	232000000	"."	1000000	358.842901465546	345.825836124587	318.595365570107	324.805657947994	341.969525706636	335.10583833271	365.266615705638	349.15040069165	355.663080564721	343.913913567732	15.5541348106628
"chr2-232"	"chr2"	232000001	233000000	"."	1000000	375.579058735544	333.742071467988	349.442723204732	366.447408966968	360.440420426457	343.380056563147	352.044294775117	355.748102896708	321.905228850103	350.969929542974	16.4329374239239
"chr2-233"	"chr2"	233000001	234000000	"."	1000000	343.583463954665	356.183348687387	320.523325422271	346.459368477861	356.416035543367	355.348122217886	353.283887362354	314.842349225351	347.223617636066	343.76261316969	15.5522978522959
"chr2-234"	"chr2"	234000001	235000000	"."	1000000	354.740902134664	367.116278614786	322.933275237476	341.462358355584	362.091450122083	334.514822744821	356.176270065905	371.318680100644	319.895832914709	347.805541143408	18.9158941222966
"chr2-235"	"chr2"	235000001	236000000	"."	1000000	371.148899458192	333.166654103388	347.032773389527	268.17287656219	362.19463947806	355.495876114859	364.440220647481	338.330169075356	291.764289819195	336.860710960916	34.993514668523
"chr2-236"	"chr2"	236000001	237000000	"."	1000000	349.982582910841	334.317488832588	355.226602761224	348.12503851862	362.297828834037	350.767751411752	367.745800880111	353.372930102887	333.961604462466	350.644180968281	11.2271204500956
"chr2-237"	"chr2"	237000001	238000000	"."	1000000	360.975941117605	354.457096593587	361.010482317716	359.784728803932	365.59988822529	340.129470829761	379.728529223395	336.746720546142	378.570194228211	359.667005765071	14.7170154540068
"chr2-238"	"chr2"	238000001	239000000	"."	1000000	352.771942455841	338.920827749387	350.888693093855	373.110089130004	373.442279279515	351.949782587528	390.884862508522	352.845113926483	373.747643983266	362.062359412711	16.4040865588617
"chr2-239"	"chr2"	239000001	240000000	"."	1000000	390.346256326719	334.317488832588	338.83894401783	391.432459578352	384.793108436947	341.45925590251	410.718343904303	344.136147015807	426.795696677665	373.648633410302	34.6118557448634
"chr2-240"	"chr2"	240000001	241000000	"."	1000000	377.548018414367	330.289567280388	299.797757011508	366.447408966968	377.982610942488	339.686209138845	362.374233002087	339.121893339963	428.001334238901	357.91655914839	36.4334899982788
"chr2-241"	"chr2"	241000001	242000000	"."	1000000	351.623382643194	339.496245113987	315.22143582882	356.453388722414	361.988260766107	346.039626708645	396.256430386546	347.830860250639	443.272743347895	362.020263752027	37.1943349979391
"chr2-242"	"chr2"	242000001	242193529	"."	193529	59.72511025764	55.8154843661979	61.2127253062082	49.9701012227684	65.5252410451761	66.9325153283587	64.4588145362891	65.9770220505764	92.0303338410407	64.6274831060284	11.6569135685462
"chr3-0"	"chr3"	1	1000000	"."	1000000	315.853948477904	340.071662478587	339.320933980871	313.145967662682	326.181554242207	334.958084435737	329.731628204863	337.538444810749	419.963750497326	339.640663865658	31.6732250558797
"chr3-1"	"chr3"	1000001	2000000	"."	1000000	328.48810641702	348.702922947587	371.132271541577	269.838546602949	312.044612473406	337.469900684263	298.328615994876	327.509937459061	441.66522659958	337.242237857813	48.795356424253
"chr3-2"	"chr3"	2000001	3000000	"."	1000000	316.510268370845	318.205802623788	356.672572650347	311.480297621923	320.712518375445	340.129470829761	315.682912216185	335.954996281535	419.963750497326	337.256954385239	34.3225360690252
"chr3-3"	"chr3"	3000001	4000000	"."	1000000	349.654422964371	306.122037967189	320.04133545923	354.787718681655	345.168395741912	332.29851429024	346.259529368014	337.538444810749	363.700664306296	339.507895954406	17.8492200736695
"chr3-4"	"chr3"	4000001	5000000	"."	1000000	356.873941786723	298.641612227389	299.315767048467	351.456378600138	343.930123470192	346.926150090477	359.481850298535	372.110404365251	380.177710976526	345.434882095966	28.7318345348776
"chr3-5"	"chr3"	5000001	6000000	"."	1000000	338.168824837901	353.306261864387	376.434161135029	396.429469700629	345.168395741912	343.380056563147	320.228085036051	381.347187452332	348.027376010224	355.832202037957	24.0813977930416
"chr3-6"	"chr3"	6000001	7000000	"."	1000000	314.705388665257	346.401253489187	372.5782414307	363.11606888545	325.459228750371	316.932109005142	346.672726897093	339.649709516367	325.522141533812	339.004096463709	20.2032777244122
"chr3-7"	"chr3"	7000001	8000000	"."	1000000	324.878347005844	333.742071467988	333.055064461338	346.459368477861	335.67497499206	334.662576641793	340.061566431833	291.090621287143	344.410463326515	331.559450454708	16.490046136228
"chr3-8"	"chr3"	8000001	9000000	"."	1000000	329.636666229667	338.345410384787	340.284913906953	359.784728803932	353.526733576021	358.598707951273	358.242257711299	342.816606574795	368.92509373832	350.01790209745	12.7705056035845
"chr3-9"	"chr3"	9000001	10000000	"."	1000000	352.936022429076	329.714149915788	334.01904438742	303.151947418128	362.50420754599	359.485231333105	401.62799826457	350.469941132662	330.344691778757	347.139248245055	27.6019447219301
"chr3-10"	"chr3"	10000001	11000000	"."	1000000	382.962657531131	323.384558905188	373.060231393741	373.110089130004	373.132711211585	361.406031993742	417.329504369564	349.942124956257	298.596235999534	361.436016165639	34.5046358325176
"chr3-11"	"chr3"	11000001	12000000	"."	1000000	354.904982107899	323.959976269788	323.897255163558	328.136998029512	358.4798226629	346.482888399561	334.27680102473	386.625349216378	328.737175030442	342.833471989419	20.9889080775314
"chr3-12"	"chr3"	12000001	13000000	"."	1000000	351.131142723488	341.222497207787	343.65884364824	334.799678192548	349.708727404885	348.699196854142	356.176270065905	359.178908043338	317.082678605158	344.628660305055	12.7360125046294
"chr3-13"	"chr3"	13000001	14000000	"."	1000000	374.758658869368	347.552088218387	361.974462243798	313.145967662682	380.355966129951	368.054957357487	380.141726752474	365.512702160193	314.671403482685	356.240881430781	26.0163338453684
"chr3-14"	"chr3"	14000001	15000000	"."	1000000	393.627855791424	338.345410384787	344.622823574322	324.805657947994	370.862545380099	373.521851545454	373.943763816292	366.040518336598	324.718383159655	356.720978881847	24.3788577658818
"chr3-15"	"chr3"	15000001	16000000	"."	1000000	327.339546604373	320.507472082188	333.537054424379	339.796688314825	356.931982323251	338.65193186004	355.763072536826	335.691088193333	364.504422680454	341.41369544663	14.6632496968952
"chr3-16"	"chr3"	16000001	17000000	"."	1000000	350.474822830547	307.848290060988	339.320933980871	374.775759170763	350.431052896721	334.514822744821	372.290973699977	357.331551425922	340.793550642806	347.531306383713	20.3881005530381
"chr3-17"	"chr3"	17000001	18000000	"."	1000000	325.206506952315	364.814609156386	346.068793463445	306.483287499646	319.577435459701	350.767751411752	327.665640559469	312.994992607934	339.587913081569	332.574103354691	19.0824505165681
"chr3-18"	"chr3"	18000001	19000000	"."	1000000	336.199865159078	327.987897821988	345.104813537363	339.796688314825	322.776305494978	351.802028690556	335.929591141045	301.910852903438	329.5409334046	332.338775163097	14.4450240087512
"chr3-19"	"chr3"	19000001	20000000	"."	1000000	328.324026443785	368.267113343986	379.326100913275	364.781738926209	327.62620522588	342.641287078286	336.755986199203	334.899363928726	347.625496823145	347.805257653611	18.7166768531266
"chr3-20"	"chr3"	20000001	21000000	"."	1000000	309.454829521728	364.814609156386	327.753174867887	396.429469700629	317.204080272238	333.0372837751	310.311344338161	328.037753635466	352.44804706809	337.721176926187	28.6877665447127
"chr3-21"	"chr3"	21000001	22000000	"."	1000000	325.37058692555	374.021286989986	340.284913906953	381.438439333799	322.569926783024	327.274881793189	330.558023263021	337.538444810749	294.175564941667	337.025785416437	26.6221352144336
"chr3-22"	"chr3"	22000001	23000000	"."	1000000	322.909387327021	340.647079843187	338.356954054789	341.462358355584	333.19843044862	324.172049956775	314.03012209987	307.980738932091	315.073282669764	326.425600409744	12.5337601747904
"chr3-23"	"chr3"	23000001	24000000	"."	1000000	335.543545266137	348.702922947587	340.766903869994	346.459368477861	329.79318170139	335.401346126654	310.72454186724	342.024882310188	312.260128360212	333.519646769696	13.7656159981685
"chr3-24"	"chr3"	24000001	25000000	"."	1000000	326.026906818491	345.250418759987	340.284913906953	371.444419089245	331.03145397311	339.981716932789	339.648368902754	350.733849220864	330.344691778757	341.638526598106	13.5853011825902
"chr3-25"	"chr3"	25000001	26000000	"."	1000000	311.259709227316	293.462855945989	329.681134720051	366.447408966968	333.095241092643	341.754763696454	320.228085036051	349.678216868055	341.999188204042	331.956289306397	21.6641729717335
"chr3-26"	"chr3"	26000001	27000000	"."	1000000	336.856185052019	372.295034896186	322.933275237476	339.796688314825	327.523015869904	336.140115611514	305.766171518294	327.509937459061	329.942812591679	333.195915172329	17.7735220267658
"chr3-27"	"chr3"	27000001	28000000	"."	1000000	329.964826176138	376.322956448386	354.262622835142	364.781738926209	343.207797978355	332.29851429024	335.929591141045	321.967867606813	317.484557792237	341.802274799396	19.7694813343735
"chr3-28"	"chr3"	28000001	29000000	"."	1000000	312.900508959669	366.540861250186	342.212873759117	359.784728803932	327.832583937834	338.947439653984	327.252443030391	332.524191134905	333.559725275388	337.95059508949	16.6070408735337
"chr3-29"	"chr3"	29000001	30000000	"."	1000000	320.120027782021	330.864984644988	358.11854253947	384.769779415317	317.204080272238	330.377713629603	307.418961634609	312.731084519732	348.831134384381	334.492923202484	25.0840451733556
"chr3-30"	"chr3"	30000001	31000000	"."	1000000	337.51250494496	322.809141540588	326.789194941805	348.12503851862	334.43670272034	332.003006496296	285.106295064356	332.524191134905	331.550329339994	327.872933855762	17.5148827564105
"chr3-31"	"chr3"	31000001	32000000	"."	1000000	351.131142723488	324.535393634388	361.010482317716	371.444419089245	365.90945629322	348.846950751114	348.325517013408	333.843731575917	361.289389183824	351.815164731369	15.1941009032528
"chr3-32"	"chr3"	32000001	33000000	"."	1000000	329.800746202902	326.837063092788	317.149395680984	308.148957540405	342.485472486519	357.564430672468	337.995578786439	328.56556981187	333.157846088309	331.30056226252	14.2700320760961
"chr3-33"	"chr3"	33000001	34000000	"."	1000000	336.528025105549	325.686228363588	344.622823574322	346.459368477861	335.67497499206	343.232302666175	311.137739396318	309.300279373102	346.821738448988	333.273720044218	14.6800872770865
"chr3-34"	"chr3"	34000001	35000000	"."	1000000	335.707625239372	349.853757676787	324.861235089641	316.4773077442	312.560559253289	341.607009799482	331.384418321178	326.19039701805	332.354087714151	330.110710872905	11.7086328531112
"chr3-35"	"chr3"	35000001	36000000	"."	1000000	337.840664891431	366.540861250186	344.140833611281	353.122048640897	316.791322848332	315.750077829365	331.384418321178	332.524191134905	329.942812591679	336.448581235473	16.366375343994
"chr3-36"	"chr3"	36000001	37000000	"."	1000000	357.202101733193	338.920827749387	333.537054424379	328.136998029512	339.905738587102	364.06560213924	308.658554221846	329.62120216468	360.887509996745	340.103954338454	17.9754553936896
"chr3-37"	"chr3"	37000001	38000000	"."	1000000	371.969299324368	340.071662478587	345.104813537363	419.748850271254	348.676833845118	345.891872811672	353.697084891432	341.497066133783	309.045094863582	352.855842017462	29.9553511792548
"chr3-38"	"chr3"	38000001	39000000	"."	1000000	364.913860475251	339.496245113987	361.010482317716	361.450398844691	363.948858529663	333.185037672072	357.415862653141	353.372930102887	344.008584139436	353.200251094316	11.5785488334328
"chr3-39"	"chr3"	39000001	40000000	"."	1000000	375.086818815838	333.742071467988	354.744612798183	314.811637703441	346.613046725585	353.575075454221	332.624010908415	358.123275690529	332.75596690123	344.675168496159	17.9886712079567
"chr3-40"	"chr3"	40000001	41000000	"."	1000000	342.106744195548	367.691695979386	352.334662982978	303.151947418128	355.177763271647	375.147144412147	343.367146664463	330.676834517489	320.699591288867	343.372614525628	22.6805854603765
"chr3-41"	"chr3"	41000001	42000000	"."	1000000	332.918265694373	356.758766051987	333.537054424379	346.459368477861	333.19843044862	329.638944144742	322.707270210524	354.692470543899	323.512745598418	337.047035066089	12.6311612127233
"chr3-42"	"chr3"	42000001	43000000	"."	1000000	376.235378628485	340.647079843187	320.04133545923	346.459368477861	359.924473646574	329.786698041714	373.943763816292	375.013393335476	302.213148683243	347.140515548007	26.461929213813
"chr3-43"	"chr3"	43000001	44000000	"."	1000000	349.654422964371	351.580009770587	346.068793463445	403.092149863665	341.969525706636	348.108181266254	384.686899572341	333.579823487714	347.625496823145	356.262811435351	22.4453511671673
"chr3-44"	"chr3"	44000001	45000000	"."	1000000	354.904982107899	371.144200166986	370.650281578536	356.453388722414	343.620555402262	340.424978623705	361.961035473008	337.538444810749	333.559725275388	352.250843573439	14.1184163524152
"chr3-45"	"chr3"	45000001	46000000	"."	1000000	365.734260341427	336.043740926387	327.753174867887	403.092149863665	361.5755033422	367.907203460514	368.572195938268	356.803735249517	333.559725275388	357.893521029473	23.2148464753134
"chr3-46"	"chr3"	46000001	47000000	"."	1000000	368.359539913192	344.099584030787	357.154562613388	338.131018274066	364.05204788564	354.018337145138	368.15899840919	366.3044264248	346.821738448988	356.344472571688	11.296952530787
"chr3-47"	"chr3"	47000001	48000000	"."	1000000	343.255304008195	288.284099664589	339.320933980871	359.784728803932	348.470455133165	329.343436350798	351.21789971696	342.552698486593	317.886436979315	335.568443680491	21.5260247303701
"chr3-48"	"chr3"	48000001	49000000	"."	1000000	344.239783847606	326.837063092788	317.149395680984	369.778749048486	369.830651820332	337.469900684263	343.367146664463	337.538444810749	284.530464451777	336.749066677939	26.2096858901269
"chr3-49"	"chr3"	49000001	50000000	"."	1000000	371.148899458192	340.071662478587	307.027606457123	379.77276929304	359.821284290597	354.16609104211	395.430035328389	342.552698486593	311.858249173134	351.316588445307	29.4772138519745
"chr3-50"	"chr3"	50000001	51000000	"."	1000000	382.470417611425	345.250418759987	320.04133545923	368.113079007727	381.078291621788	333.776053259961	376.009751461686	329.885110252882	325.120262346733	351.304968864602	25.5351699247074
"chr3-51"	"chr3"	51000001	52000000	"."	1000000	363.437140716134	337.194575655587	347.996753315609	328.136998029512	354.868195203717	344.266579944979	341.714356548148	360.234540396147	313.465765921449	343.479433970143	15.8453418149662
"chr3-52"	"chr3"	52000001	53000000	"."	1000000	386.572416942307	337.769993020187	319.559345496189	371.444419089245	362.916964969897	343.971072151035	377.249344048923	352.845113926483	298.596235999534	350.102767293756	28.4378282204843
"chr3-53"	"chr3"	53000001	54000000	"."	1000000	365.077940448486	318.205802623788	321.969295311394	339.796688314825	357.241550391181	350.324489720835	354.936677478669	358.123275690529	345.616100887751	345.699091207495	16.2929632480686
"chr3-54"	"chr3"	54000001	55000000	"."	1000000	371.641139377897	369.993365437786	317.631385644025	331.46833811103	354.455437779811	363.622340448324	367.745800880111	342.552698486593	342.401067391121	351.279063728522	18.9672014185112
"chr3-55"	"chr3"	55000001	56000000	"."	1000000	348.505863151724	348.702922947587	325.343225052681	424.745860393531	354.971384559694	358.4509540543	352.870689833275	357.06764333772	335.167242023703	356.202865039357	27.899085287032
"chr3-56"	"chr3"	56000001	57000000	"."	1000000	317.002508290551	339.496245113987	339.320933980871	333.134008151789	340.628064078939	349.733474132947	321.054480094209	338.85798525176	373.345764796187	339.174829321249	16.3474965361684
"chr3-57"	"chr3"	57000001	58000000	"."	1000000	326.190986791726	333.166654103388	324.861235089641	338.131018274066	326.697501022091	325.501835029523	354.110282420511	307.716830843888	335.167242023703	330.171509510949	12.5123820022721
"chr3-58"	"chr3"	58000001	59000000	"."	1000000	358.186581572605	341.797914572387	351.852673019937	326.471327988753	354.868195203717	349.585720235975	361.547837943929	364.193161719182	354.457443003484	351.440095028886	11.4629752631472
"chr3-59"	"chr3"	59000001	60000000	"."	1000000	353.264182375547	366.540861250186	319.559345496189	341.462358355584	348.573644489141	348.108181266254	348.738714542487	340.441433780974	354.055563816405	346.749365041419	12.7656678019821
"chr3-60"	"chr3"	60000001	61000000	"."	1000000	356.381701867017	355.032513958187	365.348391985085	346.459368477861	332.682483668737	345.7441189147	324.773257855918	339.121893339963	346.821738448988	345.818385390717	12.4479937278598
"chr3-61"	"chr3"	61000001	62000000	"."	1000000	326.355066764962	394.160894750985	348.960733241691	326.471327988753	333.404809160573	348.255935163226	378.07573910708	337.010628634344	357.672476500115	350.040845701303	23.340444702392
"chr3-62"	"chr3"	62000001	63000000	"."	1000000	342.106744195548	326.837063092788	297.387807196303	323.139987907236	346.200289301678	343.527810460119	321.054480094209	334.107639664119	340.793550642806	330.572819172756	15.5043784493634
"chr3-63"	"chr3"	63000001	64000000	"."	1000000	330.292986122608	352.155427135187	362.93844216988	343.128028396343	330.72188590518	352.688552072389	326.426047972233	341.233158045581	363.298785119217	344.764812548735	13.9162461971696
"chr3-64"	"chr3"	64000001	65000000	"."	1000000	358.186581572605	327.987897821988	337.874964091748	368.113079007727	352.804408084184	343.675564357091	368.15899840919	332.788099223107	345.214221700672	348.311534918701	14.5677738282684
"chr3-65"	"chr3"	65000001	66000000	"."	1000000	331.769705881726	371.719617531586	342.212873759117	334.799678192548	335.36540692413	341.163748108565	320.228085036051	351.261665397269	335.97100039786	340.499086803206	14.406554824796
"chr3-66"	"chr3"	66000001	67000000	"."	1000000	344.567943794077	294.613690675189	367.276351837249	328.136998029512	348.573644489141	328.75242076291	340.88796148999	324.343040400634	316.278920231	332.603441301078	20.861943665701
"chr3-67"	"chr3"	67000001	68000000	"."	1000000	321.104507621433	346.976670853787	358.600532502511	336.465348233307	340.628064078939	328.013651278049	323.120467739603	357.595459514124	335.167242023703	338.630215982828	13.7351817484696
"chr3-68"	"chr3"	68000001	69000000	"."	1000000	333.082345667608	353.306261864387	368.240331763331	336.465348233307	338.770655671359	350.028981926891	317.3357023325	353.63683819109	336.774758772018	343.071247158055	14.8414761188288
"chr3-69"	"chr3"	69000001	70000000	"."	1000000	313.720908825845	373.445869625386	308.473576346246	321.474317866477	329.586802989437	332.741775981156	329.318430675785	343.608330839402	373.345764796187	336.190641993991	23.4944268165091
"chr3-70"	"chr3"	70000001	71000000	"."	1000000	321.104507621433	361.362104968786	329.681134720051	321.474317866477	326.078364886231	331.707498702351	342.127554077227	315.634073489958	319.092074540552	329.806847874785	14.2561372658789
"chr3-71"	"chr3"	71000001	72000000	"."	1000000	345.224263687018	319.356637352988	336.428994202625	321.474317866477	335.0558388562	354.90486052697	333.037208437494	331.204650693894	343.606704952357	335.588164064002	11.2897199895875
"chr3-72"	"chr3"	72000001	73000000	"."	1000000	367.210980100545	361.362104968786	365.348391985085	353.122048640897	369.005136972519	362.144801478603	362.787430531165	341.497066133783	298.998115186613	353.497341777555	22.0971009035837
"chr3-73"	"chr3"	73000001	74000000	"."	1000000	345.060183713783	364.814609156386	343.176853685199	289.826587092057	328.658098785647	363.32683265438	328.492035617627	362.345805101766	335.167242023703	340.096471981172	23.7082631474564
"chr3-74"	"chr3"	74000001	75000000	"."	1000000	297.805151422024	352.155427135187	338.83894401783	356.453388722414	321.744411935211	335.992361714542	306.592566576452	333.05200731131	335.569121210782	330.91148667175	19.3329498316856
"chr3-75"	"chr3"	75000001	76000000	"."	1000000	405.277533891129	417.753006699584	394.749779730587	444.733900882639	378.704936434325	385.637671097166	390.058467450365	383.194544069748	354.055563816405	394.907267119105	25.7152430880113
"chr3-76"	"chr3"	76000001	77000000	"."	1000000	285.499153429378	330.289567280388	366.312371911167	304.817617458887	299.042753620347	315.897831726337	302.873788814743	322.231775695015	338.784154707412	318.41655718263	24.3826907890543
"chr3-77"	"chr3"	77000001	78000000	"."	1000000	299.774111100847	387.255886375786	334.983024313502	308.148957540405	306.678765962619	317.375370696058	305.766171518294	307.716830843888	341.195429829885	323.210505353476	27.8201394586478
"chr3-78"	"chr3"	78000001	79000000	"."	1000000	327.011386657903	336.043740926387	365.830381948126	381.438439333799	306.678765962619	321.216972017333	318.162097390658	324.079132312431	301.409390309085	331.31892298426	26.3940547700246
"chr3-79"	"chr3"	79000001	80000000	"."	1000000	273.029075463497	345.250418759987	335.947004239584	338.131018274066	300.693783315973	311.021953126258	288.825072826065	292.674069816357	350.036771945618	315.067685307489	28.0224645488647
"chr3-80"	"chr3"	80000001	81000000	"."	1000000	287.468113108201	325.686228363588	304.135666678877	368.113079007727	293.470528397608	283.982989980365	323.120467739603	318.009246283778	336.774758772018	315.640119814641	26.8846055610444
"chr3-81"	"chr3"	81000001	82000000	"."	1000000	310.275229387905	383.227964823586	356.190582687306	373.110089130004	302.96394914746	308.657890774705	316.096109745264	307.716830843888	326.32589990797	331.618282938676	30.888772514174
"chr3-82"	"chr3"	82000001	83000000	"."	1000000	305.845070110552	363.088357062586	337.874964091748	303.151947418128	310.599961489732	311.760722611119	268.578393901204	321.176143342206	334.363483649545	317.382115964091	26.4735266010193
"chr3-83"	"chr3"	83000001	84000000	"."	1000000	288.944832867319	340.647079843187	348.47874327865	348.12503851862	282.738835376035	297.133086810881	276.015949424622	297.424415403998	333.559725275388	312.563078533189	29.653038833121
"chr3-84"	"chr3"	84000001	85000000	"."	1000000	291.734192412319	356.183348687387	350.888693093855	304.817617458887	302.138434299647	321.069218120361	290.47786294238	307.189014667484	327.129658282127	316.847559996049	24.0053496777204
"chr3-85"	"chr3"	85000001	86000000	"."	1000000	301.086750886729	329.138732551188	343.65884364824	323.139987907236	300.48740460402	289.893145859249	252.050492738053	324.606948488836	321.905228850103	309.551948392628	27.2890207863221
"chr3-86"	"chr3"	86000001	87000000	"."	1000000	326.355066764962	345.825836124587	313.293475976656	294.823597214333	302.551191723553	308.362382980761	302.047393756585	307.452922755686	337.176637959097	315.320945028469	17.3342311555125
"chr3-87"	"chr3"	87000001	88000000	"."	1000000	289.60115276026	341.222497207787	366.312371911167	374.775759170763	306.162819182736	299.644903059407	329.731628204863	316.953613930969	347.223617636066	330.180929229335	29.6600530248204
"chr3-88"	"chr3"	88000001	89000000	"."	1000000	314.869468638492	359.635852874987	371.614261504618	338.131018274066	301.828866231717	314.272538859644	336.755986199203	307.716830843888	325.924020720891	330.083204905278	23.729667776094
"chr3-89"	"chr3"	89000001	90000000	"."	1000000	312.900508959669	359.635852874987	347.514763352568	344.793698437102	295.327936805187	310.578691435342	295.849430820404	321.967867606813	329.139054217521	324.189756056621	22.9219418689213
"chr3-90"	"chr3"	90000001	91000000	"."	1000000	321.760827514374	407.970911501385	346.068793463445	333.134008151789	316.584944136378	304.07751996857	287.585480238828	323.815224224229	404.692341388332	338.410005620814	41.9030859216155
"chr3-91"	"chr3"	91000001	92000000	"."	1000000	296.164351689671	357.909600781187	385.591970432808	403.092149863665	330.72188590518	368.498219048403	345.846331838936	316.689705842767	450.506568715313	361.668976013103	47.1210506848752
"chr3-92"	"chr3"	92000001	93000000	"."	1000000	285.827313375849	289.434934393789	415.47534814135	373.110089130004	281.087805680409	307.771367392872	289.238270355143	304.286025697258	406.299858136647	328.059001367036	54.4957208471111
"chr3-93"	"chr3"	93000001	94000000	"."	1000000	1427.65984712013	1715.89458123714	2693.8419034362	2020.4577594406	1347.96255712305	1304.0758946757	1232.15503171291	1362.2935513003	1912.14117212084	1668.49803312965	476.250988327363
"chr3-94"	"chr3"	94000001	95000000	"."	1000000	323.237547273491	306.697455331789	339.320933980871	289.826587092057	308.639363726176	318.557401871835	295.436233291325	331.732466870298	341.597309016963	317.227255383867	18.5087750996257
"chr3-95"	"chr3"	95000001	96000000	"."	1000000	292.062352358789	334.317488832588	360.046502391634	329.802668070271	302.448002367577	322.103495399165	285.106295064356	298.74395584501	326.32589990797	316.772962248595	24.0143127221485
