""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"mean"	"sd"
"chr4-12"	"chr4"	12000001	13000000	"."	1000000	1.96150999259808	1.99372549019608	1.93888303477345	1.82210242587601	1.93213949104618	2.00192864030858	1.94171484579973	0.0650069128459409
"chr4-13"	"chr4"	13000001	14000000	"."	1000000	2.06513693560326	1.97333333333333	2.00632244467861	2.07816711590297	2.04147031102733	2.05400192864031	2.0364053448643	0.0394661956404217
"chr4-14"	"chr4"	14000001	15000000	"."	1000000	2.08734270910437	1.9843137254902	2.03371970495258	2.1078167115903	2.13949104618285	2.03664416586307	2.06488801053056	0.0568754661259539
"chr4-15"	"chr4"	15000001	16000000	"."	1000000	1.97927461139896	2.10980392156863	2.06743940990516	1.94609164420485	1.89820923656927	2.03857280617165	2.00656527163642	0.0794118780828306
"chr4-16"	"chr4"	16000001	17000000	"."	1000000	1.98667653589933	2.01098039215686	2.08429926238145	1.91913746630728	2.11875589066918	2.04821600771456	2.02801092585478	0.0716425458312778
"chr4-17"	"chr4"	17000001	18000000	"."	1000000	2.05329385640266	2.06901960784314	2.04214963119073	2.15094339622642	1.92271442035815	2.03664416586307	2.04579417964736	0.0733452875730881
"chr4-18"	"chr4"	18000001	19000000	"."	1000000	2.01184307920059	1.9043137254902	1.83350895679663	2.06738544474394	1.98303487276155	2.09257473481196	1.98211013563414	0.0984822835543029
"chr4-19"	"chr4"	19000001	20000000	"."	1000000	1.97187268689859	2.06117647058824	1.82297154899895	1.96495956873315	2.06032045240339	2.09450337512054	1.99596735045714	0.0995715641098876
"chr4-20"	"chr4"	20000001	21000000	"."	1000000	2.02072538860104	1.94823529411765	2	2.04851752021563	1.96606974552309	1.94985535197686	1.98890055007238	0.0409625131984912
"chr4-21"	"chr4"	21000001	22000000	"."	1000000	2.03700962250185	1.87137254901961	1.79557428872497	1.94878706199461	1.89443920829406	1.9228543876567	1.91167285303197	0.0807611127377768
"chr4-22"	"chr4"	22000001	23000000	"."	1000000	2.04441154700222	1.96078431372549	2.19178082191781	2.13746630727763	2.08859566446748	2.07521697203472	2.08304260440422	0.0791422322356599
"chr4-23"	"chr4"	23000001	24000000	"."	1000000	2.13175425610659	1.94823529411765	1.89041095890411	2.04312668463612	1.95475966069746	2.14079074252652	2.01817959949807	0.103724801361316
"chr4-24"	"chr4"	24000001	25000000	"."	1000000	2.10214655810511	2.02039215686275	2.01053740779768	2.05121293800539	2.07351555136664	2.00964320154291	2.04457463561341	0.0378409835094183
"chr4-25"	"chr4"	25000001	26000000	"."	1000000	1.99555884529978	2.00156862745098	1.97049525816649	2.11320754716981	2.06974552309142	2.04243008678881	2.03216764799455	0.0532256850875841
"chr4-26"	"chr4"	26000001	27000000	"."	1000000	1.98371576609919	1.94980392156863	2.07586933614331	1.95417789757412	2.14137606032045	2.11186113789778	2.03613401993391	0.0840318320937856
"chr4-27"	"chr4"	27000001	28000000	"."	1000000	2.02960769800148	1.93411764705882	2.00210748155954	2.04582210242588	1.82469368520264	1.94021215043394	1.96276012744705	0.0816177052804952
"chr4-28"	"chr4"	28000001	29000000	"."	1000000	1.95114729829756	1.85725490196078	1.79346680716544	1.92991913746631	1.94156456173421	2.17743490838959	1.94179793583565	0.130309632826084
"chr4-29"	"chr4"	29000001	30000000	"."	1000000	1.84307920059215	1.95607843137255	1.6754478398314	1.80862533692722	1.95475966069746	2.04821600771456	1.88103441285589	0.132639521988508
"chr4-30"	"chr4"	30000001	31000000	"."	1000000	1.94818652849741	1.98588235294118	1.83140147523709	1.90835579514825	1.85862393967955	2.1099324975892	1.94039709818211	0.100464297787842
"chr4-31"	"chr4"	31000001	32000000	"."	1000000	1.79274611398964	1.90588235294118	1.63329820864067	1.88948787061995	1.875589066918	1.99614271938284	1.84885772208205	0.124035857008577
"chr4-32"	"chr4"	32000001	33000000	"."	1000000	1.90969652109548	1.85882352941176	1.66069546891465	1.83288409703504	1.99811498586239	2.12921890067502	1.89823891716573	0.15856227400059
"chr4-33"	"chr4"	33000001	34000000	"."	1000000	1.95410806809771	1.79764705882353	1.70284510010537	1.77358490566038	1.93967954759661	2.01157184185149	1.86323942035585	0.121794367133343
"chr4-34"	"chr4"	34000001	35000000	"."	1000000	1.8519615099926	1.70509803921569	1.75553213909378	1.77897574123989	1.86427898209237	1.9228543876567	1.81311679988184	0.0803971097265291
"chr4-35"	"chr4"	35000001	36000000	"."	1000000	1.95262768319763	1.78823529411765	1.96628029504742	1.99460916442049	2	2.16007714561234	1.97697159706592	0.11890950774789
"chr4-36"	"chr4"	36000001	37000000	"."	1000000	1.9659511472983	1.86666666666667	2.01685985247629	2.11590296495957	1.97737983034873	1.98649951783992	1.98820999659825	0.0806408879816535
"chr4-37"	"chr4"	37000001	38000000	"."	1000000	1.91117690599556	1.99843137254902	2.19599578503688	2.17789757412399	1.88878416588124	1.94021215043394	2.01874965900344	0.13549033005349
"chr4-38"	"chr4"	38000001	39000000	"."	1000000	2.03849000740192	2.02196078431373	1.96838777660695	2.20215633423181	2.02073515551367	2.01928640308582	2.04516941019232	0.080486683582816
"chr4-39"	"chr4"	39000001	40000000	"."	1000000	2.00296076980015	1.97176470588235	2.06743940990516	1.90296495956873	1.98491988689915	1.6817743490839	1.93530401352324	0.135019570275187
"chr4-40"	"chr4"	40000001	41000000	"."	1000000	2.05773501110289	1.93254901960784	2.13277133825079	1.93261455525606	1.9057492931197	1.94406943105111	1.98424810806473	0.0900829444237902
"chr4-41"	"chr4"	41000001	42000000	"."	1000000	1.93782383419689	2.17725490196078	2.09483667017914	2.13207547169811	2.01319509896324	2.13693346190935	2.08201990648459	0.0897601173871072
"chr4-42"	"chr4"	42000001	43000000	"."	1000000	2.01628423390081	2.16470588235294	2.07586933614331	2.0188679245283	1.9076343072573	1.91899710703954	2.01705979853703	0.0968008555801924
"chr4-43"	"chr4"	43000001	44000000	"."	1000000	1.97187268689859	1.93254901960784	1.89041095890411	1.94878706199461	1.87935909519321	2.16007714561234	1.96384266136845	0.102282065958921
"chr4-44"	"chr4"	44000001	45000000	"."	1000000	1.9259807549963	1.83372549019608	1.89041095890411	1.9811320754717	2.09990574929312	2.02700096432015	1.95969266553024	0.0963887351192779
"chr4-45"	"chr4"	45000001	46000000	"."	1000000	1.90969652109548	1.82588235294118	1.71970495258167	2.02964959568733	1.91705937794533	1.99807135969142	1.90001069332374	0.113852345776345
"chr4-46"	"chr4"	46000001	47000000	"."	1000000	1.92153960029608	1.91529411764706	1.73445732349842	2.06738544474394	2.14137606032045	2.14079074252652	1.98680721483874	0.159467713450018
"chr4-47"	"chr4"	47000001	48000000	"."	1000000	1.97779422649889	2.11607843137255	1.95152792413066	1.95687331536388	1.94533459000942	1.98649951783992	1.98901800086922	0.0642241323990008
"chr4-48"	"chr4"	48000001	49000000	"."	1000000	1.97039230199852	1.96862745098039	2.21074815595364	1.92991913746631	1.89066918001885	2.15814850530376	2.02141745528691	0.130689631360733
"chr4-49"	"chr4"	49000001	50000000	"."	1000000	5.7720207253886	6.0643137254902	5.22023182297155	5.92991913746631	6.83129123468426	5.80135004821601	5.93652111570282	0.524478798396176
"chr4-50"	"chr4"	50000001	51000000	"."	1000000	3.74093264248705	4.42039215686274	2.42360379346681	3.25876010781671	3.1555136663525	2.87560270009643	3.31246751118037	0.695633230326062
"chr4-51"	"chr4"	51000001	52000000	"."	1000000	2.54626202812731	3.56862745098039	2.32876712328767	2.53369272237197	2.00754005655042	2.32594021215043	2.5518049322447	0.535027438822093
"chr4-52"	"chr4"	52000001	53000000	"."	1000000	1.98519615099926	2.11294117647059	2.10115911485775	2.24528301886792	1.83223374175306	2.02507232401157	2.05031425449336	0.13925285114334
"chr4-53"	"chr4"	53000001	54000000	"."	1000000	2.16876387860844	2.08	2.03793466807165	2.1832884097035	1.95098963242224	2.08486017357763	2.08430612706391	0.0858755538240583
"chr4-54"	"chr4"	54000001	55000000	"."	1000000	2.17764618800888	2.12078431372549	2.17281348788198	1.87870619946092	2.00188501413761	1.75699132111861	2.01813775405558	0.171934062219368
"chr4-55"	"chr4"	55000001	56000000	"."	1000000	1.99851961509993	1.96549019607843	2.03793466807165	2.0188679245283	2.05843543826579	2.01542912246866	2.01577949408546	0.0320841374756401
"chr4-56"	"chr4"	56000001	57000000	"."	1000000	2.05329385640266	2.06588235294118	2.02528977871444	1.94070080862534	2.02450518378888	1.92864030858245	2.00638538150916	0.0579392053346912
"chr4-57"	"chr4"	57000001	58000000	"."	1000000	2.20577350111029	2.10039215686275	2.02107481559536	1.89757412398922	1.93967954759661	2.04243008678881	2.03448737199051	0.111048748871729
"chr4-58"	"chr4"	58000001	59000000	"."	1000000	1.8060695780903	1.94823529411765	1.72813487881981	1.81132075471698	1.75871819038643	1.82642237222758	1.81315017805979	0.075720623070632
"chr4-59"	"chr4"	59000001	60000000	"."	1000000	1.79718726868986	1.8478431372549	1.79346680716544	1.85714285714286	1.83411875589067	2.10607521697203	1.87263900718596	0.117296582839493
"chr4-60"	"chr4"	60000001	61000000	"."	1000000	1.99555884529978	1.78980392156863	1.70495258166491	2	1.80961357210179	2.13307618129219	1.90550085032122	0.162253394740617
"chr4-61"	"chr4"	61000001	62000000	"."	1000000	1.85640266469282	1.97803921568627	1.79768177028451	2.02425876010782	2.05655042412818	2.21793635486982	1.9884781982949	0.150014211345463
"chr4-62"	"chr4"	62000001	63000000	"."	1000000	1.86824574389341	1.99843137254902	1.8377239199157	1.79784366576819	1.95664467483506	2.05785920925747	1.91945809770314	0.100864005863665
"chr4-63"	"chr4"	63000001	64000000	"."	1000000	1.85788304959289	1.75686274509804	1.59747102212856	1.95417789757412	1.98491988689915	2.00385728061717	1.85919531365166	0.157942220859524
"chr4-64"	"chr4"	64000001	65000000	"."	1000000	1.9659511472983	1.92313725490196	1.64594309799789	1.83827493261456	1.83977379830349	1.98264223722276	1.86595374472316	0.123888522104933
"chr4-65"	"chr4"	65000001	66000000	"."	1000000	1.82827535159141	1.81019607843137	1.73024236037935	2.03234501347709	1.90951932139491	2.07521697203472	1.89763251621814	0.134387501809027
"chr4-66"	"chr4"	66000001	67000000	"."	1000000	1.91857883049593	1.92156862745098	1.75974710221286	1.97843665768194	2.05655042412818	2.08678881388621	1.95361174264268	0.117291385729166
"chr4-67"	"chr4"	67000001	68000000	"."	1000000	2.03256846780163	1.91372549019608	1.94731296101159	1.92991913746631	2.07163053722903	1.91513982642237	1.96838273668783	0.0671200750817886
"chr4-68"	"chr4"	68000001	69000000	"."	1000000	1.86232420429312	1.94352941176471	1.66069546891465	1.8921832884097	1.86427898209237	1.95178399228544	1.86246589129333	0.105968629252006
"chr4-69"	"chr4"	69000001	70000000	"."	1000000	1.88452997779423	1.9121568627451	1.89041095890411	1.88948787061995	2.05655042412818	1.93056894889103	1.9272841738471	0.0656742027709444
"chr4-70"	"chr4"	70000001	71000000	"."	1000000	2.03256846780163	1.87607843137255	2.15384615384615	2.02156334231806	2.03958529688973	2.05593056894889	2.02992871019617	0.0892991995036587
"chr4-71"	"chr4"	71000001	72000000	"."	1000000	1.9659511472983	1.9043137254902	2.09694415173867	2.14824797843666	1.90197926484449	1.99614271938284	2.00226316453186	0.101274903918741
"chr4-72"	"chr4"	72000001	73000000	"."	1000000	2.01628423390081	2.01098039215686	1.92413066385669	2.02964959568733	2.08105560791706	1.88235294117647	1.99074223911587	0.0733724814654764
"chr4-73"	"chr4"	73000001	74000000	"."	1000000	2.02960769800148	1.92627450980392	1.95152792413066	1.87870619946092	1.82280867106503	2.04050144648023	1.94157107482371	0.0847670812368655
"chr4-74"	"chr4"	74000001	75000000	"."	1000000	2.01332346410067	2.0643137254902	2.03371970495258	2.07816711590297	1.98114985862394	2.28158148505304	2.0753758923539	0.106878619151297
"chr4-75"	"chr4"	75000001	76000000	"."	1000000	2.04885270170244	2.05647058823529	2.09905163329821	2.06469002695418	1.76437323279925	1.90742526518804	1.99014390802957	0.128902086173225
"chr4-76"	"chr4"	76000001	77000000	"."	1000000	2.0059215396003	2.04705882352941	2.12644889357218	2.11320754716981	2.05278039585297	1.96142719382835	2.05114073225884	0.062667780416376
"chr4-77"	"chr4"	77000001	78000000	"."	1000000	1.97779422649889	2.19607843137255	2.06111696522655	2.24797843665768	1.95664467483506	1.86499517839923	2.05076798549833	0.147519552655407
"chr4-78"	"chr4"	78000001	79000000	"."	1000000	2.07105847520355	2.02196078431373	2.13066385669125	1.80862533692722	1.90951932139491	2.05785920925747	1.99994783063136	0.118964963770396
"chr4-79"	"chr4"	79000001	80000000	"."	1000000	1.89045151739452	1.97960784313725	1.9536354056902	2.10512129380054	1.94533459000942	2.1427193828351	2.00281167214451	0.0989207444404556
"chr4-80"	"chr4"	80000001	81000000	"."	1000000	1.93042190969652	1.95450980392157	2.07165437302424	1.92722371967655	1.93213949104618	1.84763741562199	1.94393111883117	0.0725235050468768
"chr4-81"	"chr4"	81000001	82000000	"."	1000000	1.95854922279793	2.03764705882353	2.12855637513172	2.1455525606469	2.04147031102733	2.12921890067502	2.07349907151707	0.0732835416334803
"chr4-82"	"chr4"	82000001	83000000	"."	1000000	1.93486306439674	2.11137254901961	1.86933614330875	2.06738544474394	1.92648444863336	2.10221793635487	2.00194326440954	0.104010472366656
"chr4-83"	"chr4"	83000001	84000000	"."	1000000	1.98963730569948	2.10352941176471	2.16859852476291	1.83018867924528	2.07917059377945	1.99614271938284	2.02787787243911	0.118073603015208
"chr4-84"	"chr4"	84000001	85000000	"."	1000000	1.95262768319763	2.0643137254902	1.96206533192835	2.13477088948787	2.04147031102733	2.03471552555448	2.03166057778098	0.0676656850691497
"chr4-85"	"chr4"	85000001	86000000	"."	1000000	2.00296076980015	2.00156862745098	2.01896733403583	1.98382749326146	1.82657869934025	1.97107039537126	1.96749555320999	0.0710002417802526
"chr4-86"	"chr4"	86000001	87000000	"."	1000000	2.039970392302	1.94666666666667	2.04004214963119	2.01347708894879	1.98491988689915	1.99421407907425	2.00321504392034	0.0358495467934403
"chr4-87"	"chr4"	87000001	88000000	"."	1000000	2.0740192450037	2.04235294117647	1.89462592202318	1.88679245283019	2.04901036757776	1.95371263259402	1.98341892686755	0.0825678023166739
"chr4-88"	"chr4"	88000001	89000000	"."	1000000	2.10510732790526	2.11450980392157	2.03371970495258	2.10242587601078	2.0301602262017	2.03085824493732	2.06946353065487	0.0417106752069904
"chr4-89"	"chr4"	89000001	90000000	"."	1000000	1.91561806069578	1.93254901960784	2.10748155953635	1.78706199460916	2.0923656927427	1.99807135969142	1.97219128114721	0.120382737965769
"chr4-90"	"chr4"	90000001	91000000	"."	1000000	1.83567727609178	1.96235294117647	1.89884088514225	1.89757412398922	1.91328934967012	2.06943105110897	1.9295276045298	0.0796049518873493
"chr4-91"	"chr4"	91000001	92000000	"."	1000000	2.039970392302	1.87921568627451	1.64594309799789	1.8921832884097	1.99622997172479	2.11957569913211	1.92885302264017	0.165594941026515
"chr4-92"	"chr4"	92000001	93000000	"."	1000000	1.89489267209474	1.9843137254902	1.71759747102213	1.94878706199461	2.04901036757776	1.89199614271938	1.91443290681647	0.112963753197162
"chr4-93"	"chr4"	93000001	94000000	"."	1000000	1.94078460399704	1.95764705882353	1.92413066385669	2.01078167115903	1.98868991517436	2.00192864030858	1.97066042555321	0.0350411451005301
"chr4-94"	"chr4"	94000001	95000000	"."	1000000	2.05329385640266	1.96078431372549	1.89673340358272	1.8544474393531	1.99245994344958	2.22950819672131	1.99787119220581	0.133365150549933
"chr4-95"	"chr4"	95000001	96000000	"."	1000000	1.93486306439674	2.10196078431373	1.89884088514225	2.00808625336927	2.16022620169651	2.19672131147541	2.05011641673232	0.121851675960718
"chr4-96"	"chr4"	96000001	97000000	"."	1000000	1.90525536639526	1.93725490196078	1.75553213909378	2.0377358490566	1.86239396795476	1.98457087753134	1.91379051699876	0.0986742624641994
"chr4-97"	"chr4"	97000001	98000000	"."	1000000	2.03700962250185	1.91843137254902	1.66491043203372	1.85714285714286	1.9076343072573	2.20636451301832	1.93191551741718	0.181119346169759
"chr4-98"	"chr4"	98000001	99000000	"."	1000000	2.02368615840118	1.97960784313725	1.90937829293994	1.88948787061995	1.97926484448633	1.96142719382835	1.95714203390217	0.0495965224462127
"chr4-99"	"chr4"	99000001	100000000	"."	1000000	2.08586232420429	1.92627450980392	1.96838777660695	1.95417789757412	1.95664467483506	2.15814850530376	2.00824928138802	0.0920750937555357
"chr4-100"	"chr4"	100000001	101000000	"."	1000000	1.83271650629164	1.8478431372549	1.90516332982086	2.03504043126685	2.00565504241282	2.00964320154291	1.93934360809833	0.088777347956845
"chr4-101"	"chr4"	101000001	102000000	"."	1000000	2.01776461880089	2.00941176470588	1.99157007376185	2.01078167115903	2.09613572101791	2.15043394406943	2.04601629891917	0.0628632179767969
"chr4-102"	"chr4"	102000001	103000000	"."	1000000	1.98963730569948	1.97176470588235	2.19599578503688	1.8733153638814	2.01508011310085	1.9228543876567	1.99477461020961	0.110799809721848
"chr4-103"	"chr4"	103000001	104000000	"."	1000000	2.00444115470022	1.82745098039216	1.88619599578504	2.05929919137466	2.05843543826579	1.96335583413693	1.9665297657758	0.0941239495120397
"chr4-104"	"chr4"	104000001	105000000	"."	1000000	2.00740192450037	1.94509803921569	1.96206533192835	2.02156334231806	1.98868991517436	2.16972034715526	2.01575648338201	0.080518748380438
"chr4-105"	"chr4"	105000001	106000000	"."	1000000	1.83419689119171	1.92	2.00210748155954	2.0377358490566	1.91517436380773	2.00771456123433	1.95282152447498	0.0764449584554995
"chr4-106"	"chr4"	106000001	107000000	"."	1000000	2.13915618060696	1.96392156862745	1.86301369863014	1.90835579514825	2.1564561734213	2.06171648987464	2.01543665105146	0.122219246444495
"chr4-107"	"chr4"	107000001	108000000	"."	1000000	2.05625462620281	1.94196078431373	1.97049525816649	2.01347708894879	2.03581526861451	2.07907425265188	2.01617954648303	0.0520578520415407
"chr4-108"	"chr4"	108000001	109000000	"."	1000000	1.94226498889711	1.91843137254902	2.06322444678609	1.98652291105121	1.98868991517436	2.22565091610415	2.02079742509366	0.111907811794775
"chr4-109"	"chr4"	109000001	110000000	"."	1000000	2.04441154700222	2	1.94309799789252	2.04312668463612	1.99245994344958	2.00578592092575	2.0048136823177	0.0374738158923851
"chr4-110"	"chr4"	110000001	111000000	"."	1000000	1.94226498889711	2.17882352941176	2.03371970495258	1.90296495956873	2.12252591894439	2.03857280617165	2.03647865132437	0.104288363613943
"chr4-111"	"chr4"	111000001	112000000	"."	1000000	1.86528497409326	1.93882352941176	1.92623814541623	2	2.00377002827521	2.24493731918997	1.99650899939774	0.1321112341054
"chr4-112"	"chr4"	112000001	113000000	"."	1000000	1.87860843819393	1.86823529411765	2.12012644889357	1.93261455525606	2.00942507068803	2.10221793635487	1.98520462391735	0.109811593587069
"chr4-113"	"chr4"	113000001	114000000	"."	1000000	1.91857883049593	1.9356862745098	2.02739726027397	1.97843665768194	1.83600377002828	1.99807135969142	1.94902902544689	0.0682517272298665
"chr4-114"	"chr4"	114000001	115000000	"."	1000000	1.97779422649889	2.00156862745098	1.89251844046365	1.8921832884097	2.15457115928369	1.97107039537126	1.9816176895797	0.0963057580784497
"chr4-115"	"chr4"	115000001	116000000	"."	1000000	1.94226498889711	1.83686274509804	1.53003161222339	1.87870619946092	2.03958529688973	1.92864030858245	1.85934852519194	0.175209442723569
"chr4-116"	"chr4"	116000001	117000000	"."	1000000	1.8919319022946	1.92156862745098	1.67334035827187	1.87870619946092	2.10933081998115	1.94792671166827	1.90380076985463	0.140276873216375
"chr4-117"	"chr4"	117000001	118000000	"."	1000000	1.93042190969652	1.99372549019608	1.76606954689146	1.96765498652291	2.08294062205467	1.98071359691418	1.95358769204597	0.104858604859154
"chr4-118"	"chr4"	118000001	119000000	"."	1000000	2.10214655810511	1.96392156862745	2.10115911485775	2.08625336927224	1.98114985862394	2.04050144648023	2.04585531932779	0.061298965579541
"chr4-119"	"chr4"	119000001	120000000	"."	1000000	2.05477424130274	2.03450980392157	2.00632244467861	2.01617250673854	1.92648444863336	2.15621986499518	2.032413885045	0.0748303283535588
"chr4-120"	"chr4"	120000001	121000000	"."	1000000	2.05033308660252	1.86196078431373	1.89884088514225	1.9622641509434	2.03770028275212	2.15236258437801	1.99391029568867	0.107385815584167
"chr4-121"	"chr4"	121000001	122000000	"."	1000000	1.92746113989637	2.01098039215686	2.10748155953635	1.85714285714286	1.97737983034873	2.07328833172613	1.99228901846788	0.0925948166668581
"chr4-122"	"chr4"	122000001	123000000	"."	1000000	2.06957809030348	1.96862745098039	1.98735511064278	2.0188679245283	1.98491988689915	2.08871745419479	2.01967765292482	0.0492263661614201
"chr4-123"	"chr4"	123000001	124000000	"."	1000000	2.0740192450037	2.07843137254902	2.1390937829294	1.86522911051213	1.95475966069746	2.02314368370299	2.02244614256578	0.0986913820278717
"chr4-124"	"chr4"	124000001	125000000	"."	1000000	1.8919319022946	1.79921568627451	1.71338250790306	2.07008086253369	1.95098963242224	2.04821600771456	1.91230276652378	0.139739714772163
"chr4-125"	"chr4"	125000001	126000000	"."	1000000	1.89045151739452	1.9356862745098	1.88830347734457	2.02964959568733	1.93025447690858	2.17164898746384	1.97433238821811	0.109423207909903
"chr4-126"	"chr4"	126000001	127000000	"."	1000000	1.97335307179867	1.76470588235294	1.62697576396207	1.85714285714286	2.10367577756833	2.01542912246866	1.89021374588225	0.175668562716372
"chr4-127"	"chr4"	127000001	128000000	"."	1000000	2.03849000740192	2.07843137254902	1.97471022128556	1.9622641509434	2.07917059377945	2.0771456123433	2.03503532638378	0.0539464770591716
"chr4-128"	"chr4"	128000001	129000000	"."	1000000	1.99259807549963	2.0878431372549	1.98314014752371	1.97574123989218	2.03958529688973	2.02121504339441	2.01668715674243	0.0424034288985695
"chr4-129"	"chr4"	129000001	130000000	"."	1000000	1.86676535899334	1.8478431372549	1.92413066385669	2.02156334231806	2.02639019792648	2.00385728061717	1.94842499682777	0.079844536181788
"chr4-130"	"chr4"	130000001	131000000	"."	1000000	1.9659511472983	1.80235294117647	1.78503688092729	1.94070080862534	1.95287464655985	2.11571841851495	1.9271058071837	0.121391426495835
"chr4-131"	"chr4"	131000001	132000000	"."	1000000	1.96299037749815	1.93411764705882	1.60379346680717	1.91913746630728	1.87181903864279	2.11378977820636	1.90094129575343	0.167171333692915
"chr4-132"	"chr4"	132000001	133000000	"."	1000000	1.8519615099926	1.75372549019608	1.57428872497366	1.82749326145553	1.9076343072573	1.94021215043394	1.80921924071818	0.132119198233516
"chr4-133"	"chr4"	133000001	134000000	"."	1000000	1.90969652109548	1.8321568627451	1.7218124341412	1.88409703504043	1.96606974552309	1.97878495660559	1.88210292585848	0.0952374672059281
"chr4-134"	"chr4"	134000001	135000000	"."	1000000	1.94226498889711	1.84941176470588	1.55742887249737	1.99460916442049	2.07351555136664	2.09836065573771	1.91926516627086	0.198936716947631
"chr4-135"	"chr4"	135000001	136000000	"."	1000000	1.79126572908956	1.72392156862745	1.7218124341412	1.88948787061995	1.90009425070688	1.94792671166827	1.82908476080889	0.0967586903933291
"chr4-136"	"chr4"	136000001	137000000	"."	1000000	1.89045151739452	1.94196078431373	1.62486828240253	1.92722371967655	2.07540056550424	2.05014464802314	1.91834158621912	0.160984946426958
"chr4-137"	"chr4"	137000001	138000000	"."	1000000	1.97631384159882	1.77882352941176	1.95785036880927	1.93800539083558	1.93967954759661	2.16972034715526	1.96006550423455	0.124879908488951
"chr4-138"	"chr4"	138000001	139000000	"."	1000000	1.95114729829756	2.12705882352941	2.10115911485775	1.97574123989218	1.86993402450518	2.07521697203472	2.0167095788528	0.100251359863035
"chr4-139"	"chr4"	139000001	140000000	"."	1000000	2.04293116210215	2.07529411764706	2.21496311907271	1.98652291105121	2.17342130065976	2.00771456123433	2.08347452862787	0.0919016253603613
"chr4-140"	"chr4"	140000001	141000000	"."	1000000	2.14655810510733	2.17882352941176	2.15595363540569	1.97843665768194	2.02450518378888	1.94214079074253	2.07106965035635	0.101869002046636
"chr4-141"	"chr4"	141000001	142000000	"."	1000000	1.89341228719467	1.87921568627451	2.16016859852476	2.11859838274933	1.94533459000942	2.07328833172613	2.0116696460798	0.121005578455062
"chr4-142"	"chr4"	142000001	143000000	"."	1000000	1.99111769059956	1.96078431372549	2.06111696522655	1.78167115902965	2.01885014137606	2.01928640308582	1.97213777884052	0.0990848168737016
"chr4-143"	"chr4"	143000001	144000000	"."	1000000	2.07549962990378	1.91529411764706	1.94942044257113	1.99191374663073	1.97172478793591	2.15621986499518	2.01001209828063	0.0895562849927855
"chr4-144"	"chr4"	144000001	145000000	"."	1000000	1.93634344929682	2.01882352941176	1.89673340358272	1.85175202156334	1.98114985862394	1.9672131147541	1.94200256287211	0.0604913649155222
"chr4-145"	"chr4"	145000001	146000000	"."	1000000	2.04145077720207	2.04078431372549	2.05479452054795	2.12398921832884	2.04524033930254	2.16007714561234	2.07772271911987	0.0513492889218071
"chr4-146"	"chr4"	146000001	147000000	"."	1000000	2.05477424130274	1.78666666666667	1.95152792413066	2.19137466307278	1.94344957587182	2.01928640308582	1.99117991235508	0.134601845873959
"chr4-147"	"chr4"	147000001	148000000	"."	1000000	2.06957809030348	2.02980392156863	1.92202318229715	2.1455525606469	2.062205466541	1.89971070395371	2.02147898755181	0.0939730790520542
"chr4-148"	"chr4"	148000001	149000000	"."	1000000	2.039970392302	2.00156862745098	2.05690200210748	2.01078167115903	1.81526861451461	1.97878495660559	1.98387937735662	0.0871443528093396
"chr4-149"	"chr4"	149000001	150000000	"."	1000000	2.01332346410067	2.05019607843137	1.82086406743941	1.8733153638814	1.95852968897267	1.97492767598843	1.94852605646899	0.0863560620925111
"chr4-150"	"chr4"	150000001	151000000	"."	1000000	1.79718726868986	1.90588235294118	1.85879873551106	1.94878706199461	1.92082940622055	1.92671166827387	1.89303274893852	0.0557474721767371
"chr4-151"	"chr4"	151000001	152000000	"."	1000000	2.05477424130274	2.02196078431373	2.22550052687039	2.08355795148248	2.186616399623	2.08293153326905	2.10922357281023	0.0792962787358304
"chr4-152"	"chr4"	152000001	153000000	"."	1000000	2.06957809030348	2.00470588235294	2.01685985247629	2.05929919137466	2.05089538171536	1.98264223722276	2.03066343924092	0.034392026617533
"chr4-153"	"chr4"	153000001	154000000	"."	1000000	2.0340488527017	1.97490196078431	2.10958904109589	1.86522911051213	2.04335532516494	2.02700096432015	2.00902087576319	0.0825622984437927
"chr4-154"	"chr4"	154000001	155000000	"."	1000000	1.98815692079941	1.86666666666667	1.99157007376185	1.78975741239892	2.07540056550424	1.91706846673095	1.93810335097701	0.101751421736866
"chr4-155"	"chr4"	155000001	156000000	"."	1000000	1.98223538119911	2.00156862745098	1.87144362486828	2.03234501347709	1.9698397737983	1.92864030858245	1.96434545489604	0.0570356888998157
"chr4-156"	"chr4"	156000001	157000000	"."	1000000	1.97335307179867	1.99058823529412	1.90516332982086	1.79784366576819	2.06974552309142	2.09257473481196	1.97154476009754	0.108844965917137
"chr4-157"	"chr4"	157000001	158000000	"."	1000000	2.0059215396003	1.86666666666667	1.81032665964173	2.08625336927224	1.85862393967955	2.03664416586307	1.94407272345392	0.112952455409219
"chr4-158"	"chr4"	158000001	159000000	"."	1000000	2.14951887490748	2.05490196078431	2.19178082191781	1.95417789757412	2.02639019792648	1.98649951783992	2.06054487849169	0.0928808695840765
"chr4-159"	"chr4"	159000001	160000000	"."	1000000	2.06069578090303	1.86039215686275	1.97260273972603	1.81401617250674	1.85673892554194	1.91513982642237	1.91326426699381	0.0906657398119097
"chr4-160"	"chr4"	160000001	161000000	"."	1000000	1.87564766839378	1.84470588235294	1.69020021074816	1.80592991913747	1.8114985862394	1.96914175506268	1.83285400365574	0.0917356863657961
