""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"mean"	"sd"
"chr1-186"	"chr1"	186000001	187000000	"."	1000000	1.89045151739452	1.99686274509804	1.89462592202318	2.0377358490566	2.10933081998115	2.18129218900675	2.003046458492	1.9445471349353	1.98714859437751	2	1.85854616895874	2.0271186440678	1.99422550361597	0.0919250773311584
"chr1-187"	"chr1"	187000001	188000000	"."	1000000	1.98667653589933	1.83372549019608	1.84193888303477	1.93800539083558	1.87935909519321	2.0655737704918	1.94211728865194	1.75785582255083	2.02088353413655	1.7020725388601	1.85854616895874	1.89152542372881	1.89318999521148	0.105124178708388
"chr1-188"	"chr1"	188000001	189000000	"."	1000000	1.9259807549963	1.96235294117647	1.78503688092729	1.70619946091644	1.92648444863336	2.06171648987464	1.86290936785986	1.7818853974122	2.1574297188755	1.79533678756477	1.72200392927308	2.06101694915254	1.89569609388854	0.145267685221504
"chr1-189"	"chr1"	189000001	190000000	"."	1000000	1.95262768319763	1.81176470588235	1.69441517386723	1.95148247978437	1.96229971724788	2.22565091610415	1.9025133282559	1.74861367837338	1.9004016064257	1.75906735751295	1.77996070726916	2.09152542372881	1.89836023147079	0.153518118682139
"chr1-190"	"chr1"	190000001	191000000	"."	1000000	1.80458919319023	1.88705882352941	1.77660695468915	2.07277628032345	1.9698397737983	1.98071359691418	1.97410510281797	1.6913123844732	2.07389558232932	1.59844559585492	1.7278978388998	1.87118644067797	1.86903563062482	0.152226252026519
"chr1-191"	"chr1"	191000001	192000000	"."	1000000	1.99111769059956	1.80078431372549	1.82086406743941	1.8544474393531	1.94910461828464	2.15814850530376	2.10814927646611	1.68391866913124	1.84899598393574	1.85492227979275	1.74361493123772	2.14576271186441	1.91331920726116	0.157512796052019
"chr1-192"	"chr1"	192000001	193000000	"."	1000000	1.93338267949667	1.97803921568627	1.95785036880927	1.95417789757412	2.05089538171536	2.17164898746384	2.07768469154608	1.83918669131238	2.13012048192771	2.0440414507772	1.8860510805501	1.9864406779661	2.00079330040209	0.0975973150725536
"chr1-193"	"chr1"	193000001	194000000	"."	1000000	2.04589193190229	1.94666666666667	1.97471022128556	1.89487870619946	2.06786050895382	2.11378977820636	2.03960396039604	1.97966728280961	1.88915662650602	1.94559585492228	1.85363457760314	1.92203389830508	1.9727908344797	0.0797947244891842
"chr1-194"	"chr1"	194000001	195000000	"."	1000000	1.84159881569208	1.8321568627451	1.69652265542676	1.85175202156334	2.06409048067861	1.99035679845709	1.8050266565118	1.79852125693161	1.99518072289157	1.90673575129534	1.78585461689587	2.00677966101695	1.88121469167551	0.110968196125235
"chr1-195"	"chr1"	195000001	196000000	"."	1000000	1.86084381939304	1.91372549019608	1.57218124341412	1.8544474393531	2.03958529688973	2.17743490838959	2.12338156892612	1.78743068391867	2.06586345381526	1.73316062176166	1.81041257367387	1.98983050847458	1.91069146735048	0.175902072248231
"chr1-196"	"chr1"	196000001	197000000	"."	1000000	1.79422649888971	1.87294117647059	1.73656480505796	2.04582210242588	1.86804901036758	1.99421407907425	1.99238385376999	1.76524953789279	2.1285140562249	1.71243523316062	1.83497053045187	2.02372881355932	1.89742497477879	0.135961987230078
"chr1-197"	"chr1"	197000001	198000000	"."	1000000	1.87564766839378	1.94039215686275	1.8377239199157	1.80592991913747	2.0301602262017	2.09450337512054	1.93907083015994	1.85951940850277	2.01927710843374	1.94041450777202	1.83791748526523	2.08135593220339	1.93849271149742	0.0989558284769635
"chr1-198"	"chr1"	198000001	199000000	"."	1000000	1.94522575869726	1.84	1.90094836670179	1.98921832884097	2.02639019792648	2.1542912246866	1.91012947448591	1.87060998151571	2.05461847389558	2.11139896373057	1.94204322200393	2.16610169491525	1.99258130728334	0.110177387865119
"chr1-199"	"chr1"	199000001	200000000	"."	1000000	2.05477424130274	1.9278431372549	1.99367755532139	2.1266846361186	2.07917059377945	1.96914175506268	1.93602437166794	2.03142329020333	1.93895582329317	1.83678756476684	1.98722986247544	2.03728813559322	1.99325008056998	0.0786058950597765
"chr1-200"	"chr1"	200000001	201000000	"."	1000000	1.96891191709845	1.95294117647059	2.10326659641728	1.78167115902965	2.05655042412818	2.02700096432015	2.1035795887281	1.94085027726433	1.95502008032129	2.19948186528497	1.96856581532416	1.93898305084746	1.99973524293622	0.107108034074344
"chr1-201"	"chr1"	201000001	202000000	"."	1000000	2.01036269430052	2.05647058823529	1.96628029504742	1.90566037735849	2.0320452403393	2.00578592092575	1.97562833206398	2.20887245841035	1.99839357429719	2.09067357512953	2.21611001964637	2.03728813559322	2.04196426761228	0.0923440102225587
"chr1-202"	"chr1"	202000001	203000000	"."	1000000	2.10510732790526	2.0156862745098	2.02528977871444	1.91644204851752	2.09048067860509	1.96528447444552	1.95125666412795	2.07578558225508	2.06104417670683	2.0880829015544	2.13752455795678	2.24406779661017	2.0563376884924	0.0895982257531291
"chr1-203"	"chr1"	203000001	204000000	"."	1000000	1.98075499629904	2.18352941176471	2.05268703898841	2.11859838274933	2.04335532516494	1.96528447444552	1.88118811881188	2.18669131238447	2.0433734939759	1.97668393782383	2.1188605108055	1.95932203389831	2.04252741975932	0.0950856629561044
"chr1-204"	"chr1"	204000001	205000000	"."	1000000	2.1539600296077	2.06117647058824	2.26765015806112	2.21293800539084	2.0942507068803	1.8572806171649	2.05788271134806	2.22550831792976	2.14457831325301	1.94300518134715	2.29567779960707	1.87796610169492	2.09932286773942	0.146464524744132
"chr1-205"	"chr1"	205000001	206000000	"."	1000000	2.10362694300518	2.03137254901961	2.17702845100105	1.94339622641509	2.02262016965127	1.84185149469624	2.11271896420411	2.08133086876155	2.08353413654618	2.08031088082902	2.08546168958743	1.86101694915254	2.03535577690577	0.102760154789869
"chr1-206"	"chr1"	206000001	207000000	"."	1000000	2.14063656550703	2.12705882352941	2.10748155953635	2.12129380053908	1.91328934967012	1.99035679845709	2.07311500380807	2.33086876155268	2.07068273092369	2.16321243523316	2.26424361493124	2.05084745762712	2.11275724177625	0.111229852852932
"chr1-207"	"chr1"	207000001	208000000	"."	1000000	1.89341228719467	2.02039215686275	1.90937829293994	2.02156334231806	1.91140433553252	1.90549662487946	1.91165270373191	1.92975970425139	1.86827309236948	1.89119170984456	1.91060903732809	1.95593220338983	1.92742212422022	0.0485109511111661
"chr1-208"	"chr1"	208000001	209000000	"."	1000000	2.06661732050333	2.01882352941176	1.96206533192835	2.11859838274933	2.062205466541	1.97492767598843	1.96344249809596	2.27171903881701	2.15261044176707	1.85492227979275	2.16797642436149	2.09152542372881	2.05878615114044	0.11258264518245
"chr1-209"	"chr1"	209000001	210000000	"."	1000000	1.90969652109548	2.06745098039216	2.10537407797682	1.97574123989218	2.00942507068803	2.01350048216008	2.07006854531607	1.9445471349353	1.95341365461847	2.25388601036269	2.14538310412574	1.79661016949153	2.02042474925455	0.119384128852372
"chr1-210"	"chr1"	210000001	211000000	"."	1000000	1.88749074759437	1.79764705882353	2.0463645943098	1.93800539083558	1.91140433553252	2	2.09444021325209	2.15526802218115	1.86827309236948	2.17098445595855	2.13457760314342	1.9728813559322	1.99811140582772	0.122795383850925
"chr1-211"	"chr1"	211000001	212000000	"."	1000000	2.15247964470762	2.03921568627451	2.17492096944152	1.90835579514825	2.0301602262017	2.09064609450337	1.85529322162986	1.98706099815157	1.94056224899598	1.9740932642487	2.06286836935167	2.2135593220339	2.03576798672405	0.109722615429869
"chr1-212"	"chr1"	212000001	213000000	"."	1000000	2.00148038490007	2.04705882352941	2.12223393045311	1.80862533692722	1.99057492931197	2	2.06092916984006	2.0720887245841	1.95341365461847	1.88860103626943	2.05304518664047	2.10169491525424	2.00831217436071	0.090295805368195
"chr1-213"	"chr1"	213000001	214000000	"."	1000000	2.12731310140637	2.00941176470588	1.97471022128556	2.09973045822102	1.98303487276155	2.07907425265188	2.12795125666413	2.02772643253235	2.00160642570281	1.91968911917098	1.96660117878193	2.09830508474576	2.03459618071919	0.0696959741311591
"chr1-214"	"chr1"	214000001	215000000	"."	1000000	2.15247964470762	2.08313725490196	2.05268703898841	2.25067385444744	2.00942507068803	2.01157184185149	2.20715917745621	2.11645101663586	2.06425702811245	2.05699481865285	2.04420432220039	1.97627118644068	2.08544268792362	0.0824415345556318
"chr1-215"	"chr1"	215000001	216000000	"."	1000000	2.09178386380459	1.86980392156863	1.82718651211802	1.88679245283019	2.01696512723845	2.06943105110897	2.08377760853008	1.9815157116451	2.0433734939759	1.94300518134715	1.90962671905697	2.03728813559322	1.98004581490144	0.090671214282088
"chr1-216"	"chr1"	216000001	217000000	"."	1000000	2.03849000740192	1.99843137254902	1.79557428872497	2.32075471698113	2.00565504241282	2.175506268081	2.01370906321401	1.83364140480591	2.02088353413655	1.90414507772021	1.8860510805501	1.84745762711864	1.98669162364136	0.150335206281021
"chr1-217"	"chr1"	217000001	218000000	"."	1000000	2.02368615840118	1.93725490196078	1.87987355110643	2.12398921832884	1.85673892554194	2.08486017357763	1.96953541507997	1.9279112754159	2.03373493975904	2.0440414507772	1.89489194499018	2.11864406779661	1.99126350189464	0.093145744978204
"chr1-218"	"chr1"	218000001	219000000	"."	1000000	1.9940784603997	1.88862745098039	1.92413066385669	2.2722371967655	1.89255419415646	2.10607521697203	2.18278750952018	1.9630314232902	2.11887550200803	1.9559585492228	1.89882121807466	2.23389830508475	2.03592297419428	0.139939511420788
"chr1-219"	"chr1"	219000001	220000000	"."	1000000	2.12583271650629	2.02980392156863	2.06322444678609	1.8733153638814	2.01131008482564	2.05207328833173	1.92231530845392	2.04251386321627	2.06104417670683	1.84715025906736	1.99607072691552	2.21016949152542	2.01956863731542	0.101860541739532
"chr1-220"	"chr1"	220000001	221000000	"."	1000000	2.07105847520355	1.99529411764706	2.07797681770285	2.15094339622642	2.12818096135721	2.01735776277724	2.00913937547601	1.99815157116451	1.94859437751004	2.06735751295337	1.9705304518664	1.77627118644068	2.01757133386044	0.0977715000404808
"chr1-221"	"chr1"	221000001	222000000	"."	1000000	1.97779422649889	2.03294117647059	2.01264488935722	2.03234501347709	2.00942507068803	2.11957569913211	1.93145468392993	2.14417744916821	1.98393574297189	1.89119170984456	2.03831041257367	2.13898305084746	2.02606492707997	0.0782686533111671
"chr1-222"	"chr1"	222000001	223000000	"."	1000000	2.08882309400444	1.91058823529412	2.14541622760801	2.05390835579515	2.02073515551367	2.05400192864031	1.95277989337395	2.11090573012939	1.84578313253012	2.17875647668394	1.94204322200393	2.07796610169492	2.03180896277266	0.10038320673335
"chr1-223"	"chr1"	223000001	224000000	"."	1000000	1.92301998519615	1.86352941176471	2.1622760800843	1.90566037735849	1.88689915174364	1.89778206364513	1.99390708301599	2.00924214417745	1.82489959839357	2.24352331606218	2.03929273084479	1.84745762711864	1.96645746411709	0.129482225429583
"chr1-224"	"chr1"	224000001	225000000	"."	1000000	2.03256846780163	2.0156862745098	2.12223393045311	2.02425876010782	1.9698397737983	2.04050144648023	1.98629093678599	2.15157116451017	1.95823293172691	1.99222797927461	2.03045186640472	2.14237288135593	2.0388530344341	0.0656683780481247
"chr1-225"	"chr1"	225000001	226000000	"."	1000000	1.9659511472983	2.13333333333333	2.04004214963119	2.07277628032345	1.97549481621112	1.94599807135969	1.93602437166794	1.97412199630314	2.07228915662651	2.08290155440414	2.09528487229862	2.12881355932203	2.03525260906496	0.0719682378111298
"chr1-226"	"chr1"	226000001	227000000	"."	1000000	2.1139896373057	2.12862745098039	2.09905163329821	2.05660377358491	1.96229971724788	2.13114754098361	1.96953541507997	1.96487985212569	1.89397590361446	2.33678756476684	2.27406679764244	2.08135593220339	2.08436010156946	0.129451719879545
"chr1-227"	"chr1"	227000001	228000000	"."	1000000	2.01184307920059	2.07058823529412	2.12012644889357	2.07277628032345	2.08482563619227	2.07907425265188	1.98933739527799	2.05545286506469	2.05622489959839	1.88341968911917	2	2.10169491525424	2.04378030807253	0.0643711009897672
"chr1-228"	"chr1"	228000001	229000000	"."	1000000	2.22057735011103	2.10666666666667	2.18335089567966	2.06738544474394	2.2507068803016	2.00578592092575	2.2025894897182	2.40110905730129	2.0995983935743	2.26165803108808	2.33988212180747	2.20338983050847	2.19522500686887	0.113188215578888
"chr1-229"	"chr1"	229000001	230000000	"."	1000000	1.98963730569948	2.07686274509804	2.05057955742887	2.10242587601078	1.99811498586239	2.04628736740598	1.96191926884996	2.15157116451017	1.97590361445783	2.09585492227979	2.07858546168959	2.03728813559322	2.04708586707384	0.0574967094776361
"chr1-230"	"chr1"	230000001	231000000	"."	1000000	2.17024426350851	2.16627450980392	2.1390937829294	2.21832884097035	1.97737983034873	1.96335583413693	2.21782178217822	2.21441774491682	2.03694779116466	1.99481865284974	2.02750491159136	1.9864406779661	2.09271905186373	0.103612538849101
"chr1-231"	"chr1"	231000001	232000000	"."	1000000	2.08734270910437	2.03294117647059	2.11169652265543	2.0377358490566	2.0301602262017	1.95371263259402	2.01370906321401	2.20517560073937	1.99518072289157	2.35492227979275	2.01080550098232	1.9728813559322	2.06718863663624	0.113066584450938
"chr1-232"	"chr1"	232000001	233000000	"."	1000000	1.93930421909697	1.9921568627451	2.10537407797682	1.94609164420485	2.02073515551367	1.92478302796528	2.03351104341203	2.01663585951941	1.93253012048193	2.1139896373057	2.04616895874263	2.10508474576271	2.01469711272726	0.0696554626798848
"chr1-233"	"chr1"	233000001	234000000	"."	1000000	1.91709844559585	1.95294117647059	1.95785036880927	2.05390835579515	1.91517436380773	1.90163934426229	1.93907083015994	2.00369685767098	1.91646586345382	2.09067357512953	2.02554027504912	2.10847457627119	1.98187783603962	0.0726410071378816
"chr1-234"	"chr1"	234000001	235000000	"."	1000000	2.13767579570688	2.08313725490196	2.05057955742887	2.40700808625337	2.1885014137606	2.08678881388621	1.94973343488195	2.27541589648799	2.22329317269076	2.13989637305699	2.36738703339882	2.11864406779661	2.16900507502092	0.13185871409059
"chr1-235"	"chr1"	235000001	236000000	"."	1000000	1.98519615099926	2.03294117647059	2.1159114857745	1.90835579514825	2.01696512723845	1.96335583413693	2.03046458492003	1.85027726432532	2.06586345381526	2.20466321243523	2.03339882121807	1.96610169491525	2.01445788344976	0.0924884481775167
"chr1-236"	"chr1"	236000001	237000000	"."	1000000	1.91709844559585	1.99843137254902	1.99789251844046	2.08086253369272	2.11310084825636	2.09643201542912	1.98476770753998	2.08687615526802	2.03373493975904	2.21761658031088	2.09332023575638	1.91525423728814	2.0446156324905	0.0872757493381384
"chr1-237"	"chr1"	237000001	238000000	"."	1000000	1.85788304959289	2.04235294117647	1.92413066385669	1.70619946091644	2.03958529688973	1.90163934426229	2.18583396801219	2.03512014787431	2.0289156626506	2.15544041450777	1.86345776031434	2.23728813559322	1.99815390380391	0.154031224284195
"chr1-238"	"chr1"	238000001	239000000	"."	1000000	1.95114729829756	1.89333333333333	1.75974710221286	2.05390835579515	2.06032045240339	1.97492767598843	1.98476770753998	1.87060998151571	1.89236947791165	1.88860103626943	1.83398821218075	1.94237288135593	1.92550779290035	0.0873439896813394
"chr1-239"	"chr1"	239000001	240000000	"."	1000000	1.9940784603997	2.05803921568627	1.85879873551106	2.0188679245283	1.92459943449576	2.08871745419479	2.15536938309216	2.00369685767098	2.03855421686747	2.10880829015544	1.975442043222	1.94915254237288	2.01451037984974	0.0827890913579909
"chr1-240"	"chr1"	240000001	241000000	"."	1000000	1.97335307179867	1.92470588235294	1.85036880927292	1.98652291105121	1.98303487276155	1.98649951783992	2.004569687738	2.06284658040665	1.91807228915663	2.05958549222798	1.94597249508841	1.85762711864407	1.96276322736158	0.0675571837628896
"chr1-241"	"chr1"	241000001	242000000	"."	1000000	2.1080680977054	2.15058823529412	1.86301369863014	1.95148247978437	2.07540056550424	1.96335583413693	2.03960396039604	1.99630314232902	2.12048192771084	2.03108808290155	1.94990176817289	1.89830508474576	2.01229940644261	0.0907562445261927
"chr1-242"	"chr1"	242000001	243000000	"."	1000000	2.12879348630644	2.15372549019608	1.95785036880927	2.05660377358491	2.0301602262017	1.94214079074253	1.81264280274181	2.13123844731978	1.97590361445783	2.2720207253886	2.0992141453831	1.90847457627119	2.0390640372836	0.126587273655761
"chr1-243"	"chr1"	243000001	244000000	"."	1000000	2.04737231680237	1.89333333333333	2.20021074815595	1.98921832884097	1.74552309142319	2.11378977820636	1.98933739527799	2.00924214417745	2.06265060240964	2.01036269430052	2.04420432220039	1.95254237288136	2.00481559400079	0.112689708258034
"chr1-244"	"chr1"	244000001	245000000	"."	1000000	1.97483345669874	2.00627450980392	1.9304531085353	1.94070080862534	2.01696512723845	1.99807135969142	2.11119573495811	2.10720887245841	2.15582329317269	2.00777202072539	2.07367387033399	2.09152542372881	2.03454146549755	0.0719875929227247
"chr1-245"	"chr1"	245000001	246000000	"."	1000000	2.119911176906	2.06901960784314	2.22339304531085	2.1266846361186	2.062205466541	2.18129218900675	2.01980198019802	2.1275415896488	2.06265060240964	2.12953367875648	2.18762278978389	1.99322033898305	2.10857309179218	0.0694040551188938
"chr1-246"	"chr1"	246000001	247000000	"."	1000000	1.95558845299778	1.94666666666667	2.01264488935722	2.20485175202156	1.93402450518379	1.88428158148505	1.87357197258187	2.04990757855823	1.89397590361446	2.05440414507772	2.04420432220039	1.9728813559322	1.98558359380641	0.0941737581966932
"chr1-247"	"chr1"	247000001	248000000	"."	1000000	1.93930421909697	1.89490196078431	2.08008429926238	2.03504043126685	2.05843543826579	2.09257473481196	2.06397562833206	1.97042513863216	1.89879518072289	2.08031088082902	2.02554027504912	1.88474576271186	2.00201116248045	0.0797169985790518
"chr1-248"	"chr1"	248000001	248956422	"."	956422	1.85048112509252	1.94039215686275	1.85036880927292	1.94609164420485	1.93967954759661	1.98842815814851	2.01218583396801	1.82439926062847	2.09477911646586	1.74093264248705	1.8762278978389	1.92542372881356	1.91578249344833	0.0943061942081171
"chr2-0"	"chr2"	1	1000000	"."	1000000	2.01036269430052	2.18352941176471	1.87355110642782	2.10242587601078	1.97360980207352	2.02700096432015	2.16907844630617	2.14417744916821	1.75421686746988	2.03886010362694	2.15029469548134	1.94915254237288	2.03135499661024	0.130163097420432
"chr2-1"	"chr2"	1000001	2000000	"."	1000000	2.07846039970392	2.10666666666667	2.00632244467861	1.98921832884097	2.2507068803016	2.04050144648023	1.97715156130998	2.15896487985213	1.95180722891566	2.20466321243523	2.10510805500982	2	2.0724642586829	0.0954514024437149
"chr2-2"	"chr2"	2000001	3000000	"."	1000000	2.02960769800148	2.13333333333333	1.94731296101159	2.06738544474394	2.15268614514609	2.02892960462874	2.08225437928408	2.38447319778189	1.97751004016064	2.10621761658031	2.18467583497053	2.11525423728814	2.1008033744109	0.11359711886393
"chr2-3"	"chr2"	3000001	4000000	"."	1000000	2.04737231680237	2.07843137254902	2.07376185458377	1.79245283018868	2.15268614514609	2.03857280617165	1.95277989337395	2.181146025878	1.97269076305221	2.05699481865285	2.36935166994106	2.06440677966102	2.06505393966672	0.138345979105327
"chr2-4"	"chr2"	4000001	5000000	"."	1000000	2.12879348630644	1.99843137254902	1.71759747102213	1.9811320754717	2.0320452403393	2.0443587270974	2.13099771515613	1.84473197781885	2.04176706827309	1.77720207253886	2.01768172888016	2.08474576271186	1.98329039151375	0.13365080823487
"chr2-5"	"chr2"	5000001	6000000	"."	1000000	1.91709844559585	2.14588235294118	1.78503688092729	2.1078167115903	1.88312912346843	2.13693346190935	1.96801218583397	2.05175600739372	2.06746987951807	1.80051813471503	1.9950884086444	2.04745762711864	1.99218326830469	0.123578362183111
"chr2-6"	"chr2"	6000001	7000000	"."	1000000	2.03700962250185	2.10352941176471	2.03371970495258	1.99460916442049	2.10556079170594	1.97299903567985	1.96801218583397	2.00184842883549	2.06104417670683	2.08290155440414	2.04322200392927	2.15593220338983	2.04669902367708	0.0578126816804163
"chr2-7"	"chr2"	7000001	8000000	"."	1000000	1.99555884529978	2.0956862745098	2.10958904109589	2.02156334231806	2.11687087653157	2.04821600771456	1.97410510281797	2.03327171903882	1.99518072289157	2.03886010362694	2.12278978388998	2.26101694915254	2.06772573074062	0.0792640451678666
"chr2-8"	"chr2"	8000001	9000000	"."	1000000	1.98519615099926	2.00470588235294	2.03793466807165	2.09973045822102	1.83977379830349	1.90935390549662	2.06702208682407	2.13863216266174	2.00481927710843	2.20725388601036	2.11689587426326	1.91864406779661	2.02749685150912	0.105922097928658
"chr2-9"	"chr2"	9000001	10000000	"."	1000000	1.94226498889711	1.9843137254902	2.12012644889357	1.99460916442049	2.09990574929312	2.08678881388621	2.04874333587205	2.21441774491682	1.95020080321285	2.17357512953368	2.13457760314342	2.0135593220339	2.06359023579945	0.0885652351446945
"chr2-10"	"chr2"	10000001	11000000	"."	1000000	2.04441154700222	2.16313725490196	2.10748155953635	2.06469002695418	2.10179076343073	1.92478302796528	2.01523229246002	2.11829944547135	1.9710843373494	1.96891191709845	2.1237721021611	2.06779661016949	2.05594924037504	0.0730651369995608
"chr2-11"	"chr2"	11000001	12000000	"."	1000000	2.09178386380459	2.10352941176471	1.93677555321391	1.94339622641509	2.08859566446748	1.90356798457088	1.94821020563595	2.05545286506469	1.98072289156627	2.21243523316062	2.19548133595285	2.16949152542373	2.05245356342006	0.10815544887102
"chr2-12"	"chr2"	12000001	13000000	"."	1000000	2.05625462620281	2.02980392156863	2.20442571127503	2.22371967654987	2.03393025447691	2.0327868852459	2.04417364813404	1.99630314232902	1.95020080321285	2.07772020725389	1.92337917485265	2.16271186440678	2.0612841596257	0.0933623222640774
"chr2-13"	"chr2"	13000001	14000000	"."	1000000	1.91561806069578	1.78980392156863	1.77449947312961	2.05929919137466	2.124410933082	2.175506268081	2.04112718964204	1.76709796672828	1.99357429718876	1.98704663212435	1.93222003929273	1.9864406779661	1.96222038757283	0.133397691925944
"chr2-14"	"chr2"	14000001	15000000	"."	1000000	2.08586232420429	1.9843137254902	1.8840885142255	1.88409703504043	1.89632422243167	2.02507232401157	1.85833968012186	2.01109057301294	1.97429718875502	1.84974093264249	1.8664047151277	2.10169491525424	1.95177717919316	0.0902410889425959
"chr2-15"	"chr2"	15000001	16000000	"."	1000000	2.01332346410067	1.94196078431373	2.00842992623815	2.18059299191375	2.05278039585297	2.01350048216008	1.86443259710586	2.17190388170055	1.9855421686747	2.15284974093264	2.1090373280943	1.93898305084746	2.03611140099457	0.100301516314169
"chr2-16"	"chr2"	16000001	17000000	"."	1000000	2.10362694300518	2.12705882352941	2.23393045310854	2.00808625336927	2.07728557964185	2.04243008678881	1.91469916222391	2.10351201478743	2.02730923694779	1.98186528497409	2.1434184675835	2.37966101694915	2.09524027690908	0.12224162300822
"chr2-17"	"chr2"	17000001	18000000	"."	1000000	2.17172464840859	2.05647058823529	2.11380400421496	1.84636118598383	2.04524033930254	2.03664416586307	2.07768469154608	1.91497227356747	1.99839357429719	2.05181347150259	1.99705304518664	1.9728813559322	2.0235869453367	0.0866779941963295
"chr2-18"	"chr2"	18000001	19000000	"."	1000000	2.13323464100666	1.90901960784314	1.94942044257113	2.11320754716981	1.86993402450518	2.14657666345227	2.1995430312262	1.97042513863216	2.03534136546185	1.84974093264249	2.0147347740668	2.10508474576271	2.02468857619503	0.116099298773779
"chr2-19"	"chr2"	19000001	20000000	"."	1000000	2.04737231680237	2.0078431372549	1.85879873551106	2.04582210242588	2.03958529688973	2.06171648987464	2.01066260472201	2.11460258780037	2.13012048192771	1.84974093264249	2.19351669941061	2.12203389830508	2.04015127363057	0.102456684250732
"chr2-20"	"chr2"	20000001	21000000	"."	1000000	1.90821613619541	2.10509803921569	2.00421496311907	2.19676549865229	2.02073515551367	1.99421407907425	2.07768469154608	2.22550831792976	2.01606425702811	2.04922279792746	2.16994106090373	1.96271186440678	2.06086473845936	0.0972596132015092
"chr2-21"	"chr2"	21000001	22000000	"."	1000000	2.079940784604	1.97333333333333	1.83561643835616	2.02425876010782	2.12252591894439	1.97107039537126	2.15993907083016	2.05360443622921	2.07710843373494	2.1139896373057	2.03143418467584	1.98983050847458	2.03605432516395	0.0870984030056243
"chr2-22"	"chr2"	22000001	23000000	"."	1000000	1.95410806809771	1.94823529411765	1.86512118018967	2.04043126684636	2.02073515551367	2.01735776277724	1.90708301599391	1.94269870609982	1.99518072289157	1.87823834196891	1.77504911591356	2.07796610169492	1.95185039434208	0.0857962735608524
"chr2-23"	"chr2"	23000001	24000000	"."	1000000	1.99111769059956	2.22901960784314	2.16438356164384	1.8544474393531	2.05843543826579	2.05593056894889	2.11728865194212	2.21996303142329	1.97911646586345	1.86787564766839	2.17583497053045	2.00338983050847	2.05973357538254	0.126284262841523
"chr2-24"	"chr2"	24000001	25000000	"."	1000000	2.04737231680237	1.85411764705882	2.26554267650158	1.88409703504043	1.937794533459	1.96914175506268	1.84463061690784	1.92975970425139	2.06425702811245	1.90673575129534	2.08644400785855	2.00338983050847	1.98277357523824	0.119892963626785
"chr2-25"	"chr2"	25000001	26000000	"."	1000000	2.07105847520355	2.08313725490196	2.14330874604847	1.99460916442049	2.07351555136664	1.84956605593057	1.92993145468393	1.97597042513863	1.84578313253012	2.08031088082902	2.14636542239686	1.97966101694915	2.01443479836662	0.102521983112697
"chr2-26"	"chr2"	26000001	27000000	"."	1000000	2.04145077720207	2.09882352941176	1.97892518440464	2.1266846361186	1.97926484448633	1.95371263259402	1.99238385376999	2.11275415896488	2.00963855421687	1.96373056994819	2.20137524557957	2.15932203389831	2.05150550171627	0.0846551548645896
"chr2-27"	"chr2"	27000001	28000000	"."	1000000	2.06217616580311	2.10352941176471	1.92413066385669	2.06738544474394	2.06032045240339	2.0771456123433	1.97715156130998	2.04805914972274	1.9710843373494	2.12694300518135	2.04125736738703	1.91864406779661	2.03148560330519	0.0678758131527318
"chr2-28"	"chr2"	28000001	29000000	"."	1000000	2.05329385640266	2.02980392156863	2.13698630136986	2.1455525606469	1.96229971724788	1.98264223722276	1.97715156130998	2.04805914972274	1.98072289156627	2.06476683937824	2.07170923379175	1.92203389830508	2.03125184737773	0.0689537274743856
"chr2-29"	"chr2"	29000001	30000000	"."	1000000	2.08438193930422	1.93411764705882	2.17913593256059	2.12938005390836	2.06786050895382	2.09450337512054	1.96953541507997	1.99260628465804	1.99036144578313	2.10103626943005	2.1532416502947	2.21016949152542	2.0755275011398	0.087547897653379
"chr2-30"	"chr2"	30000001	31000000	"."	1000000	1.98667653589933	2.09098039215686	2.23393045310854	2.22641509433962	1.92648444863336	1.99421407907425	2.03808073115004	2.31792975970425	2.05140562248996	1.93264248704663	2.18172888015717	2.04745762711864	2.08566217590656	0.126782121592508
"chr2-31"	"chr2"	31000001	32000000	"."	1000000	1.8519615099926	2.07372549019608	2.06111696522655	2.07547169811321	2.03770028275212	1.92671166827387	2.02589489718203	2.08872458410351	1.93895582329317	2.0259067357513	2.03536345776031	2.07796610169492	2.01829160119497	0.0737495990917766
"chr2-32"	"chr2"	32000001	33000000	"."	1000000	2.03849000740192	2.02509803921569	2.04004214963119	2.02695417789757	2.07351555136664	2.05400192864031	2.12338156892612	1.94269870609982	2.10281124497992	2.20984455958549	2.08055009823183	2.14576271186441	2.07192922865341	0.0684388902462327
"chr2-33"	"chr2"	33000001	34000000	"."	1000000	2.00444115470022	2.03137254901961	2.17492096944152	1.98382749326146	2.04901036757776	1.89199614271938	2.07920792079208	1.91127541589649	2.12369477911647	1.97668393782383	1.95088408644401	2.12203389830508	2.02494572625816	0.0882954047003877
"chr2-34"	"chr2"	34000001	35000000	"."	1000000	1.85788304959289	1.80549019607843	1.84615384615385	1.94070080862534	2.02450518378888	1.98264223722276	1.89489718202589	1.82255083179298	1.82650602409639	1.9740932642487	1.86247544204322	1.96949152542373	1.90061579925775	0.0743097862014744
