""	"id"	"symbol"	"chr"	"start"	"end"
"15628"	"ENSG00000287031"	"AC093307.1"	"chr5"	6378674	6411690
"15629"	"ENSG00000215218"	"UBE2QL1"	"chr5"	6448859	6496723
"15630"	"ENSG00000271230"	"AC027334.1"	"chr5"	6532891	6533200
"15631"	"ENSG00000250056"	"LINC01018"	"chr5"	6582136	6600288
"15632"	"ENSG00000037474"	"NSUN2"	"chr5"	6599239	6633291
"15633"	"ENSG00000145545"	"SRD5A1"	"chr5"	6633427	6674386
"15634"	"ENSG00000248677"	"LINC02102"	"chr5"	6686325	6707711
"15635"	"ENSG00000112941"	"TENT4A"	"chr5"	6713432	6757044
"15636"	"ENSG00000251365"	"LINC02236"	"chr5"	6765891	6833120
"15637"	"ENSG00000272071"	"AC122710.2"	"chr5"	6779458	6779998
"15638"	"ENSG00000283420"	"MIR4278"	"chr5"	6827853	6827921
"15639"	"ENSG00000250974"	"LINC02196"	"chr5"	6839460	7219291
"15640"	"ENSG00000200243"	"RN7SKP79"	"chr5"	6848127	6848462
"15641"	"ENSG00000250060"	"AC122710.1"	"chr5"	6868554	6888087
"15642"	"ENSG00000212258"	"RNA5SP176"	"chr5"	7047227	7047336
"15643"	"ENSG00000287790"	"AC025756.1"	"chr5"	7065091	7069351
"15644"	"ENSG00000286254"	"AC091889.1"	"chr5"	7226156	7229357
"15645"	"ENSG00000237611"	"RF00017"	"chr5"	7239781	7240018
"15646"	"ENSG00000285689"	"AC091951.4"	"chr5"	7272792	7276923
"15647"	"ENSG00000248775"	"AC091951.2"	"chr5"	7287924	7288477
"15648"	"ENSG00000251250"	"AC091951.3"	"chr5"	7289891	7326609
"15649"	"ENSG00000205976"	"AC091951.1"	"chr5"	7299774	7306592
"15650"	"ENSG00000251678"	"AC027343.3"	"chr5"	7344579	7345921
"15651"	"ENSG00000250668"	"LINC02123"	"chr5"	7346986	7348671
"15652"	"ENSG00000249638"	"AC027343.1"	"chr5"	7362979	7364531
"15653"	"ENSG00000249865"	"AC027343.2"	"chr5"	7367929	7373074
"15654"	"ENSG00000223597"	"LINC02142"	"chr5"	7373115	7391907
"15655"	"ENSG00000078295"	"ADCY2"	"chr5"	7396208	7830081
"15656"	"ENSG00000250761"	"AC093305.1"	"chr5"	7707802	7749766
"15657"	"ENSG00000215217"	"C5orf49"	"chr5"	7830378	7851151
"15658"	"ENSG00000124275"	"MTRR"	"chr5"	7851186	7906025
"15659"	"ENSG00000124279"	"FASTKD3"	"chr5"	7859159	7869037
"15660"	"ENSG00000251168"	"AC025174.1"	"chr5"	7924292	7925398
"15661"	"ENSG00000199773"	"RNU1-76P"	"chr5"	7980146	7980304
"15662"	"ENSG00000287947"	"AC116361.1"	"chr5"	8012377	8014804
"15663"	"ENSG00000280338"	"AC091941.1"	"chr5"	8080186	8080761
"15664"	"ENSG00000280251"	"AC091912.2"	"chr5"	8143618	8143784
"15665"	"ENSG00000249486"	"AC091912.1"	"chr5"	8157541	8157788
"15666"	"ENSG00000288002"	"AC091912.3"	"chr5"	8207019	8366437
"15667"	"ENSG00000245729"	"LINC02226"	"chr5"	8333481	8457558
"15668"	"ENSG00000249159"	"AC091965.1"	"chr5"	8387638	8457564
"15669"	"ENSG00000251549"	"AC091965.3"	"chr5"	8410789	8410996
"15670"	"ENSG00000272049"	"AC091965.4"	"chr5"	8444949	8445535
"15671"	"ENSG00000247516"	"MIR4458HG"	"chr5"	8450701	8486930
"15672"	"ENSG00000250037"	"AC091965.2"	"chr5"	8455946	8456558
"15673"	"ENSG00000279075"	"AC091965.5"	"chr5"	8458842	8459183
"15674"	"ENSG00000284000"	"MIR4458"	"chr5"	8460925	8460999
"15675"	"ENSG00000249782"	"AC091953.1"	"chr5"	8525144	8561682
"15676"	"ENSG00000279097"	"AC091953.3"	"chr5"	8572047	8572206
"15677"	"ENSG00000279264"	"AC091953.5"	"chr5"	8614356	8614696
"15678"	"ENSG00000250389"	"MTND6P2"	"chr5"	8618581	8619104
"15679"	"ENSG00000248765"	"MTCYBP37"	"chr5"	8619178	8620310
"15680"	"ENSG00000279002"	"AC091953.2"	"chr5"	8659764	8660059
"15681"	"ENSG00000280373"	"AC091953.6"	"chr5"	8669018	8669250
"15682"	"ENSG00000279125"	"AC091953.4"	"chr5"	8685581	8685816
"15683"	"ENSG00000280438"	"AC091932.4"	"chr5"	8717684	8717883
"15684"	"ENSG00000278877"	"AC091932.2"	"chr5"	8754869	8755159
"15685"	"ENSG00000260981"	"AC091932.1"	"chr5"	8785042	8785468
"15686"	"ENSG00000280185"	"AC091932.3"	"chr5"	8793875	8794197
"15687"	"ENSG00000250198"	"LINC02199"	"chr5"	8839700	8898052
"15688"	"ENSG00000279635"	"AC091895.1"	"chr5"	8980404	8980659
"15689"	"ENSG00000250619"	"AC021088.1"	"chr5"	9001774	9045940
"15690"	"ENSG00000112902"	"SEMA5A"	"chr5"	9035033	9546075
"15691"	"ENSG00000266415"	"MIR4636"	"chr5"	9053816	9053895
"15692"	"ENSG00000248537"	"AC091906.1"	"chr5"	9363275	9422481
"15693"	"ENSG00000279698"	"AC027335.2"	"chr5"	9498401	9498775
"15694"	"ENSG00000251370"	"SEMA5A-AS1"	"chr5"	9511333	9518086
"15695"	"ENSG00000250001"	"AC027335.1"	"chr5"	9519853	9523178
"15696"	"ENSG00000250786"	"SNHG18"	"chr5"	9546200	9550609
"15697"	"ENSG00000239112"	"SNORD123"	"chr5"	9548836	9548905
"15698"	"ENSG00000248525"	"AC026787.1"	"chr5"	9621377	9658458
"15699"	"ENSG00000169777"	"TAS2R1"	"chr5"	9628997	9712378
"15700"	"ENSG00000249781"	"LINC02112"	"chr5"	9641305	9903852
"15701"	"ENSG00000222054"	"RNA5SP177"	"chr5"	9760907	9761013
"15702"	"ENSG00000286556"	"AC091838.1"	"chr5"	9789295	9812664
"15703"	"ENSG00000250814"	"LINC02221"	"chr5"	9854371	9899970
"15704"	"ENSG00000279011"	"AC091905.2"	"chr5"	10057502	10057807
"15705"	"ENSG00000279755"	"AC091905.3"	"chr5"	10064243	10064476
"15706"	"ENSG00000278874"	"AC091905.1"	"chr5"	10070531	10070841
"15707"	"ENSG00000280016"	"AC091905.4"	"chr5"	10082571	10082772
"15708"	"ENSG00000249807"	"AC034229.1"	"chr5"	10137138	10138365
"15709"	"ENSG00000280449"	"AC034229.6"	"chr5"	10168783	10169006
"15710"	"ENSG00000280368"	"AC034229.5"	"chr5"	10171030	10171214
"15711"	"ENSG00000260515"	"AC034229.2"	"chr5"	10195121	10197628
"15712"	"ENSG00000271998"	"AC034229.3"	"chr5"	10195187	10197622
"15713"	"ENSG00000272417"	"AC034229.4"	"chr5"	10203600	10204040
"15714"	"ENSG00000150756"	"ATPSCKMT"	"chr5"	10225507	10249897
"15715"	"ENSG00000248968"	"AC012640.1"	"chr5"	10248325	10249915
"15716"	"ENSG00000150753"	"CCT5"	"chr5"	10249929	10266389
"15717"	"ENSG00000271980"	"AC012640.4"	"chr5"	10264597	10267146
"15718"	"ENSG00000271715"	"AC012640.3"	"chr5"	10269489	10269918
"15719"	"ENSG00000164237"	"CMBL"	"chr5"	10275875	10307902
"15720"	"ENSG00000252341"	"RF00019"	"chr5"	10292041	10292148
"15721"	"ENSG00000252671"	"RF00019"	"chr5"	10337277	10337386
"15722"	"ENSG00000280369"	"AC012640.5"	"chr5"	10342813	10343131
"15723"	"ENSG00000259802"	"AC012640.2"	"chr5"	10352701	10353601
"15724"	"ENSG00000145495"	"MARCH6"	"chr5"	10353695	10440388
"15725"	"ENSG00000250600"	"ROPN1L-AS1"	"chr5"	10441290	10441792
"15726"	"ENSG00000145491"	"ROPN1L"	"chr5"	10441524	10472029
"15727"	"ENSG00000277073"	"MIR6131"	"chr5"	10478037	10478145
"15728"	"ENSG00000246016"	"LINC01513"	"chr5"	10479371	10482309
"15729"	"ENSG00000244361"	"RPL30P7"	"chr5"	10488820	10489142
"15730"	"ENSG00000249396"	"LINC02212"	"chr5"	10493291	10502728
"15731"	"ENSG00000249166"	"AC092336.1"	"chr5"	10493291	10494094
"15732"	"ENSG00000249160"	"LINC02213"	"chr5"	10504996	10522084
"15733"	"ENSG00000280017"	"AC112200.2"	"chr5"	10541454	10543192
"15734"	"ENSG00000279450"	"AC112200.1"	"chr5"	10556582	10556815
"15735"	"ENSG00000164236"	"ANKRD33B"	"chr5"	10564070	10657816
"15736"	"ENSG00000250106"	"ANKRD33B-AS1"	"chr5"	10627260	10628225
"15737"	"ENSG00000251196"	"AC106760.1"	"chr5"	10652211	10655925
"15738"	"ENSG00000251548"	"AC106760.2"	"chr5"	10664495	10665113
"15739"	"ENSG00000279979"	"AC012629.4"	"chr5"	10675317	10675575
"15740"	"ENSG00000278865"	"AC012629.3"	"chr5"	10676096	10676423
"15741"	"ENSG00000112977"	"DAP"	"chr5"	10679230	10761272
"15742"	"ENSG00000272324"	"AC012629.2"	"chr5"	10761065	10770294
"15743"	"ENSG00000250576"	"AC012629.1"	"chr5"	10775058	10777062
"15744"	"ENSG00000169862"	"CTNND2"	"chr5"	10971836	11904446
"15745"	"ENSG00000207312"	"RNU6-429P"	"chr5"	11027200	11027307
"15746"	"ENSG00000212305"	"RNU6-679P"	"chr5"	12297399	12297504
"15747"	"ENSG00000248783"	"AC106771.1"	"chr5"	12553890	12574637
"15748"	"ENSG00000248131"	"LINC01194"	"chr5"	12574830	12804363
"15749"	"ENSG00000251112"	"AC106794.2"	"chr5"	12794100	12794731
"15750"	"ENSG00000249053"	"AC106794.1"	"chr5"	12794731	12795522
"15751"	"ENSG00000248457"	"LINC02220"	"chr5"	12914068	13032886
"15752"	"ENSG00000248145"	"AC016553.1"	"chr5"	13144000	13190677
"15753"	"ENSG00000242608"	"RPS23P5"	"chr5"	13250235	13250662
"15754"	"ENSG00000248462"	"NENFP3"	"chr5"	13553654	13553966
"15755"	"ENSG00000243744"	"AC016546.1"	"chr5"	13637919	13638381
"15756"	"ENSG00000039139"	"DNAH5"	"chr5"	13690331	13944543
"15757"	"ENSG00000251423"	"AC016576.1"	"chr5"	13860303	13901036
"15758"	"ENSG00000038382"	"TRIO"	"chr5"	14143342	14532128
"15759"	"ENSG00000287581"	"AC016549.1"	"chr5"	14356886	14359285
"15760"	"ENSG00000145569"	"OTULINL"	"chr5"	14581792	14616180
"15761"	"ENSG00000248791"	"AC010627.1"	"chr5"	14620020	14621313
"15762"	"ENSG00000250526"	"CCT6P2"	"chr5"	14639426	14641018
"15763"	"ENSG00000250182"	"EEF1A1P13"	"chr5"	14651941	14653329
"15764"	"ENSG00000261360"	"AC010491.1"	"chr5"	14661808	14664604
"15765"	"ENSG00000154124"	"OTULIN"	"chr5"	14664664	14699711
"15766"	"ENSG00000154122"	"ANKH"	"chr5"	14704800	14871778
"15767"	"ENSG00000286970"	"AC010491.2"	"chr5"	14728587	14734258
"15768"	"ENSG00000249485"	"RBBP4P1"	"chr5"	14797125	14798400
"15769"	"ENSG00000264792"	"MIR4637"	"chr5"	14825929	14826012
"15770"	"ENSG00000272057"	"AC016575.1"	"chr5"	14872332	14872713
"15771"	"ENSG00000249928"	"UQCRBP3"	"chr5"	14874400	14874711
"15772"	"ENSG00000250662"	"HNRNPKP5"	"chr5"	14877667	14877919
"15773"	"ENSG00000250247"	"SEPHS2P1"	"chr5"	14960232	14961393
"15774"	"ENSG00000286441"	"AC016575.2"	"chr5"	14970909	14992961
"15775"	"ENSG00000202269"	"RF00096"	"chr5"	15110786	15110920
"15776"	"ENSG00000249332"	"LINC02149"	"chr5"	15112120	15266541
"15777"	"ENSG00000248834"	"MARK2P5"	"chr5"	15384220	15384853
"15778"	"ENSG00000286377"	"AC114964.2"	"chr5"	15425758	15496353
"15779"	"ENSG00000248699"	"AC114964.1"	"chr5"	15450701	15451811
"15780"	"ENSG00000183580"	"FBXL7"	"chr5"	15500180	15939795
"15781"	"ENSG00000250250"	"AC010638.1"	"chr5"	15602189	15619109
"15782"	"ENSG00000216077"	"MIR887"	"chr5"	15935182	15935260
"15783"	"ENSG00000222312"	"RNA5SP178"	"chr5"	16033229	16033356
"15784"	"ENSG00000183654"	"MARCH11"	"chr5"	16067139	16180762
"15785"	"ENSG00000250981"	"AC016650.1"	"chr5"	16129178	16141602
"15786"	"ENSG00000250448"	"AC092335.1"	"chr5"	16180238	16185585
"15787"	"ENSG00000248403"	"NACAP6"	"chr5"	16192088	16192709
"15788"	"ENSG00000248150"	"LINC02150"	"chr5"	16373361	16440081
"15789"	"ENSG00000249737"	"AC020980.1"	"chr5"	16428536	16432436
"15790"	"ENSG00000173545"	"ZNF622"	"chr5"	16451519	16465800
"15791"	"ENSG00000154153"	"RETREG1"	"chr5"	16473038	16617058
"15792"	"ENSG00000246214"	"AC024588.1"	"chr5"	16615926	16681905
"15793"	"ENSG00000250415"	"AC022113.1"	"chr5"	16617225	16621276
"15794"	"ENSG00000201370"	"RF00019"	"chr5"	16623004	16623095
"15795"	"ENSG00000145555"	"MYO10"	"chr5"	16661907	16936288
"15796"	"ENSG00000253093"	"RNA5SP179"	"chr5"	16853994	16854114
"15797"	"ENSG00000243538"	"RPS26P28"	"chr5"	16902294	16902641
"15798"	"ENSG00000201436"	"RNU6-660P"	"chr5"	16941843	16941951
"15799"	"ENSG00000176788"	"BASP1"	"chr5"	17065598	17276843
"15800"	"ENSG00000215196"	"BASP1-AS1"	"chr5"	17089296	17217047
"15801"	"ENSG00000271892"	"AC026790.1"	"chr5"	17107360	17107789
"15802"	"ENSG00000206814"	"RF00019"	"chr5"	17117576	17117686
"15803"	"ENSG00000251990"	"RNA5SP180"	"chr5"	17156971	17157071
"15804"	"ENSG00000250816"	"DCAF13P2"	"chr5"	17202274	17203145
"15805"	"ENSG00000252908"	"RNU6-1003P"	"chr5"	17240611	17240715
"15806"	"ENSG00000185296"	"AC026785.1"	"chr5"	17306381	17306960
"15807"	"ENSG00000201715"	"RN7SKP133"	"chr5"	17345616	17345955
"15808"	"ENSG00000223361"	"FTH1P10"	"chr5"	17353695	17354624
"15809"	"ENSG00000248223"	"AC026785.2"	"chr5"	17353910	17354899
"15810"	"ENSG00000249199"	"AC026785.3"	"chr5"	17367588	17375653
"15811"	"ENSG00000250822"	"LINC02111"	"chr5"	17378906	17387310
"15812"	"ENSG00000248455"	"LINC02217"	"chr5"	17403889	17443619
"15813"	"ENSG00000249662"	"LINC02218"	"chr5"	17444010	17486829
"15814"	"ENSG00000268799"	"AC106774.4"	"chr5"	17491325	17491769
"15815"	"ENSG00000250667"	"AC106774.3"	"chr5"	17495658	17495826
"15816"	"ENSG00000284373"	"TAF11L2"	"chr5"	17498231	17498827
"15817"	"ENSG00000248205"	"AC106774.1"	"chr5"	17502043	17502363
"15818"	"ENSG00000249620"	"AC106774.2"	"chr5"	17511833	17512238
"15819"	"ENSG00000284439"	"TAF11L3"	"chr5"	17518367	17518963
"15820"	"ENSG00000284283"	"TAF11L4"	"chr5"	17521801	17522397
"15821"	"ENSG00000284234"	"TAF11L5"	"chr5"	17525235	17525831
"15822"	"ENSG00000284042"	"TAF11L6"	"chr5"	17528669	17529265
"15823"	"ENSG00000284465"	"TAF11L7"	"chr5"	17585162	17585758
"15824"	"ENSG00000250088"	"AC233724.7"	"chr5"	17587290	17587523
"15825"	"ENSG00000283967"	"TAF11L8"	"chr5"	17590364	17590960
"15826"	"ENSG00000283988"	"TAF11L9"	"chr5"	17593798	17594394
"15827"	"ENSG00000284356"	"TAF11L10"	"chr5"	17597232	17597828
"15828"	"ENSG00000248422"	"AC233724.3"	"chr5"	17598432	17598559
"15829"	"ENSG00000249282"	"AC233724.6"	"chr5"	17601882	17602134
"15830"	"ENSG00000283740"	"TAF11L11"	"chr5"	17604177	17605377
"15831"	"ENSG00000249156"	"TAF11L12"	"chr5"	17610496	17611583
"15832"	"ENSG00000271296"	"AC233724.11"	"chr5"	17614781	17615111
"15833"	"ENSG00000250351"	"AC233724.8"	"chr5"	17620533	17620939
"15834"	"ENSG00000250386"	"AC233724.9"	"chr5"	17625551	17625959
"15835"	"ENSG00000283776"	"TAF11L13"	"chr5"	17632088	17632684
"15836"	"ENSG00000250782"	"TAF11L14"	"chr5"	17634460	17635053
"15837"	"ENSG00000248471"	"AC233724.4"	"chr5"	17642962	17643228
"15838"	"ENSG00000248160"	"AC233724.1"	"chr5"	17647712	17647944
"15839"	"ENSG00000248542"	"AC233724.5"	"chr5"	17649046	17649643
"15840"	"ENSG00000248337"	"AC233724.2"	"chr5"	17654373	17654643
"15841"	"ENSG00000269466"	"H3.Y"	"chr5"	17654870	17655847
"15842"	"ENSG00000274832"	"AC233724.12"	"chr5"	17669283	17669518
"15843"	"ENSG00000250715"	"AC233724.10"	"chr5"	17670168	17670571
"15844"	"ENSG00000249937"	"LINC02223"	"chr5"	17684584	17955857
"15845"	"ENSG00000240785"	"RPL36AP21"	"chr5"	18049232	18049872
"15846"	"ENSG00000212278"	"RF00136"	"chr5"	18236123	18236196
"15847"	"ENSG00000241552"	"RN7SL58P"	"chr5"	18547312	18547605
"15848"	"ENSG00000248693"	"LINC02100"	"chr5"	18704433	18746173
"15849"	"ENSG00000249191"	"UBE2V1P12"	"chr5"	18886622	18887095
"15850"	"ENSG00000249927"	"AC025768.1"	"chr5"	18893902	18894168
"15851"	"ENSG00000249285"	"AC114981.1"	"chr5"	18908866	18909543
"15852"	"ENSG00000276764"	"RF00017"	"chr5"	18958147	18958413
"15853"	"ENSG00000249174"	"AC106744.1"	"chr5"	18965861	19142346
"15854"	"ENSG00000251487"	"AC106744.2"	"chr5"	19035197	19038799
"15855"	"ENSG00000242654"	"RPL32P14"	"chr5"	19041009	19041386
"15856"	"ENSG00000249557"	"HSPD1P15"	"chr5"	19233366	19234487
"15857"	"ENSG00000145526"	"CDH18"	"chr5"	19471296	20575873
"15858"	"ENSG00000248766"	"AC093303.1"	"chr5"	20158662	20158956
"15859"	"ENSG00000214132"	"AC094103.1"	"chr5"	20304045	20305448
"15860"	"ENSG00000249854"	"CDH18-AS1"	"chr5"	20305565	20347972
"15861"	"ENSG00000249490"	"LINC02146"	"chr5"	20606710	20616441
"15862"	"ENSG00000251629"	"LINC02241"	"chr5"	20611806	20937800
"15863"	"ENSG00000248308"	"AC138938.1"	"chr5"	20830166	20830947
"15864"	"ENSG00000286751"	"AC140168.1"	"chr5"	20967211	21032845
"15865"	"ENSG00000248286"	"AC140172.1"	"chr5"	21196720	21196860
"15866"	"ENSG00000249359"	"AC093274.1"	"chr5"	21323873	21341375
"15867"	"ENSG00000183666"	"GUSBP1"	"chr5"	21341833	21589372
"15868"	"ENSG00000233974"	"AC138951.1"	"chr5"	21481327	21484011
"15869"	"ENSG00000279107"	"AC138951.2"	"chr5"	21493436	21494596
"15870"	"ENSG00000272130"	"AC091946.2"	"chr5"	21569755	21570045
"15871"	"ENSG00000253766"	"AC091946.1"	"chr5"	21616262	21779522
"15872"	"ENSG00000154162"	"CDH12"	"chr5"	21750673	22853622
"15873"	"ENSG00000213430"	"HSPD1P1"	"chr5"	21882585	21884310
"15874"	"ENSG00000253104"	"AC139497.1"	"chr5"	22139247	22141468
"15875"	"ENSG00000168967"	"PMCHL1"	"chr5"	22142352	22152356
"15876"	"ENSG00000287471"	"AC138854.1"	"chr5"	22212476	22213761
"15877"	"ENSG00000249206"	"GCNT1P2"	"chr5"	22580225	22580819
"15878"	"ENSG00000286961"	"AC091938.1"	"chr5"	22754227	22766824
"15879"	"ENSG00000249404"	"AC010445.1"	"chr5"	23013048	23014527
"15880"	"ENSG00000250319"	"AC010460.2"	"chr5"	23262159	23263185
"15881"	"ENSG00000206912"	"RF00019"	"chr5"	23299155	23299262
"15882"	"ENSG00000250332"	"AC010460.3"	"chr5"	23303565	23305143
"15883"	"ENSG00000249289"	"AC010460.1"	"chr5"	23329427	23329892
"15884"	"ENSG00000164256"	"PRDM9"	"chr5"	23443586	23528597
"15885"	"ENSG00000248591"	"AC109445.1"	"chr5"	23456468	23456850
"15886"	"ENSG00000249607"	"AC108103.1"	"chr5"	23688927	23689386
"15887"	"ENSG00000248874"	"C5orf17"	"chr5"	23951348	24178263
"15888"	"ENSG00000252083"	"RF00561"	"chr5"	23972188	23972294
"15889"	"ENSG00000234865"	"AC026784.1"	"chr5"	23980587	23980938
"15890"	"ENSG00000200600"	"RF00019"	"chr5"	23994502	23994603
"15891"	"ENSG00000286134"	"AC114930.1"	"chr5"	24135160	24271863
"15892"	"ENSG00000226432"	"AC010342.1"	"chr5"	24170370	24171246
"15893"	"ENSG00000250694"	"AC010387.1"	"chr5"	24352309	24353443
"15894"	"ENSG00000277455"	"RF00017"	"chr5"	24449351	24449615
"15895"	"ENSG00000287199"	"AC010387.2"	"chr5"	24478516	24480057
"15896"	"ENSG00000040731"	"CDH10"	"chr5"	24487100	24644978
"15897"	"ENSG00000251294"	"AC091885.2"	"chr5"	24554018	24613222
"15898"	"ENSG00000249562"	"AC091885.1"	"chr5"	24578294	24578561
"15899"	"ENSG00000286454"	"AC091893.2"	"chr5"	24729379	24738195
"15900"	"ENSG00000250099"	"AC091893.1"	"chr5"	24749374	24749772
"15901"	"ENSG00000286238"	"AC106821.2"	"chr5"	24772144	24850971
"15902"	"ENSG00000248156"	"BTG4P1"	"chr5"	24786842	24787024
"15903"	"ENSG00000223004"	"RF00070"	"chr5"	24811481	24811548
"15904"	"ENSG00000248908"	"LINC02239"	"chr5"	24835280	24840583
"15905"	"ENSG00000250524"	"AC106821.1"	"chr5"	24881943	24885461
"15906"	"ENSG00000199911"	"RF00019"	"chr5"	24910594	24910695
"15907"	"ENSG00000251273"	"LINC02228"	"chr5"	25087450	25190956
"15908"	"ENSG00000245662"	"LINC02211"	"chr5"	25187800	25324386
"15909"	"ENSG00000285042"	"AC099499.2"	"chr5"	25188059	25188778
"15910"	"ENSG00000251654"	"AC099499.1"	"chr5"	25218973	25298612
"15911"	"ENSG00000260761"	"AC106754.1"	"chr5"	25319834	25321346
"15912"	"ENSG00000279671"	"AC106754.2"	"chr5"	25349841	25350073
"15913"	"ENSG00000248605"	"AC022140.1"	"chr5"	25404733	25445925
"15914"	"ENSG00000279531"	"AC022140.2"	"chr5"	25425412	25425599
"15915"	"ENSG00000201016"	"RNU6-374P"	"chr5"	25701217	25701324
"15916"	"ENSG00000279869"	"AC022418.1"	"chr5"	25716271	25716715
"15917"	"ENSG00000251593"	"MSNP1"	"chr5"	25909503	25911234
"15918"	"ENSG00000286625"	"AC113370.1"	"chr5"	25963839	25990687
"15919"	"ENSG00000222560"	"RNU4-43P"	"chr5"	26012889	26013025
"15920"	"ENSG00000249099"	"AC025475.1"	"chr5"	26382519	26399819
"15921"	"ENSG00000286204"	"AC025475.2"	"chr5"	26473505	26484711
"15922"	"ENSG00000230571"	"AC113347.1"	"chr5"	26669346	26669736
"15923"	"ENSG00000248426"	"AC113347.2"	"chr5"	26669711	26669989
"15924"	"ENSG00000250703"	"AC113347.3"	"chr5"	26670334	26670481
"15925"	"ENSG00000251033"	"AC113347.4"	"chr5"	26711551	26749997
"15926"	"ENSG00000249616"	"CCNB3P1"	"chr5"	26739753	26741183
"15927"	"ENSG00000113100"	"CDH9"	"chr5"	26880597	27121150
"15928"	"ENSG00000207261"	"RNU6-738P"	"chr5"	27111569	27111674
"15929"	"ENSG00000250337"	"PURPL"	"chr5"	27217714	27496994
"15930"	"ENSG00000248490"	"AC113355.1"	"chr5"	27406530	27436421
"15931"	"ENSG00000250079"	"AC093300.1"	"chr5"	28213359	28214559
"15932"	"ENSG00000249785"	"LINC02103"	"chr5"	28285964	28287807
"15933"	"ENSG00000250453"	"AC008825.1"	"chr5"	28548135	28809291
"15934"	"ENSG00000286432"	"AC109472.1"	"chr5"	28614613	28654531
"15935"	"ENSG00000252867"	"RNU6-909P"	"chr5"	28624657	28624763
"15936"	"ENSG00000270495"	"AC008825.2"	"chr5"	28808538	28809255
"15937"	"ENSG00000259786"	"LINC02109"	"chr5"	28809331	29217115
"15938"	"ENSG00000271035"	"AC010385.2"	"chr5"	28897785	28898274
"15939"	"ENSG00000162685"	"LSP1P3"	"chr5"	28926816	28927023
"15940"	"ENSG00000226400"	"AC010385.1"	"chr5"	28927029	28927284
"15941"	"ENSG00000277878"	"AC010385.3"	"chr5"	28927298	28927459
"15942"	"ENSG00000249226"	"SUCLG2P4"	"chr5"	29001760	29003357
"15943"	"ENSG00000252601"	"RF00425"	"chr5"	29070496	29070610
"15944"	"ENSG00000248687"	"AC024589.1"	"chr5"	29104880	29105438
"15945"	"ENSG00000270430"	"AC024589.2"	"chr5"	29105568	29106861
"15946"	"ENSG00000286182"	"AC112172.2"	"chr5"	29239922	29265940
"15947"	"ENSG00000248391"	"LINC02064"	"chr5"	29304305	29396095
"15948"	"ENSG00000276098"	"AC027345.1"	"chr5"	29516005	29516504
"15949"	"ENSG00000248418"	"UBL5P1"	"chr5"	29600676	29600868
"15950"	"ENSG00000250984"	"AC108082.1"	"chr5"	29795938	29796268
"15951"	"ENSG00000249744"	"AC010374.2"	"chr5"	29848684	29849218
"15952"	"ENSG00000233787"	"AC010374.1"	"chr5"	29881709	29882945
"15953"	"ENSG00000223136"	"RN7SKP207"	"chr5"	29948828	29949130
"15954"	"ENSG00000280305"	"AC018765.1"	"chr5"	29979669	29983114
"15955"	"ENSG00000250587"	"HPRT1P2"	"chr5"	30248350	30248893
"15956"	"ENSG00000250118"	"AC114300.1"	"chr5"	30365405	30365684
"15957"	"ENSG00000287176"	"AC099517.1"	"chr5"	30545177	30693984
"15958"	"ENSG00000287940"	"AC026433.1"	"chr5"	30733557	30743704
"15959"	"ENSG00000241668"	"RPL19P11"	"chr5"	31053565	31054153
"15960"	"ENSG00000253940"	"AC026421.1"	"chr5"	31065970	31066132
"15961"	"ENSG00000254138"	"AC113386.1"	"chr5"	31093977	31267610
"15962"	"ENSG00000113361"	"CDH6"	"chr5"	31193686	31329146
"15963"	"ENSG00000250482"	"DUX4L51"	"chr5"	31249879	31250987
"15964"	"ENSG00000113360"	"DROSHA"	"chr5"	31400497	31532196
"15965"	"ENSG00000206682"	"RF00019"	"chr5"	31505684	31505788
"15966"	"ENSG00000082213"	"C5orf22"	"chr5"	31532287	31555053
"15967"	"ENSG00000279923"	"AC022417.1"	"chr5"	31558573	31559875
"15968"	"ENSG00000199765"	"RNU6-363P"	"chr5"	31595565	31595669
"15969"	"ENSG00000133401"	"PDZD2"	"chr5"	31639131	32110932
"15970"	"ENSG00000248624"	"AC022447.2"	"chr5"	31657218	31665067
"15971"	"ENSG00000248878"	"AC022447.4"	"chr5"	31725539	31725902
"15972"	"ENSG00000249114"	"AC022447.5"	"chr5"	31738269	31738660
"15973"	"ENSG00000248813"	"AC022447.3"	"chr5"	31741833	31742327
"15974"	"ENSG00000248378"	"AC022447.1"	"chr5"	31743988	31744451
"15975"	"ENSG00000250164"	"AC022447.7"	"chr5"	31747644	31748078
"15976"	"ENSG00000249688"	"AC022447.6"	"chr5"	31754219	31754656
"15977"	"ENSG00000252373"	"RNU6-358P"	"chr5"	31820564	31820638
"15978"	"ENSG00000224282"	"AC010469.1"	"chr5"	31822561	31823136
"15979"	"ENSG00000251887"	"RNU6-760P"	"chr5"	31832439	31832535
"15980"	"ENSG00000241739"	"AC010469.2"	"chr5"	31840492	31840971
"15981"	"ENSG00000243914"	"RPL5P14"	"chr5"	31847271	31848148
"15982"	"ENSG00000214108"	"TPT1P5"	"chr5"	31908361	31909186
"15983"	"ENSG00000249774"	"AC025458.1"	"chr5"	31923367	31923532
"15984"	"ENSG00000266243"	"MIR4279"	"chr5"	31936102	31936159
"15985"	"ENSG00000250764"	"AC025178.1"	"chr5"	32103445	32121941
"15986"	"ENSG00000113384"	"GOLPH3"	"chr5"	32124716	32174319
