""	"Chr"	"Start"	"End"	"Strand"	"Length"	"X15644_S1_L001.bam"	"X15645_S2_L001.bam"	"X15646_S3_L001.bam"	"X15647_S4_L001.bam"	"X15650_S7_L001.bam"	"X15651_S1_L001.bam"	"X15652_S2_L001.bam"	"X15653_S3_L001.bam"	"X15654_S8_L001.bam"	"X15655_S9_L001.bam"	"X15656_S10_L001.bam"	"mean"	"sd"
"chr3-25"	"chr3"	25000001	26000000	"."	1000000	209.725986654412	215.687653219117	204.141380972887	197.438927391566	260.914075015816	230.451206129617	200.908157685397	246.960509319733	301.746040354292	320.446214590755	324.051383908995	246.58832138569	48.5607111632246
"chr3-26"	"chr3"	26000001	27000000	"."	1000000	184.723066537249	154.000984398449	145.057790190382	186.440291490677	166.091135716087	192.577609579067	209.930320297775	203.076595286202	242.116499159917	262.160909250763	287.615755668481	203.071905234095	44.8054484015103
"chr3-27"	"chr3"	27000001	28000000	"."	1000000	251.521912820415	264.433062846637	282.919502016228	239.019136285171	312.855302912484	294.322779973341	257.681766319387	306.279455185747	345.440100712239	352.662986740708	363.7114040292	297.34976453105	42.9806583307367
"chr3-28"	"chr3"	28000001	29000000	"."	1000000	155.242011473728	156.15786093064	134.074302160301	164.4430196889	196.893491794343	193.219534944331	176.26225006134	218.814274801675	250.084239578131	274.457387170593	283.101607036913	200.249998149172	50.4643568752686
"chr3-29"	"chr3"	29000001	30000000	"."	1000000	158.2274347713	130.275342544346	153.390091454581	129.032777276282	176.358587742172	173.961773986424	180.663304994207	172.206531621235	190.454698383757	276.670753196162	218.613769443083	178.168642310323	41.5594696931308
"chr3-30"	"chr3"	30000001	31000000	"."	1000000	201.516072586089	193.256137284329	149.602681789036	167.930392047718	202.933169456746	186.158355926431	165.259612729171	190.668040283617	257.023884458511	283.802710389663	296.966492119586	208.647049915536	48.9539929298833
"chr3-31"	"chr3"	31000001	32000000	"."	1000000	269.061274693649	248.040801201984	243.909182461112	256.724257491479	332.484255315294	299.458182895449	203.988896138404	320.201248603281	343.640933521029	330.283396926618	363.388964841231	291.925581280866	50.4780082230369
"chr3-32"	"chr3"	32000001	33000000	"."	1000000	487.743531240775	443.885190324942	489.333328788442	425.727687188065	495.857536083299	511.614516115055	409.298108756669	475.156862294094	438.225723001761	428.409290726857	444.966079397426	459.11071399249	33.917652236109
"chr3-33"	"chr3"	33000001	34000000	"."	1000000	323.918427786529	320.943227990046	379.877189454185	314.668290530309	398.316741835488	391.57447281077	350.984130896176	385.270500446103	390.419280492478	361.516450842985	344.68749193902	360.197836820372	31.0226636225989
"chr3-34"	"chr3"	34000001	35000000	"."	1000000	161.586035981068	178.589376865429	158.692464986345	187.513329139545	235.849412716843	210.872482489078	189.905520353229	209.432196628989	285.810559517864	269.292866444264	273.750870585807	214.663192337133	45.4197930480401
"chr3-35"	"chr3"	35000001	36000000	"."	1000000	125.760956410208	144.510727656808	142.785344391055	132.788409047317	160.957409703044	160.802303998521	155.577291876863	169.482702474326	190.454698383757	260.439402341987	203.781566796502	167.940073916399	38.4694454181779
"chr3-36"	"chr3"	36000001	37000000	"."	1000000	264.956317659488	240.707420992534	212.094941270532	240.896952170688	272.389462574382	288.545451685969	235.456438908406	255.737292126439	294.806395473912	337.169424561723	340.173343307452	271.17576733923	41.068215374418
"chr3-37"	"chr3"	37000001	38000000	"."	1000000	436.61815726986	419.296797857963	381.013412353849	380.391846523425	454.485744095838	434.90443496606	325.898117778832	471.827737781205	432.571197543674	396.930307252094	430.133876750845	414.915602743059	41.0203412833612
"chr3-38"	"chr3"	38000001	39000000	"."	1000000	487.370353328579	459.414701356718	426.841069306946	451.748850173094	414.321887640857	411.795121816572	330.519225458342	413.114087281171	410.210119595784	392.503575200955	439.807052389919	421.604185777176	40.6408238438863
"chr3-39"	"chr3"	39000001	40000000	"."	1000000	349.667703728085	333.453111876754	326.095972203443	338.543378217604	406.772290562853	377.452114774971	330.739278204986	374.375183858467	353.407841130453	350.695550273535	403.371424149405	358.597622634596	28.2239243390465
"chr3-40"	"chr3"	40000001	41000000	"."	1000000	329.142918557279	353.727751279351	258.680080156738	343.640307049723	401.63856454981	332.196376523891	258.56197730596	347.136892389379	373.712728002675	333.234551627377	425.942167307246	341.601301340857	51.0058566641988
"chr3-41"	"chr3"	41000001	42000000	"."	1000000	310.484022947456	301.962714506763	284.055724915891	298.840985209517	373.252079536515	358.836279182328	315.555638686593	344.41306324247	351.094626170326	363.237957751761	384.992390435164	335.156862053162	34.1302729360882
"chr3-42"	"chr3"	42000001	43000000	"."	1000000	506.029248938402	537.0622565156	439.339521203245	509.96114262414	468.678986602485	478.23439712135	373.649563800443	446.405332410056	412.266310671452	393.487293434542	412.077282224572	452.471939595117	52.3497169444073
"chr3-43"	"chr3"	43000001	44000000	"."	1000000	394.075875279464	361.061131488801	300.341586477736	368.320172973669	423.381404134461	397.03083841551	313.135058473516	355.308379830106	405.58368967553	381.682674631505	379.510924239688	370.857430510908	37.4558778088576
"chr3-44"	"chr3"	44000001	45000000	"."	1000000	389.22456242091	406.786913971254	400.329201648129	409.632122455057	429.421081796864	425.91747985237	302.132421141348	454.274172167793	388.106065532352	389.3064909418	404.016302525344	399.922437677565	38.1942460446061
"chr3-45"	"chr3"	45000001	46000000	"."	1000000	478.040905523668	471.493209936989	410.176466778547	482.33042316581	470.490889901206	461.223374941866	367.047981401142	429.759709845613	429.229887045713	413.899446781458	464.957309051513	443.513600397593	36.3476676233142
"chr3-46"	"chr3"	46000001	47000000	"."	1000000	552.67648796296	553.023142853815	451.080491166435	562.80824683085	482.872229109132	464.112039085552	357.80576604212	454.879467533772	430.000958699089	423.982558675719	449.157788841025	471.127197890952	63.1300649912873
"chr3-47"	"chr3"	47000001	48000000	"."	1000000	529.912635318976	522.395496096701	647.268311841677	547.249200922276	527.867827694036	572.918388497725	508.761950239472	562.622042678166	449.791797802394	449.559232748964	420.46070111177	521.709780450196	64.5104179629741
"chr3-48"	"chr3"	48000001	49000000	"."	1000000	659.032192938951	717.80850991322	787.40246946685	702.571400595804	572.259458512699	660.862163538832	583.139778604932	572.912063899821	478.321448977289	434.065670569979	488.81780896123	605.199360543601	110.860259222943
"chr3-49"	"chr3"	49000001	50000000	"."	1000000	726.204217134315	744.985154218829	836.260054152383	788.682671917398	577.393184525742	682.687625957793	594.582521430387	594.702697075092	502.995741885306	461.609781110397	499.135862976243	637.203592034899	126.207748720918
"chr3-50"	"chr3"	50000001	51000000	"."	1000000	750.833959339281	735.06352217075	772.252830804669	812.021240780259	508.842843057466	568.745873623511	521.304956798145	493.315723273486	453.647156069272	427.425572493271	428.521680810999	588.361396292828	148.860286451744
"chr3-51"	"chr3"	51000001	52000000	"."	1000000	468.711457718756	487.454096275204	517.738901280031	476.42871609704	518.506327317311	467.642628594501	415.89969115597	474.551566928114	442.081081268639	425.212206467701	428.844119998968	465.73370846384	34.9451331739435
"chr3-52"	"chr3"	52000001	53000000	"."	1000000	749.341247690495	810.55420079744	729.076360617454	811.216462543609	557.160264356691	600.842141886689	504.580948053248	545.976420113723	483.975974435376	430.130797635633	510.743673743132	612.145317443045	137.996192545034
"chr3-53"	"chr3"	53000001	54000000	"."	1000000	520.956365426261	528.003375080398	493.878220387096	486.086054936845	497.97142326514	488.826165648199	414.359321929466	453.668876801813	438.996794655137	400.619250628043	462.700234735729	471.460553044921	41.3448875616179
"chr3-54"	"chr3"	54000001	55000000	"."	1000000	370.938844723283	338.198240247575	245.045405360775	363.759762965983	364.796530809151	373.60056258339	253.500764133163	383.454614348163	437.454651348386	377.01001302197	424.974849743338	357.521294480471	60.3047002723167
"chr3-55"	"chr3"	55000001	56000000	"."	1000000	286.973814479079	262.707561620884	209.44375450465	299.914022858385	334.598142497135	302.346847039135	212.350900510852	312.029761162555	352.636769477077	350.449620715139	390.473856630639	301.265913772321	56.8103440936328
"chr3-56"	"chr3"	56000001	57000000	"."	1000000	310.857200859653	290.315581232931	302.992773243617	297.231428736217	373.856047302755	371.674786487599	276.386249784073	370.440763979599	366.773083122295	344.055452196827	395.310444450177	336.353982854159	41.5760329789434
"chr3-57"	"chr3"	57000001	58000000	"."	1000000	396.314942752642	381.767146197836	459.412792430635	377.44099298904	446.634163134714	458.976636163443	478.614723949331	466.682727170377	448.506678380102	383.896040657075	390.796295818609	426.276649058528	39.707069139896
"chr3-58"	"chr3"	58000001	59000000	"."	1000000	498.192512782276	474.944212388495	439.339521203245	460.601410776249	445.124243719113	479.518247851877	405.997317557018	449.734456922945	392.218447683688	398.405884602473	422.072897051616	442.377195685363	34.8476387700058
"chr3-59"	"chr3"	59000001	60000000	"."	1000000	239.580219630128	211.373900154734	178.38699524718	248.139956300542	282.052946834227	260.942660979636	179.122935767704	296.897377013061	355.464032206121	345.039170430414	358.874816209663	268.71591007031	65.7709498806844
"chr3-60"	"chr3"	60000001	61000000	"."	1000000	181.737643239677	202.74639402597	143.921567290718	213.266232712358	247.022816392289	224.031952476981	159.758294063087	266.329961031084	311.255924079257	314.789834747633	320.182113653365	235.003884882947	62.4419043983573
"chr3-61"	"chr3"	61000001	62000000	"."	1000000	274.285765464399	266.589939378828	253.377706624975	287.305830484195	349.697336653143	307.482249961244	256.801555332813	348.650130804329	372.684632464841	343.071733963241	386.282147187041	313.293548029004	48.4870299633904
"chr3-62"	"chr3"	62000001	63000000	"."	1000000	238.833863805736	256.668307330749	203.383899039778	238.482617460737	273.899381989983	232.697944908039	180.663304994207	313.542999577504	336.70128864065	313.806116514047	364.678721593108	268.487131441322	57.5940277750775
"chr3-63"	"chr3"	63000001	64000000	"."	1000000	198.903827200714	220.001406283499	207.928790638432	216.217086246742	271.483510925022	238.796235878043	217.192060937007	279.949106765628	321.279855573139	312.084609605271	351.781154074342	257.78342219344	52.5458880083968
"chr3-64"	"chr3"	64000001	65000000	"."	1000000	246.670599961861	281.688075104166	164.752320451217	276.84371340774	324.63267435417	283.089086081229	173.621617101619	329.583326775967	359.319390472998	334.218269860964	407.563133593004	289.271109742267	73.9866368443429
"chr3-65"	"chr3"	65000001	66000000	"."	1000000	268.314918869256	279.962573878413	206.792567738769	233.117429216401	341.543771808899	284.372936811756	215.651691710503	319.898600920291	351.608673939243	298.066624776665	381.767998555472	289.190708020515	56.670078572641
"chr3-66"	"chr3"	66000001	67000000	"."	1000000	334.740587240226	337.335489634698	327.989677036216	351.41983000401	392.881031939325	417.572450103944	307.853792554075	371.954002394548	387.334993878976	368.156548919693	366.613356720922	360.350160038785	32.1931536017559
"chr3-67"	"chr3"	67000001	68000000	"."	1000000	225.399458966663	226.903411186511	185.583073611716	190.464182673929	256.082332885894	243.931638800152	200.027946698824	237.578431147047	333.10295425823	317.986919006789	327.275775788686	249.485102274949	53.9026582078516
"chr3-68"	"chr3"	68000001	69000000	"."	1000000	182.857176976266	204.471895251723	153.011350488027	177.319471475306	241.285122613006	222.427139063822	172.521353368402	241.210203342925	293.52127605162	282.081203480887	319.537235277427	226.38576612631	54.5998324573268
"chr3-69"	"chr3"	69000001	70000000	"."	1000000	291.07877151324	273.923319588278	300.341586477736	268.795931041235	372.044144004035	340.220443589685	291.569889302466	330.793917507926	382.451540074264	354.630423207881	338.561147367606	322.219192152214	39.2426442247784
"chr3-70"	"chr3"	70000001	71000000	"."	1000000	166.064170927425	163.059865833652	139.755416658618	158.273053207913	211.690702067231	197.713012501176	172.961458861689	209.734844311979	248.028048502463	287.983512882405	278.909897593314	203.106725758897	50.0229041248785
"chr3-71"	"chr3"	71000001	72000000	"."	1000000	362.355752742764	336.90411432826	327.232195103107	366.174097675935	433.346872277427	370.711898439704	268.024245411625	386.178443495072	395.559758181649	384.387899773868	420.138261923801	368.273958123019	45.8399511279259
"chr3-72"	"chr3"	72000001	73000000	"."	1000000	533.271236528744	415.414420100019	397.299273915693	477.770013158124	476.228583680489	492.67771783978	338.001018844217	429.759709845613	425.888576547753	403.324475770405	416.591430856141	436.929677916998	53.9800888665225
"chr3-73"	"chr3"	73000001	74000000	"."	1000000	322.425716137743	292.472457765122	260.952525956065	268.259412216802	352.113207718104	343.751033098635	240.517652081204	340.781291046592	379.110229576304	343.563593080034	381.445559367503	320.490243458555	48.0564177473676
"chr3-74"	"chr3"	74000001	75000000	"."	1000000	170.169127961587	163.922616446529	153.390091454581	146.201379658157	184.814136469537	190.972796165908	169.000509422108	201.260709188263	246.999952964629	286.016076415232	255.694276059535	197.131061109642	45.9912674018996
"chr3-75"	"chr3"	75000001	76000000	"."	1000000	375.416979669641	389.100526407286	349.199171163269	422.240314829246	358.454869263627	388.685808667084	319.516588126174	404.942599840444	350.837602285868	373.566999204418	389.506539066732	374.678908956708	28.8574433299091
"chr3-76"	"chr3"	76000001	77000000	"."	1000000	134.344048390726	121.216461109144	151.875127588363	122.594551383078	152.8038448588	147.96379669325	159.098135823157	168.877407108347	209.988513602604	230.435996217603	207.005958676194	164.200349222842	36.5778859032787
"chr3-77"	"chr3"	77000001	78000000	"."	1000000	120.536465639457	137.177347447358	125.742000896101	119.91195726091	185.116120352657	169.789259112211	142.374127078261	162.521805765559	203.048868722224	227.730771075241	217.646451879176	164.690470475378	39.2738537706826
"chr3-78"	"chr3"	78000001	79000000	"."	1000000	133.97087047853	143.216601737493	157.177501120126	122.058032558645	187.833975300738	183.911617148009	156.457502863436	180.983314427941	238.26114089304	269.292866444264	222.805478886682	181.45171835081	45.9982917134898
"chr3-79"	"chr3"	79000001	80000000	"."	1000000	122.402355200439	113.020330286817	136.346747959628	109.449840184455	144.650280014556	163.690968142207	136.872808412176	169.482702474326	161.410999439945	216.663940947394	160.897154796605	148.626193441686	30.6595707971656
"chr3-80"	"chr3"	80000001	81000000	"."	1000000	135.090404215119	146.667604188999	135.210525059964	114.546769016574	152.19987709256	164.653856190102	185.944570913648	194.299812479496	189.169578961464	256.504529407642	187.337168210076	169.23860870324	39.2215396254811
"chr3-81"	"chr3"	81000001	82000000	"."	1000000	149.271164878585	142.785226431055	150.7389046887	145.93312024594	177.264539391533	156.629789124308	167.680192942248	164.640339546488	205.105059797892	263.390557042746	204.104005984471	175.231172733997	36.3351128778151
"chr3-82"	"chr3"	82000001	83000000	"."	1000000	119.043753990671	121.216461109144	153.011350488027	121.253254321994	168.205022897928	153.42016229799	179.122935767704	179.772723695982	188.912555077006	249.618501772537	179.276188510847	164.804809993621	38.18903951804
"chr3-83"	"chr3"	83000001	84000000	"."	1000000	101.504392117438	72.4710514816232	118.167181565011	91.2082001537126	128.343150326067	139.297804262192	154.256975397003	146.481478567096	132.88134826505	192.070985107736	147.67714808987	129.487246848436	32.9944420633033
"chr3-84"	"chr3"	84000001	85000000	"."	1000000	128.000023883386	105.686950077367	138.2404527924	118.838919612043	166.091135716087	167.86348301642	195.8469445126	171.298588572266	175.033265316246	220.106954764947	180.565945262723	160.688423956953	34.5105869401922
"chr3-85"	"chr3"	85000001	86000000	"."	1000000	111.953373658939	99.2163204807937	129.529410561646	98.1829448713495	149.784006027598	152.457274250095	172.301300621759	154.955613690813	154.214330675107	228.222630192034	153.803492661284	145.874608881038	36.9084959394321
"chr3-86"	"chr3"	86000001	87000000	"."	1000000	122.775533112636	110.432078448188	156.420019187017	127.423220802981	161.863361352405	175.245624716951	170.100773155325	167.969464059377	198.679462686429	239.781319436674	203.459127608533	166.740907687865	38.1682578695953
"chr3-87"	"chr3"	87000001	88000000	"."	1000000	159.346968507889	128.549841318594	165.509802384326	135.739262581702	209.274831002269	178.455251543269	220.492852136657	220.024865533634	230.807448243743	267.325429977092	232.478654525756	195.273200704994	44.4284453881684
"chr3-88"	"chr3"	88000001	89000000	"."	1000000	153.002944000549	145.804853576123	176.493290414407	137.617078467219	192.363733547541	195.787236405385	204.208948885048	210.642787360949	196.880295495219	256.258599849245	200.557174916811	188.146994810772	33.8034282046954
"chr3-89"	"chr3"	89000001	90000000	"."	1000000	123.895066849225	127.687090705717	138.2404527924	114.010250192141	153.40781262504	164.332893507471	192.766206059592	167.666816376387	196.623271610761	237.076094294311	174.11716150334	162.711192410581	36.7848975766791
"chr3-90"	"chr3"	90000001	91000000	"."	1000000	345.562746693924	206.628771783914	229.138284765485	203.877153284769	212.898637599711	251.313780500682	925.321799635373	296.897377013061	269.875078681437	293.39396316713	160.252276420667	308.650897231468	211.117613609553
"chr3-91"	"chr3"	91000001	92000000	"."	1000000	431.39366649911	255.374181411434	253.756447591529	228.020500384282	259.706139483336	358.836279182328	1534.20774959758	399.494941546626	363.688796508793	303.723004619787	163.154229112389	413.759630539745	380.167290665114
"chr3-92"	"chr3"	92000001	93000000	"."	1000000	303.393642615723	191.099260752137	203.005158073223	174.100358528704	200.517298391785	218.254624189609	1002.78036645384	306.279455185747	294.035323820537	281.097485247301	148.966904841747	302.139079827305	238.914617026545
"chr3-93"	"chr3"	93000001	94000000	"."	1000000	1106.84568757471	508.591486290677	947.231157352858	1042.72433528671	1616.82171022533	1925.45513310804	5976.19249334065	2508.64664430302	2844.22630541788	1546.15913363935	320.182113653365	1849.37056365387	1573.49387754317
"chr3-94"	"chr3"	94000001	95000000	"."	1000000	171.288661698176	138.040098060235	151.496386621809	130.374074337366	170.922877846009	177.492363495373	178.24272478113	204.589833701151	210.502561371521	237.322023852708	204.104005984471	179.488691977268	32.5614612123461
"chr3-95"	"chr3"	95000001	96000000	"."	1000000	117.551042341885	115.608582125447	134.83178409341	119.375438436477	166.997087365447	162.086154729048	192.106047819662	165.850930278448	168.864692089242	226.501123283258	153.481053473315	156.659448730513	34.0519834417364
"chr3-96"	"chr3"	96000001	97000000	"."	1000000	132.478158829744	138.471473366673	143.164085357609	114.815028428791	161.863361352405	177.492363495373	177.362513794557	173.417122353195	207.932322526935	243.716192371019	177.341553383032	168.004925023576	36.3851077262808
"chr3-97"	"chr3"	97000001	98000000	"."	1000000	130.985447180958	121.216461109144	142.4066034245	121.789773146428	150.387973793839	137.692990849033	179.342988514347	175.838303817114	187.113387885796	244.453981046209	167.668377743958	159.899662591939	36.4099670033405
"chr3-98"	"chr3"	98000001	99000000	"."	1000000	196.291581815339	192.82476197789	193.157892942806	186.708550902894	224.374025158277	226.920616620667	226.874381789315	260.882302737267	294.549371589454	286.262005973629	279.554775969252	233.490933406981	40.5068194701663
"chr3-99"	"chr3"	99000001	100000000	"."	1000000	169.049594224997	176.432500333237	163.994838518108	180.002065597474	190.55183024882	186.800281291695	203.768843391761	227.288409925391	257.023884458511	298.558483893458	281.811850285036	212.298416560772	47.1454357478318
"chr3-100"	"chr3"	100000001	101000000	"."	1000000	217.189544898341	231.648539557331	227.244579932713	232.580910391967	301.681899237038	294.001817290709	253.720816879806	296.292081647081	323.850094417724	333.726410744171	353.393350014187	278.666367728279	48.0762747385611
"chr3-101"	"chr3"	101000001	102000000	"."	1000000	324.664783610922	246.315299976231	301.856550343954	276.038935171089	350.905272185623	349.849324068639	323.697590312398	345.62365397443	336.958312525108	350.203691156742	370.805066164521	325.174407226332	37.0348480528458
"chr3-102"	"chr3"	102000001	103000000	"."	1000000	129.492735532172	131.569468463661	163.616097551553	138.690116116087	164.581216300486	187.121243974327	167.240087448962	181.891257476911	214.357919638398	261.66905013397	253.75964093172	181.271712142568	45.3864268224072
"chr3-103"	"chr3"	103000001	104000000	"."	1000000	118.670576078475	121.216461109144	130.286892494755	109.718099596672	141.026473417114	128.385073052711	168.120298435535	128.927912953684	147.274685794727	215.188363597015	146.064952150025	141.352708061805	29.3108730459388
"chr3-104"	"chr3"	104000001	105000000	"."	1000000	123.148711024832	122.510587028458	131.801856360973	120.716735497561	153.40781262504	147.642834010618	160.63850504966	165.850930278448	182.743981850001	226.501123283258	179.276188510847	155.839933229063	32.3318313108678
"chr3-105"	"chr3"	105000001	106000000	"."	1000000	146.285741581013	133.294969689414	160.964910785672	137.885337879436	187.833975300738	168.505408381684	163.499190756024	191.878631015577	210.759585255979	241.256896787053	177.341553383032	174.500563710511	32.3014100047778
"chr3-106"	"chr3"	106000001	107000000	"."	1000000	159.346968507889	153.138233785573	191.642929076588	151.298308490276	202.631185573626	198.354937866439	197.82741923239	210.037491994969	246.485905195712	271.01437335304	230.221580209972	201.090848480589	38.0916332975397
"chr3-107"	"chr3"	107000001	108000000	"."	1000000	219.42861237152	216.119028525555	203.762640006333	214.607529773442	270.879543158782	242.968750752256	219.832693896727	278.435868350679	311.255924079257	321.429932824341	312.121133954136	255.531059790275	44.7818591706458
"chr3-108"	"chr3"	108000001	109000000	"."	1000000	196.291581815339	191.099260752137	207.928790638432	216.217086246742	256.988284535254	281.163309985438	195.406839019313	264.514074933145	297.890682087414	310.854961813288	296.321613743648	246.788771415468	46.3738359663478
"chr3-109"	"chr3"	109000001	110000000	"."	1000000	247.043777874058	218.707280364184	281.025797183455	236.604801575219	295.340237691514	279.237533889647	328.318697991909	300.22650152595	317.167473421803	309.379384462908	297.288931307555	282.758219753473	34.8806660908521
"chr3-110"	"chr3"	110000001	111000000	"."	1000000	128.746379707779	113.451705593255	131.044374427864	133.861446696184	160.655425819924	154.383050345885	180.22319950092	177.351542232063	180.944814658792	257.488247641228	217.968891067145	166.919916153731	42.6421348227625
"chr3-111"	"chr3"	111000001	112000000	"."	1000000	180.244931590891	185.922757074879	169.675953016426	189.927663849496	220.750218560835	215.365960045923	192.546153312949	225.472523827452	307.914613581296	282.327133039284	296.966492119586	224.283127274456	49.3152848076397
"chr3-112"	"chr3"	112000001	113000000	"."	1000000	213.830943688573	233.374040783084	207.550049671878	198.243705628217	292.924366626553	261.905549027531	258.341924559317	304.463569087808	315.368306230593	330.775256043411	330.822606856347	267.96366529121	49.8655914485369
"chr3-113"	"chr3"	113000001	114000000	"."	1000000	315.708513718207	299.374462668134	294.660471979418	298.304466385084	355.737014315546	368.14419697865	290.909731062536	364.387810319802	381.937492305347	348.974043364759	387.249464750948	336.853424349857	37.4726012793522
"chr3-114"	"chr3"	114000001	115000000	"."	1000000	170.915483785979	177.295250946114	167.782248183653	167.930392047718	203.537137222986	211.835370536974	178.022672034487	236.670488098077	237.490069239664	286.999794648819	265.04501251064	209.411265386828	41.9990536937434
"chr3-115"	"chr3"	115000001	116000000	"."	1000000	144.793029932227	153.138233785573	157.177501120126	160.687387917864	186.324055885137	182.30680373485	184.404201687144	194.602460162485	249.570191809214	268.063218652281	284.06892460082	196.830546298884	48.4173682546975
"chr3-116"	"chr3"	116000001	117000000	"."	1000000	147.032097405406	147.961730108314	149.602681789036	122.862810795295	174.848668326571	151.173423519568	156.67755561008	188.549506502688	200.992677646556	265.112063951522	227.642066706219	175.677752941932	41.8635274864453
"chr3-117"	"chr3"	117000001	118000000	"."	1000000	126.507312234601	122.510587028458	125.363259929547	131.983630810667	152.8038448588	136.409140118506	126.310276573295	160.40327198463	207.418274758018	267.325429977092	235.05816802951	162.917563300284	50.5595151209012
"chr3-118"	"chr3"	118000001	119000000	"."	1000000	163.45192554205	193.256137284329	145.057790190382	151.030049078059	200.819282274905	174.282736669056	170.100773155325	197.326289309394	244.429714120044	273.719598495403	263.110377382826	197.871333954707	44.3877914707155
"chr3-119"	"chr3"	119000001	120000000	"."	1000000	322.425716137743	263.138936927322	291.251803280427	284.623236362027	360.870740328589	339.25755554179	286.948781622955	330.491269824936	380.395348998596	367.910619361296	364.356282405138	326.515480980984	40.005372704625
"chr3-120"	"chr3"	120000001	121000000	"."	1000000	304.139998440116	282.982201023481	284.813206849	258.870332789214	330.974335899693	349.207398703375	302.132421141348	350.466016902268	361.375581548667	332.742692510584	369.837748600614	320.68563040076	36.2914392532062
"chr3-121"	"chr3"	121000001	122000000	"."	1000000	241.446109191111	256.668307330749	234.440658297249	223.460090376596	299.869995938317	299.458182895449	336.680702364357	308.700636649666	345.440100712239	319.708425915565	310.50893801429	288.762013425962	42.4953068671786
"chr3-122"	"chr3"	122000001	123000000	"."	1000000	333.994231415833	310.590220635528	309.05262870849	350.346792355143	396.806822419887	381.624629649185	312.034794740299	382.849318982184	406.868809097823	381.436745073109	368.547991848737	357.650271356929	36.221704035128
"chr3-123"	"chr3"	123000001	124000000	"."	1000000	481.026328821239	499.963980161912	451.080491166435	535.98230560917	447.842098667194	464.112039085552	341.081757297224	435.207368139431	413.294406209286	379.715238164333	458.830964480099	446.194270709261	54.1709178753752
"chr3-124"	"chr3"	124000001	125000000	"."	1000000	391.836807806285	381.767146197836	326.095972203443	390.04918536323	413.415935991496	392.216398176033	273.965669570996	406.758485938383	410.210119595784	387.584984033023	438.839734826012	382.97640360932	45.5081015490383
"chr3-125"	"chr3"	125000001	126000000	"."	1000000	426.915531552752	443.022439712066	445.399376668117	425.995946600281	491.629761719617	444.212352762381	407.757739530165	448.826513873975	430.000958699089	385.617547565851	420.46070111177	433.621715436006	26.8293881065876
"chr3-126"	"chr3"	126000001	127000000	"."	1000000	564.24500324105	600.905801868459	535.539726708093	615.118832213127	497.66943938202	517.391844402427	397.63531318457	461.53771655955	459.044657642901	413.407587664665	462.37779554776	502.261247128602	71.8507993697282
"chr3-127"	"chr3"	127000001	128000000	"."	1000000	654.92723590479	642.317831286529	605.60680552068	679.501091145159	547.798763979966	541.46404559981	413.25905819625	478.183339123992	453.133108300355	413.161658106269	463.022673923698	535.670510098864	98.35786029618
"chr3-128"	"chr3"	128000001	129000000	"."	1000000	629.551137875431	686.318112543229	637.799787677814	650.529074625745	562.293990369734	534.402866581911	458.149818511497	522.975196206493	446.964535073351	429.147079402047	454.6392550365	546.615532173068	92.9927544586867
"chr3-129"	"chr3"	129000001	130000000	"."	1000000	642.612364802307	633.690325157765	637.042305744705	640.335216961506	553.234473876129	566.178172162457	488.517097548282	505.72427827607	481.66275947525	434.803459245168	466.891944179328	550.062945220815	78.8528653630043
"chr3-130"	"chr3"	130000001	131000000	"."	1000000	307.498599649885	308.433344103337	238.606808929349	277.916751056607	332.182271432174	327.702898967046	232.155647708756	304.160921404818	328.733548222436	325.610735317083	356.617741893879	303.60175169867	39.1814486453512
"chr3-131"	"chr3"	131000001	132000000	"."	1000000	227.638526439842	256.668307330749	195.430338742133	209.510600941322	256.384316769014	220.501362968032	179.56304126099	265.422017982115	307.914613581296	303.47707506139	326.630897412748	249.921918044512	48.3301163538106
"chr3-132"	"chr3"	132000001	133000000	"."	1000000	259.358648976541	247.609425895546	212.473682237087	206.559747406937	287.18667284727	292.39700387755	237.65696637484	296.292081647081	307.400565812379	307.166018437339	356.940181081848	273.730999508584	45.4625761895205
"chr3-133"	"chr3"	133000001	134000000	"."	1000000	382.507360001373	392.982904165231	336.70071926697	363.22324414155	403.148483965411	378.735965505499	301.032157408131	393.744635569819	380.652372883055	382.912322423488	428.521680810999	376.741986012866	33.9704499263563
"chr3-134"	"chr3"	134000001	135000000	"."	1000000	429.527776938127	460.277451969595	343.896797631505	441.018473684422	419.153629770779	389.969659397611	292.230047542396	414.02203033014	412.266310671452	383.158251981885	449.480228028994	403.181877995173	49.3809949026969
"chr3-135"	"chr3"	135000001	136000000	"."	1000000	341.457789659763	312.315721861281	223.078429300613	282.745420476509	330.068384250333	326.74001091915	248.879656453652	327.162145312048	360.347486010833	345.039170430414	416.268991668171	319.463927849342	52.9875612415919
"chr3-136"	"chr3"	136000001	137000000	"."	1000000	355.638550323228	356.747378424419	427.2198102735	322.447813484596	401.03459678357	455.125083971862	438.565124060237	428.246471430664	382.965587843181	370.123985386866	378.86604586375	392.452767985988	41.1361009978145
"chr3-137"	"chr3"	137000001	138000000	"."	1000000	253.387802381398	265.295813459513	199.217748407678	254.846441605962	304.701738068239	270.571541458589	274.625827810926	296.897377013061	345.954148481156	326.102594433876	367.903113472799	287.227649690291	47.6698004610196
"chr3-138"	"chr3"	138000001	139000000	"."	1000000	453.784341230897	441.728313792751	474.94117205937	449.334515463143	454.485744095838	492.67771783978	422.501273555271	487.262769613688	429.743934814631	399.143673277663	422.717775427554	448.02920283369	28.965013181463
