""	"Chr"	"Start"	"End"	"Strand"	"Length"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML11_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML12_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML13_S7_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML14_S8_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy1_S4_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy2_S5_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy3_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.Kontrolle.karyotype_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.WholeGenomeHealthy_S7_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.62720_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63120_S8_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63220_S9_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63320_S1_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63420_S1_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63520_S2_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63620_S3_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63720_S4_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63820_S5_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.64820_S7_L001.bam"	"mean"	"sd"
"chr4-172"	"chr4"	172000001	173000000	"."	1000000	306.829549949964	329.714149915788	338.83894401783	383.104109374558	306.781955318596	327.422635690161	301.634196227507	312.731084519732	314.671403482685	301.912481077051	327.861224312969	314.572800441264	334.766279555947	317.786620900364	347.550078513402	347.734664174738	326.865131677526	333.70839645311	286.352967572709	324.254667009258	21.6615499457591
"chr4-173"	"chr4"	173000001	174000000	"."	1000000	318.643308022904	341.797914572387	340.766903869994	406.423489945183	324.014577766698	340.424978623705	322.294072681445	325.398672753443	338.382275520333	341.631192159627	367.439903920081	358.742268996373	352.168630613575	336.960690015025	361.426265492117	338.556916439921	332.426164163533	335.323114500464	368.417537547815	344.802046189717	20.8580658450553
"chr4-174"	"chr4"	174000001	175000000	"."	1000000	319.627787862315	326.837063092788	347.514763352568	318.142977784959	307.504280810433	324.615311647691	308.245356692767	312.46717643153	357.270597313036	333.838280491527	335.081659106158	303.799759330262	354.916370254253	340.103980033822	359.167351332792	313.573047606252	310.490980468727	322.674489796193	340.044148992592	328.20607275793	17.7464439080007
"chr4-175"	"chr4"	175000001	176000000	"."	1000000	316.67434834408	348.127505582987	333.055064461338	348.12503851862	324.014577766698	320.3304486355	297.915418465798	312.203268343328	329.5409334046	329.816132533797	324.919565693521	316.727408663464	329.72875688137	328.159477962394	315.925280282842	339.576666188234	300.913646742826	333.70839645311	296.829295654637	323.489012135744	14.8503372793693
"chr4-176"	"chr4"	176000001	177000000	"."	1000000	316.510268370845	360.211270239587	332.091084535256	331.46833811103	317.926405764075	316.636601211198	302.873788814743	307.452922755686	312.260128360212	332.07859076002	322.780177606651	351.919342959405	311.868449216963	307.728092840214	321.733916692537	337.537166691608	322.539884188409	333.70839645311	296.392781984557	322.932505660848	16.1952017774794
"chr4-177"	"chr4"	177000001	178000000	"."	1000000	300.430430993788	333.166654103388	374.024211319824	331.46833811103	321.538033223258	321.807987605221	340.88796148999	334.635455840523	320.699591288867	334.341048986243	304.595378868248	339.350794996569	319.653711532217	321.244239921041	310.116643873147	348.244539048895	316.052012954734	338.283430920613	323.020115859458	328.082135838792	16.825101018027
"chr4-178"	"chr4"	178000001	179000000	"."	1000000	294.851711903789	354.457096593587	325.825215015723	409.754830026701	304.51178948711	301.713457617016	320.64128256513	331.204650693894	326.32589990797	342.385344901701	339.3604352799	291.949414108159	339.345845623744	314.329001879687	348.195482558924	321.985983029835	286.393173029363	342.858465388115	290.718104273512	325.621430730729	29.275426363905
"chr4-179"	"chr4"	179000001	180000000	"."	1000000	318.807387996139	319.932054717588	330.645114646133	381.438439333799	303.686274639296	308.214629083788	308.658554221846	322.231775695015	291.362410632116	331.827206512662	332.40742399757	286.921994923025	332.018539915269	321.8728979248	334.641997602969	322.750795341069	304.312055484275	361.696842607242	286.789481242789	321.063993500915	23.6552052984691
"chr4-180"	"chr4"	180000001	181000000	"."	1000000	309.782989468199	347.552088218387	354.744612798183	361.450398844691	323.292252274861	311.465214817175	311.964134454476	330.940742605691	334.363483649545	330.067516781155	332.674847508429	299.131441515494	322.401451172896	341.361296041341	354.004118968619	338.556916439921	290.409474269257	342.858465388115	317.345438148414	329.177204387624	19.3337127605097
"chr4-181"	"chr4"	181000001	182000000	"."	1000000	310.603389334375	335.468323561787	330.163124683092	323.139987907236	328.55490942967	327.718143484105	316.922504803421	352.845113926483	338.784154707412	349.424103827727	330.268035910699	304.158860700628	354.458413647473	328.788135966153	344.968462331316	326.064982023087	351.271885366112	354.43061139415	325.20268420986	333.328201432357	14.8639171768289
"chr4-182"	"chr4"	182000001	183000000	"."	1000000	314.377228718786	309.574542154788	373.060231393741	384.769779415317	324.736903258534	331.559744805379	331.384418321178	316.425797754564	341.597309016963	317.246920165893	337.755894214747	367.719803255541	337.056062589845	320.615581917281	329.801467261557	329.379168705104	331.190379166642	345.011422784587	323.456629529539	335.09048865421	20.3129330507756
"chr4-183"	"chr4"	183000001	184000000	"."	1000000	356.053541920546	338.920827749387	341.730883796076	349.790708559379	345.581153165818	340.277224726733	357.82906018222	356.01201098491	351.242409506854	326.045368823426	351.929340290267	415.480285514318	363.617545783067	353.620127114648	321.088512647015	332.693355387121	330.88143291742	331.28631938208	345.282313033556	347.86118007815	20.1260874099191
"chr4-184"	"chr4"	184000001	185000000	"."	1000000	355.397222027605	342.373331936987	306.545616494082	393.098129619111	365.187130801383	359.632985230077	353.283887362354	344.927871280413	336.774758772018	351.183793559234	332.674847508429	371.310816959209	342.093585264422	323.444542934198	320.120406578733	335.242729757904	332.735110412755	344.20406376091	372.782674248618	346.474394974128	20.5702383168208
"chr4-185"	"chr4"	185000001	186000000	"."	1000000	333.902745533784	311.876211613188	337.874964091748	334.799678192548	333.81756658448	336.435623405458	337.58238125736	350.20603304446	338.382275520333	335.095201728317	333.209694530146	337.555288144735	340.719715444083	364.621642180437	337.546315807817	353.088350353382	326.556185428303	345.818781808264	374.96524259902	340.213363014098	13.5805081978518
"chr4-186"	"chr4"	186000001	187000000	"."	1000000	335.707625239372	340.071662478587	341.248893833035	349.790708559379	342.588661842495	341.015994211593	317.3357023325	358.387183778731	387.813415531023	318.001072907968	341.232399855912	336.118882663268	356.748196681372	324.073200937958	312.698260055234	334.732854883747	308.946249222614	326.442165240018	343.972772023315	337.732942225164	18.4625321008355
"chr4-187"	"chr4"	187000001	188000000	"."	1000000	315.197628584963	323.384558905188	341.248893833035	316.4773077442	323.395441630838	320.625956429444	366.093010763796	325.13476466524	389.822811466417	352.440714796024	335.349082617017	303.081556589528	342.551541871201	347.333547077055	343.032250194751	329.88904357926	339.22298164643	329.402481660167	330.004334580744	335.457258349226	19.7387482475403
"chr4-188"	"chr4"	188000001	189000000	"."	1000000	346.865063419371	331.440402009588	337.392974128707	339.796688314825	336.29411112792	327.422635690161	327.252443030391	315.634073489958	475.824957501276	324.537063339278	335.081659106158	299.849644256227	298.129751013572	346.076231069536	365.944093810769	349.774163671364	332.735110412755	339.629029293407	322.583602189378	339.592826151297	36.7354539627847
"chr4-189"	"chr4"	189000001	190000000	"."	1000000	360.319621224663	322.233724175988	321.005315385312	391.432459578352	333.611187872527	356.234645599719	359.895047827614	333.315915399512	473.011803191725	339.87150242812	375.730032756706	367.719803255541	394.300638437306	386.624672312016	377.884068652919	354.108100101695	343.857175384769	355.507090092386	339.607635322512	362.435286263125	34.6933678511725
"chr4-190"	"chr4"	190000001	190214555	"."	214555	220.687564001445	223.837354829392	192.313995253363	253.18184619536	224.643227961178	219.41453700356	220.647480528066	219.835437472521	262.025229975365	207.643388317772	278.655298314938	202.892274257208	287.59674905764	270.322941616531	232.990860433311	233.777629800759	269.710075571342	208.567747783194	198.613719886559	233.018808329447	28.7287969958848
"chr5-0"	"chr5"	1	1000000	"."	1000000	400.191054720835	337.194575655587	368.722321726372	333.134008151789	368.592379548613	372.930835957566	370.638183583662	376.332933776488	442.870864160816	374.813912810893	377.869420843577	333.246071700334	360.869806142389	374.365841238708	355.294927059662	368.129659140998	408.735887721518	344.20406376091	347.901395054038	369.265165408145	26.9894794165064
"chr5-1"	"chr5"	1000001	2000000	"."	1000000	403.964894105246	351.004592405987	326.307204978764	363.11606888545	365.496698869313	339.686209138845	347.912319484329	358.387183778731	408.71113325912	345.904724364714	351.394493268549	380.647452588744	327.438973847472	345.133244063897	302.371795326887	329.124231268026	403.483801484734	329.402481660167	333.932957611467	353.337918967918	28.9069047155346
"chr5-2"	"chr5"	2000001	3000000	"."	1000000	372.461539244074	364.239191791786	333.537054424379	344.793698437102	368.592379548613	355.052614423942	358.242257711299	338.330169075356	379.373952602369	339.87150242812	355.405845931432	319.241118256031	373.69259113222	308.042421842094	342.70954817199	336.007542069139	355.597132855229	338.283430920613	357.068182125726	349.502219631132	18.7172769849602
"chr5-3"	"chr5"	3000001	4000000	"."	1000000	351.459302669959	348.702922947587	327.271184904846	314.811637703441	356.312846187391	348.994704648086	386.752887217734	356.275919073113	372.943885609108	339.620118180762	347.115717094807	322.113929218965	343.925411691541	331.93142598495	317.861492419407	339.321728751156	369.190767821024	324.289207843547	344.409285693395	344.384440824254	19.1216664096613
"chr5-4"	"chr5"	4000001	5000000	"."	1000000	317.002508290551	340.071662478587	380.772070802398	333.134008151789	334.333513364363	335.549100023626	352.044294775117	353.900746279292	356.868718125957	352.94348329074	374.125491691553	346.173721033537	358.122066501711	346.076231069536	330.76957332984	338.556916439921	351.580831615335	349.048217902971	318.654979158655	345.775164964499	16.2854247096
"chr5-5"	"chr5"	5000001	6000000	"."	1000000	334.887225373196	329.714149915788	399.569679360997	373.110089130004	353.423544220044	360.51950861191	385.513294630498	371.054772012442	372.542006422029	345.653340117356	347.115717094807	319.241118256031	346.215194725439	352.04848210525	362.717073583161	347.989601611816	357.759756599787	345.818781808264	332.186902931146	354.583170447893	19.8881156443127
"chr5-6"	"chr5"	6000001	7000000	"."	1000000	360.155541251428	368.842530708586	336.910984165666	339.796688314825	363.12334368185	348.108181266254	360.308245356693	360.762356572552	320.699591288867	374.562528563535	346.313446562231	388.547682736812	352.626587220355	336.646361013145	365.298689765247	371.443845823016	363.629735335017	304.643471600743	333.059930271306	352.393670605165	20.2663314098348
"chr5-7"	"chr5"	7000001	8000000	"."	1000000	344.239783847606	365.965443885586	348.47874327865	319.808647825718	330.309128481273	322.251249296137	310.311344338161	347.039135986032	329.139054217521	342.636729149059	335.349082617017	341.146301848402	335.682192769506	347.962205080814	346.259270422359	352.323538042147	353.43450911067	326.980404589136	325.20268420986	338.132602578719	13.8148523146071
"chr5-8"	"chr5"	8000001	9000000	"."	1000000	316.182108424374	365.965443885586	350.406703130814	309.814627581164	327.419826513927	336.435623405458	323.533665268682	342.28879039839	308.643215676503	337.106275707182	338.558164747324	352.637545700138	339.803802230523	319.358265909762	325.606340965666	339.576666188234	331.499325415865	331.824558731198	323.893143199619	332.660741741074	14.6634118461208
"chr5-9"	"chr5"	9000001	10000000	"."	1000000	343.747543927901	318.781219988388	374.506201282864	364.781738926209	331.444211397017	336.878885096375	366.093010763796	350.20603304446	320.297712101788	336.352122965107	320.105942498062	369.874411477742	331.560583308489	339.475322030062	376.270558539115	325.810044586008	358.06870284901	334.246635802228	364.488914517091	345.420515531669	19.4596751503406
"chr5-10"	"chr5"	10000001	11000000	"."	1000000	339.153304677313	360.786687604187	320.04133545923	354.787718681655	348.573644489141	334.958084435737	323.94686279776	331.204650693894	343.204825765278	354.703173022247	345.511176029654	352.637545700138	334.308322949167	341.361296041341	341.418740080947	342.635915433173	325.01145418219	343.934944086351	360.560291486368	342.038945979778	11.8496109722059
"chr5-11"	"chr5"	11000001	12000000	"."	1000000	331.60562590849	380.350878000586	339.802923943912	339.796688314825	328.451720073694	324.319803853747	350.804702187881	344.400055104009	327.933416656285	327.050905812859	334.546812084441	368.797107366641	354.458413647473	321.55856892292	344.323058285794	349.264288797208	320.068314194628	338.014311246054	351.393504414681	340.891636779796	15.909351279273
"chr5-12"	"chr5"	12000001	13000000	"."	1000000	310.43930936114	343.524166666187	345.104813537363	354.787718681655	316.481754780402	317.670878490002	304.526578931058	310.619819814114	343.606704952357	343.139497643775	337.755894214747	280.81727162679	350.794760793236	340.732638037581	331.737679398122	315.102672228722	303.385216736607	328.864242311049	323.020115859458	326.426933371809	19.5683672599797
"chr5-13"	"chr5"	13000001	14000000	"."	1000000	331.60562590849	365.965443885586	341.730883796076	316.4773077442	335.468596280106	333.185037672072	336.755986199203	308.772463196698	321.101470475946	344.396418880566	338.825588258182	343.66001144097	364.075502389847	331.302767981191	357.231139196227	336.517416943295	321.613045440741	332.631917754875	324.329656869699	336.086646332314	15.0114194431994
"chr5-14"	"chr5"	14000001	15000000	"."	1000000	352.607862482605	356.758766051987	343.176853685199	379.77276929304	345.787531877772	343.380056563147	364.853418176559	335.42718010513	370.130731299557	338.363196943972	329.198341867263	378.492844366543	382.393766661034	347.019218075175	340.450634012664	329.124231268026	382.475456537596	332.093678405757	354.885613775324	352.968007970966	18.3821246340071
"chr5-15"	"chr5"	15000001	16000000	"."	1000000	327.667706550844	397.613398938585	334.501034350461	409.754830026701	335.159028212176	339.833963035817	360.308245356693	336.48281245794	339.989792268648	333.084127749452	325.721836226098	359.101370366739	395.674508257645	331.93142598495	328.833361193275	313.318110169174	346.32874537855	339.898148967966	350.08396340444	347.646653099798	26.3147029203074
"chr5-16"	"chr5"	16000001	17000000	"."	1000000	343.747543927901	359.060435510387	322.451285274435	351.456378600138	360.234041714504	335.253592229682	345.846331838936	344.927871280413	320.699591288867	373.808375821461	336.418776660453	346.532822403904	336.140149376286	344.818915062017	356.263033127944	357.67722422079	380.003886543815	338.014311246054	323.456629529539	346.147957666185	16.0776781437933
"chr5-17"	"chr5"	17000001	18000000	"."	1000000	381.814097718484	380.926295365186	412.583408363104	389.766789537593	383.864404233158	367.168433975654	380.968121810632	366.3044264248	436.842676354634	330.82166952323	390.170902343085	387.470378625712	357.664109894931	396.997529374045	368.525709992855	379.091968935363	387.418596525158	365.733637725627	431.712019709465	383.991851391196	24.5949238536542
"chr5-18"	"chr5"	18000001	19000000	"."	1000000	308.142189735846	339.496245113987	327.271184904846	383.104109374558	307.401091454456	293.291485489607	340.88796148999	316.953613930969	358.476234874272	320.766299628907	325.989259736957	316.009205922731	323.317364386455	325.330516945476	337.223613785056	337.537166691608	296.897345502932	325.096566867224	300.75791868536	325.471019711644	21.6166870076427
"chr5-19"	"chr5"	19000001	20000000	"."	1000000	289.60115276026	341.222497207787	341.248893833035	326.471327988753	307.710659522386	310.874199229286	324.360060326839	303.758209520854	335.97100039786	304.929092045348	319.838518987203	284.049183960091	321.027581352557	325.644845947356	337.869017830578	320.456358407365	271.563753066678	328.864242311049	311.670760437369	316.164808164876	19.3314228061371
"chr5-20"	"chr5"	20000001	21000000	"."	1000000	289.929312706731	336.043740926387	353.29864290906	419.748850271254	289.962090294401	310.874199229286	313.203727041712	296.896599227594	336.774758772018	352.94348329074	322.245330584933	261.06669625662	336.140149376286	320.615581917281	366.912199879051	354.617974975851	290.71842051848	347.433499855617	329.131307240583	327.818766593362	35.6078457863651
"chr5-21"	"chr5"	21000001	22000000	"."	1000000	316.838428317316	354.457096593587	400.051669324038	336.465348233307	328.8644774976	338.799685757012	304.526578931058	315.106257313553	352.046167881012	352.692099043382	340.430129323336	324.986740181899	329.72875688137	324.387529939837	395.309977882003	347.224789300582	328.409862923639	347.971739204735	366.671482867493	342.366779862987	24.9030380345941
"chr5-22"	"chr5"	22000001	23000000	"."	1000000	317.658828183492	338.345410384787	334.01904438742	403.092149863665	288.104681886821	301.861211513988	288.411875296986	277.367400700623	353.251805442248	315.487230434387	341.232399855912	287.281096293392	342.551541871201	321.244239921041	344.323058285794	325.55510714893	295.043668007596	337.745191571495	313.416815117691	322.420671377235	30.0501841639831
"chr5-23"	"chr5"	23000001	24000000	"."	1000000	287.304033134966	323.384558905188	361.492472280757	339.796688314825	305.646872402853	303.338750483709	291.717455529616	308.772463196698	322.708987224261	331.324438017946	324.919565693521	282.971879848991	352.626587220355	323.758871936078	310.116643873147	330.908793327573	300.913646742826	341.781986689879	285.043426562468	317.29095375714	22.7925698234484
"chr5-24"	"chr5"	24000001	25000000	"."	1000000	308.470349682317	321.082889446788	314.257455902738	321.474317866477	312.147801829382	314.272538859644	279.321529657253	317.481430107374	324.718383159655	312.219235218732	324.117295160945	291.231211367426	344.38336829832	327.216490956755	369.171114038377	314.337859917487	304.621001733497	350.393816275766	303.377000705843	318.647110009725	20.2079840727306
"chr5-25"	"chr5"	25000001	26000000	"."	1000000	318.643308022904	317.054967894588	390.893860026259	308.148957540405	283.254782155919	299.497149162435	304.939776460137	296.104874962987	345.616100887751	306.940166024212	324.652142182663	292.308515478526	337.971975803405	333.503070994348	347.227376490641	313.318110169174	312.653604213285	330.478960358403	285.043426562468	318.3290065995	25.8031660903919
"chr5-26"	"chr5"	26000001	27000000	"."	1000000	300.758590940259	359.060435510387	359.564512428593	333.134008151789	304.51178948711	305.850566732235	279.321529657253	299.535680109617	309.84885323774	312.47061946609	293.631014923034	297.695036034027	339.803802230523	322.501555928559	340.127931989903	345.440227241034	296.588399253709	296.839001038533	266.709852419093	313.862810883131	25.9909354675023
"chr5-27"	"chr5"	27000001	28000000	"."	1000000	287.139953161731	349.278340312187	373.542221356782	288.160917051298	305.853251114806	300.679180338212	290.47786294238	300.063496286022	313.867645108527	321.771836618339	301.118873227082	287.281096293392	342.551541871201	337.903677020664	340.450634012664	351.81366316799	282.067925540247	375.960185358867	274.56709848054	317.081547329628	31.4994437123751
"chr5-28"	"chr5"	28000001	29000000	"."	1000000	301.907150752906	332.591236738788	326.307204978764	341.462358355584	318.235973832005	309.987675847454	307.832159163688	312.994992607934	339.989792268648	329.816132533797	312.885507704873	279.021764774957	306.372969935607	333.817399996228	326.251745011188	324.790294837695	291.95420551537	317.292096305014	292.027645283753	316.080963497066	17.0550588954603
"chr5-29"	"chr5"	29000001	30000000	"."	1000000	307.64994981614	365.965443885586	374.024211319824	364.781738926209	293.676907109561	297.133086810881	281.800714831725	319.32878672479	320.297712101788	331.324438017946	285.073462575551	267.530520923221	326.981017240692	337.275019016905	385.95161922194	329.634106142182	266.620613079116	313.524420861188	261.035174708049	317.347839121752	37.2604447866104
"chr5-30"	"chr5"	30000001	31000000	"."	1000000	309.618909494963	331.440402009588	375.470181208946	294.823597214333	325.871986174277	321.216972017333	336.342788670124	331.732466870298	330.344691778757	317.498304413252	314.222625259167	305.595266182095	318.737798318658	307.099434836455	358.199245264509	330.653855890495	319.14147544696	346.357021157381	291.591131613673	324.524113359014	20.5461541740248
"chr5-31"	"chr5"	31000001	32000000	"."	1000000	344.403863820842	359.635852874987	334.501034350461	403.092149863665	351.050189032581	359.632985230077	341.714356548148	354.956378632101	349.23301357146	351.435177806592	332.942271019287	356.946762144539	327.896930454252	347.962205080814	328.510659170514	335.75260463206	316.052012954734	340.436388317084	311.234246767289	344.59942538271	19.8076581041092
"chr5-32"	"chr5"	32000001	33000000	"."	1000000	336.856185052019	369.417948073186	337.874964091748	286.495247010539	335.262217568153	339.095193550956	360.721442885772	367.360058777609	325.924020720891	347.664414096221	349.789952203396	359.101370366739	358.122066501711	359.592378150362	295.917754871671	360.736473465729	329.645647920529	331.28631938208	338.298094312271	341.53482889482	22.2213199655982
"chr5-33"	"chr5"	33000001	34000000	"."	1000000	354.576822161429	328.563315186588	327.753174867887	338.131018274066	338.151519535499	347.960427369282	333.037208437494	325.926488929847	364.504422680454	327.805058554933	344.976329007936	344.73731555207	366.823242030525	334.131728998108	331.0922753526	350.029101108442	361.158165341236	308.411147044568	348.774422394199	340.870693833009	14.9971136130432
"chr5-34"	"chr5"	34000001	35000000	"."	1000000	364.585700528781	332.591236738788	350.406703130814	389.766789537593	370.243409244239	378.988745733422	353.283887362354	365.248794071991	364.102543493375	366.266848400719	399.263301712286	403.629940292215	375.066460952559	360.221036154122	388.855937426787	367.364846829764	358.377649098232	379.189621453575	366.671482867493	370.217101843637	17.2171458600705
"chr5-35"	"chr5"	35000001	36000000	"."	1000000	329.964826176138	328.563315186588	352.334662982978	321.474317866477	346.819425437538	345.448611120756	329.731628204863	351.789481573673	346.419859261909	318.755225650042	356.208116464009	328.936855255933	360.411849535609	337.903677020664	314.957174214559	327.0847317714	362.085004088904	357.929167163417	345.718826703636	340.133513456794	14.8729358270486
"chr5-36"	"chr5"	36000001	37000000	"."	1000000	343.41938398143	363.663774427186	374.988191245906	318.142977784959	334.43670272034	329.934451938686	333.450405966572	335.163272016928	347.223617636066	346.156108612072	356.742963485726	340.068997737302	344.38336829832	344.504586060137	345.936568399598	338.811853876999	304.92994798272	361.427722932683	358.814236806047	343.273638521562	16.258518381652
"chr5-37"	"chr5"	37000001	38000000	"."	1000000	322.745307353785	343.524166666187	372.096251467659	369.778749048486	330.10274976932	325.94509672044	334.689998553809	331.9963749585	328.335295843364	345.401955869998	364.765668811492	325.704942922633	366.365285423745	360.221036154122	335.287401648491	323.770545089382	351.889777864557	332.093678405757	342.663231013074	342.493553346568	16.7998419762924
"chr5-38"	"chr5"	38000001	39000000	"."	1000000	339.809624570254	353.881679228987	359.082522465552	353.122048640897	344.549259606052	354.461598836054	362.787430531165	336.48281245794	346.821738448988	370.791764853164	347.115717094807	335.041578552168	360.869806142389	324.701858941717	349.163588627206	353.598225227538	363.938681584239	341.243747340761	351.830018084761	349.96282638077	11.3713797751319
"chr5-39"	"chr5"	39000001	40000000	"."	1000000	337.676584918195	342.948749301587	349.924713167773	329.802668070271	308.123416946293	345.448611120756	310.72454186724	341.497066133783	361.289389183824	325.54260032871	331.872576975852	374.183627922142	324.233277600014	343.247270052619	331.414977375361	310.513798361313	332.11721791431	339.898148967966	350.08396340444	336.344378926971	16.8831055869114
"chr5-40"	"chr5"	40000001	41000000	"."	1000000	309.454829521728	325.686228363588	330.645114646133	313.145967662682	321.228465155328	344.118826048007	328.078838088548	340.969249957379	334.363483649545	355.457325764321	328.663494845546	333.605173070701	317.821885105099	330.359780975551	305.921517577256	352.578475479225	324.393561683745	329.940721009285	371.036619568297	331.445766219577	16.1951717853115
"chr5-41"	"chr5"	41000001	42000000	"."	1000000	330.292986122608	371.719617531586	352.816652946019	286.495247010539	341.556768282729	332.150760393268	329.731628204863	358.123275690529	348.027376010224	368.026538132225	363.428551257198	346.173721033537	339.345845623744	286.668049714275	353.358714923097	350.284038545521	336.751411652649	351.739414648561	342.226717342994	341.521963950851	22.7309205166833
"chr5-42"	"chr5"	42000001	43000000	"."	1000000	314.049068772316	332.015819374188	359.564512428593	363.11606888545	323.601820342791	346.039626708645	335.516393611966	335.163272016928	359.681872435508	331.073053770588	367.172480409222	319.959320996765	324.691234206794	347.333547077055	333.996593557448	353.088350353382	339.22298164643	324.289207843547	340.044148992592	339.453651233169	15.5411319280731
"chr5-43"	"chr5"	43000001	44000000	"."	1000000	317.822908156727	354.457096593587	336.910984165666	313.145967662682	326.594311666114	347.664919575338	316.922504803421	360.234540396147	334.363483649545	357.719783990544	340.697552834194	364.128789551874	332.018539915269	341.046967039461	360.458159423835	336.517416943295	334.897734157314	345.818781808264	357.504695795806	340.996059901531	15.6051073956507
"chr5-44"	"chr5"	44000001	45000000	"."	1000000	317.986988129962	330.289567280388	351.370683056896	359.784728803932	310.187204065826	320.921464223389	336.342788670124	321.703959518611	348.429255197303	325.793984576068	319.571095476344	318.163814144931	353.084543827134	311.185711860891	356.585735150705	341.871103121938	316.669905453179	333.170157103992	334.369471281547	331.972745312798	15.8918718207601
"chr5-45"	"chr5"	45000001	46000000	"."	1000000	299.774111100847	341.797914572387	352.334662982978	338.131018274066	299.145942976324	322.694510987054	330.558023263021	311.411544078721	328.335295843364	351.183793559234	335.616506127876	290.513008626692	312.326405823743	322.18722692668	340.773336035425	356.402537035399	339.840874144875	326.173045565459	313.416815117691	326.979819633781	18.8723181083358
"chr5-46"	"chr5"	46000001	47000000	"."	1000000	239.064521003795	218.658598547992	188.458075549035	254.847516236119	232.279240303451	251.18162485256	210.730739830176	246.226246292751	356.064959751799	322.525989360413	280.794686401809	225.156559219946	286.222879237301	251.14887250187	265.261062709393	235.817129297385	276.815839303462	247.051861245125	290.281590603432	256.767789065674	39.5020522080601
"chr5-47"	"chr5"	47000001	48000000	"."	1000000	96.3149442891063	58.1171538245978	90.6141130517098	84.9491720787062	105.253143096188	112.588469492736	109.910542734954	97.6459926348531	132.620131735998	78.6832694230782	126.758744147102	88.3389371102179	104.872062952547	64.4374453853359	66.7993187114895	86.1688537324498	118.944305950706	106.302271450789	87.7392476861502	95.6346378678271	20.428146407163
"chr5-48"	"chr5"	48000001	49000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr5-49"	"chr5"	49000001	50000000	"."	1000000	946.085125674594	768.757599105571	983.25952460366	684.590386751927	964.40772095782	966.901501785384	973.493378509596	967.487051349652	929.14468052614	784.821620251917	790.236474587947	895.239716324282	809.209324179697	814.42644387027	792.233465877811	757.164188122414	868.447906564768	776.410261102599	1063.78381398581	870.32106232273	103.114981099263
"chr5-50"	"chr5"	50000001	51000000	"."	1000000	353.592342322017	424.658015074784	388.001920248013	389.766789537593	345.168395741912	365.247633315017	377.662541578001	354.164654367494	403.486703827095	401.712027278207	380.811079463024	403.629940292215	378.272157200017	378.452118263144	372.075432243224	373.483345319642	390.199112768162	404.486870862117	430.402478699224	385.014397810574	22.8691212364917
"chr5-51"	"chr5"	51000001	52000000	"."	1000000	296.656591609377	357.909600781187	361.010482317716	376.441429211522	309.568067929966	324.763065544663	282.213912360804	303.230393344449	360.083751622587	319.760762639474	324.919565693521	313.136394959797	343.009498477981	361.478352161641	335.932805694013	330.398918453417	306.783625478056	342.320226038997	331.313875590985	330.57533262685	25.4470896045799
"chr5-52"	"chr5"	52000001	53000000	"."	1000000	303.219790538788	347.552088218387	318.113375607066	364.781738926209	315.656239932588	326.6838662053	340.061566431833	314.578441137148	363.298785119217	333.586896244169	321.710483563215	329.655057996667	377.814200593237	357.077746135325	331.737679398122	351.048850856756	337.060357901872	335.053994825905	327.821766230342	336.658575045376	19.4734043314052
"chr5-53"	"chr5"	53000001	54000000	"."	1000000	317.166588263786	313.602463706988	356.672572650347	424.745860393531	340.318496011009	357.71218456944	350.804702187881	347.566952162436	360.485630809666	344.396418880566	346.046023051372	357.664964885272	382.393766661034	354.563114120287	338.83712389886	351.303788293834	320.995152942296	350.124696601207	316.908924478333	349.068917082534	25.3049441848235
"chr5-54"	"chr5"	54000001	55000000	"."	1000000	355.889461947311	367.116278614786	356.672572650347	316.4773077442	329.79318170139	336.878885096375	322.294072681445	359.970632307945	338.784154707412	351.435177806592	342.836940921065	371.310816959209	345.29928151188	329.731122971792	325.283638942906	325.810044586008	347.873476624663	330.478960358403	343.536258353235	341.972224551945	15.6501055052898
