""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"15650_S7_L001.bam"	"15654_S8_L001.bam"	"15655_S9_L001.bam"	"15656_S10_L001.bam"	"182533_S1_L001.bam"	"182534_S5_L001.bam"	"182535_S2_L001.bam"	"182536_S3_L001.bam"	"182538_S6_L001.bam"	"182539_S7_L001.bam"	"182540_S8_L001.bam"	"182541_S9_L001.bam"	"182542_S10_L001.bam"	"gc"	"ploidy"	"gender"	"bin"	"sum"	"mean"	"norm.median"	"norm.sd"	"nnorm.var"	"gc_blocked"	"norm.clean.mean"	"norm.clean.median"	"norm.clean.var"	"norm.clean.sd"	"var_blocked"	"blocked"
"749"	"chr4-57"	"chr4"	57000001	58000000	"."	1000000	906	1217	1247	1012	787	712	1005	715	1180	739	694	974	1114	0.390389	2	"neutral"	749	12302	946.307692307692	0.913636363636364	0.0657106450051984	0.00517278832609989	FALSE	0.910861093533796	0.913636363636364	0.00431788886699921	0.0657106450051984	FALSE	FALSE
"750"	"chr4-58"	"chr4"	58000001	59000000	"."	1000000	548	749	925	564	505	559	515	443	758	472	409	471	802	0.33676	2	"neutral"	750	7720	593.846153846154	0.546612623045744	0.105230316533942	0.0370614528434545	FALSE	0.573230395140697	0.546612623045744	0.0110734195178336	0.105230316533942	FALSE	FALSE
"751"	"chr4-59"	"chr4"	59000001	60000000	"."	1000000	457	681	921	470	499	408	424	375	742	434	324	396	732	0.347833	2	"neutral"	751	6863	527.923076923077	0.502605674580197	0.105006485934506	0.0436493192317951	FALSE	0.503279691147372	0.502605674580197	0.0110263620883136	0.105006485934506	FALSE	FALSE
"752"	"chr4-60"	"chr4"	60000001	61000000	"."	1000000	459	747	880	571	527	476	474	383	767	406	330	487	707	0.348811	2	"neutral"	752	7214	554.923076923077	0.53514526710403	0.0929482376298289	0.0301674736184667	FALSE	0.530060233191848	0.53514526710403	0.00863937487849114	0.0929482376298289	FALSE	FALSE
"753"	"chr4-61"	"chr4"	61000001	62000000	"."	1000000	617	806	1005	616	625	552	555	537	794	440	405	652	838	0.356578	2	"neutral"	753	8442	649.384615384615	0.60374531835206	0.0929309162699937	0.0236926089366148	FALSE	0.624080704879081	0.60374531835206	0.00863615519878058	0.0929309162699937	FALSE	FALSE
"754"	"chr4-62"	"chr4"	62000001	63000000	"."	1000000	575	716	953	492	507	483	498	440	714	419	379	441	734	0.351353	2	"neutral"	754	7351	565.461538461538	0.535940803382664	0.0944722086456831	0.0310723780091455	FALSE	0.542765303199506	0.535940803382664	0.00892499820639349	0.0944722086456831	FALSE	FALSE
"755"	"chr4-63"	"chr4"	63000001	64000000	"."	1000000	478	647	946	503	496	450	500	368	624	390	288	425	665	0.343366	2	"neutral"	755	6780	521.538461538462	0.471415182755389	0.0970516011559991	0.0423836425504176	FALSE	0.497982572973058	0.471415182755389	0.00941901328694313	0.0970516011559991	FALSE	FALSE
"756"	"chr4-64"	"chr4"	64000001	65000000	"."	1000000	516	727	868	544	491	510	406	445	681	420	313	473	791	0.346642	2	"neutral"	756	7185	552.692307692308	0.509840674789128	0.109739990931322	0.046329848430118	FALSE	0.53124898164743	0.509840674789128	0.0120428656096066	0.109739990931322	FALSE	FALSE
"757"	"chr4-65"	"chr4"	65000001	66000000	"."	1000000	413	617	889	507	408	412	426	324	648	371	314	396	660	0.344936	2	"neutral"	757	6385	491.153846153846	0.431289640591966	0.0967500199809443	0.0503227160844115	FALSE	0.468412050141199	0.431289640591966	0.00936056636631313	0.0967500199809443	FALSE	FALSE
"758"	"chr4-66"	"chr4"	66000001	67000000	"."	1000000	539	698	891	504	498	521	476	425	782	437	346	481	740	0.351024	2	"neutral"	758	7338	564.461538461538	0.506103286384976	0.098099191558573	0.037570981603818	FALSE	0.542382734077507	0.506103286384976	0.0096234513844456	0.098099191558573	FALSE	FALSE
"759"	"chr4-67"	"chr4"	67000001	68000000	"."	1000000	719	986	1118	890	677	644	720	552	952	584	542	729	950	0.372793	2	"neutral"	759	10063	774.076923076923	0.734417344173442	0.091018315564247	0.0153593111505216	FALSE	0.745029572549733	0.734417344173442	0.00828433376815285	0.091018315564247	FALSE	FALSE
"760"	"chr4-68"	"chr4"	68000001	69000000	"."	1000000	744	888	1146	796	621	542	736	553	952	536	445	700	934	0.367081	2	"neutral"	760	9593	737.923076923077	0.669090909090909	0.0874292017120288	0.0170742944890182	FALSE	0.70422390064374	0.669090909090909	0.00764386531200263	0.0874292017120288	FALSE	FALSE
"761"	"chr4-69"	"chr4"	69000001	70000000	"."	1000000	482	641	1072	531	481	528	468	386	797	456	317	468	794	0.354427	2	"neutral"	761	7421	570.846153846154	0.497656982193065	0.133986590681737	0.0724873911777597	FALSE	0.52435759151894	0.488903397463574	0.0133994825679132	0.115756134040115	FALSE	FALSE
"762"	"chr4-70"	"chr4"	70000001	71000000	"."	1000000	986	1056	1277	763	687	649	865	697	1010	741	613	889	944	0.377062	2	"neutral"	762	11177	859.769230769231	0.810391978122151	0.0728752868937964	0.00808668056446207	FALSE	0.82811986101983	0.810391978122151	0.00531080743985314	0.0728752868937964	FALSE	FALSE
"763"	"chr4-71"	"chr4"	71000001	72000000	"."	1000000	803	1061	1169	845	707	605	799	640	1053	666	493	800	980	0.376094	2	"neutral"	763	10621	817	0.771279675738274	0.0692130887417124	0.00805290706171936	FALSE	0.782030991009053	0.771279675738274	0.00479045165316816	0.0692130887417124	FALSE	FALSE
"764"	"chr4-72"	"chr4"	72000001	73000000	"."	1000000	663	1024	1146	753	712	635	713	508	950	586	524	710	1034	0.369904	2	"neutral"	764	9958	766	0.710027100271003	0.112738125627386	0.0252110985285961	FALSE	0.714947098717637	0.707872031859963	0.00792429916958052	0.0890185327310022	FALSE	FALSE
"765"	"chr4-73"	"chr4"	73000001	74000000	"."	1000000	825	1079	1327	876	813	640	793	637	1190	607	564	815	926	0.375484	2	"neutral"	765	11092	853.230769230769	0.808239700374532	0.0869600827120739	0.0115760269809986	FALSE	0.815025295863169	0.808239700374532	0.00756205598529073	0.0869600827120739	FALSE	FALSE
"766"	"chr4-74"	"chr4"	74000001	75000000	"."	1000000	708	941	1210	815	672	628	771	503	1007	633	487	668	1010	0.373048	2	"neutral"	766	10053	773.307692307692	0.710359408033827	0.112614623092452	0.0251323617348671	FALSE	0.740669961917157	0.710359408033827	0.0126820533342551	0.112614623092452	FALSE	FALSE
"767"	"chr4-75"	"chr4"	75000001	76000000	"."	1000000	1252	1361	1396	1098	933	759	1180	926	1346	937	764	1229	1007	0.400203	2	"neutral"	767	14188	1091.38461538462	1.04665629860031	0.0557372851421961	0.00283585120407191	FALSE	1.05142206947753	1.04665629860031	0.00310664495502247	0.0557372851421961	FALSE	FALSE
"768"	"chr4-76"	"chr4"	76000001	77000000	"."	1000000	1266	1616	1404	1232	1019	783	1151	1057	1373	886	808	1301	1164	0.407767	2	"neutral"	768	15060	1158.46153846154	1.09485094850949	0.0661736105928419	0.00365308405373505	FALSE	1.114423921605	1.09485094850949	0.00437894673889308	0.0661736105928419	FALSE	FALSE
"769"	"chr4-77"	"chr4"	77000001	78000000	"."	1000000	1208	1456	1396	1290	1006	759	1196	983	1356	933	843	1237	1022	0.404645	2	"neutral"	769	14685	1129.61538461538	1.08727272727273	0.059377798681267	0.00298243643893946	FALSE	1.08974884145984	1.08727272727273	0.00352572297623307	0.059377798681267	FALSE	FALSE
"770"	"chr4-78"	"chr4"	78000001	79000000	"."	1000000	1063	1223	1395	1068	922	759	1031	683	1205	836	666	984	1029	0.390437	2	"neutral"	770	12864	989.538461538462	0.968152866242038	0.0704163907672111	0.00529004847290025	FALSE	0.951739098426036	0.968152866242038	0.00495846808868058	0.0704163907672111	FALSE	FALSE
"771"	"chr4-79"	"chr4"	79000001	80000000	"."	1000000	532	711	1010	647	548	577	607	398	834	438	425	559	915	0.360078	2	"neutral"	771	8201	630.846153846154	0.575880758807588	0.126326674973475	0.0481199307998016	FALSE	0.584396396810817	0.563849470312885	0.0106539585893231	0.10321801484878	FALSE	FALSE
"772"	"chr4-80"	"chr4"	80000001	81000000	"."	1000000	592	840	1061	752	609	595	620	509	856	497	424	567	794	0.364089	2	"neutral"	772	8716	670.461538461538	0.629213483146067	0.0969984350114098	0.0237647589738913	FALSE	0.644193950954525	0.629213483146067	0.0094086963946627	0.0969984350114098	FALSE	FALSE
"773"	"chr4-81"	"chr4"	81000001	82000000	"."	1000000	849	1268	1180	991	1000	719	927	740	1158	773	692	980	1017	0.386268	2	"neutral"	773	12294	945.692307692308	0.900466562986003	0.0692781335736427	0.00591912042773459	FALSE	0.913992623994495	0.900466562986003	0.00479945979144748	0.0692781335736427	FALSE	FALSE
"774"	"chr4-82"	"chr4"	82000001	83000000	"."	1000000	1334	1508	1440	1214	1056	725	1175	966	1419	1024	827	1279	1086	0.408747	2	"neutral"	774	15053	1157.92307692308	1.11627906976744	0.0656146152903133	0.00345506013051109	FALSE	1.11419049359358	1.11627906976744	0.00430527773969582	0.0656146152903133	FALSE	FALSE
"775"	"chr4-83"	"chr4"	83000001	84000000	"."	1000000	1280	1429	1425	1102	1002	747	1163	883	1273	925	818	1132	1043	0.401444	2	"neutral"	775	14222	1094	1.05727272727273	0.0557093786838332	0.0027764034195223	FALSE	1.05469704659952	1.05727272727273	0.00310353487333872	0.0557093786838332	FALSE	FALSE
"776"	"chr4-84"	"chr4"	84000001	85000000	"."	1000000	901	1097	1266	909	850	697	873	598	1063	720	558	762	1029	0.38047	2	"neutral"	776	11323	871	0.833815865662999	0.0927363293012368	0.0123697093215008	FALSE	0.837337237541472	0.833815865662999	0.00860002677226743	0.0927363293012368	FALSE	FALSE
"777"	"chr4-85"	"chr4"	85000001	86000000	"."	1000000	772	932	1236	804	751	629	766	499	1069	582	543	742	990	0.370754	2	"neutral"	777	10315	793.461538461538	0.735772357723577	0.106375228631469	0.020902300041064	FALSE	0.760026920094674	0.735772357723577	0.0113156892663973	0.106375228631469	FALSE	FALSE
"778"	"chr4-86"	"chr4"	86000001	87000000	"."	1000000	971	1255	1264	899	804	731	911	657	1143	700	648	854	999	0.38041	2	"neutral"	778	11836	910.461538461538	0.878048780487805	0.0745431132178893	0.00720738572463697	FALSE	0.875020482163593	0.878048780487805	0.00555667572821506	0.0745431132178893	FALSE	FALSE
"779"	"chr4-87"	"chr4"	87000001	88000000	"."	1000000	1095	1430	1377	1151	1003	759	1117	893	1392	910	792	1078	1015	0.393348	2	"neutral"	779	14012	1077.84615384615	1.04979253112033	0.0373691404923452	0.00126712442018274	FALSE	1.03844449462892	1.04979253112033	0.00139645266113664	0.0373691404923452	FALSE	FALSE
"780"	"chr4-88"	"chr4"	88000001	89000000	"."	1000000	1296	1444	1464	1234	1064	757	1157	939	1333	858	816	1227	987	0.397689	2	"neutral"	780	14576	1121.23076923077	1.08164794007491	0.0711188573708822	0.00432312393276796	FALSE	1.07904737416393	1.08164794007491	0.00505789187373988	0.0711188573708822	FALSE	FALSE
"781"	"chr4-89"	"chr4"	89000001	90000000	"."	1000000	709	1014	1152	870	764	721	865	541	1048	583	565	861	992	0.372874	2	"neutral"	781	10685	821.923076923077	0.786363636363636	0.104744280516397	0.0177424582232434	FALSE	0.791233422939924	0.786363636363636	0.0109713643008977	0.104744280516397	FALSE	FALSE
"782"	"chr4-90"	"chr4"	90000001	91000000	"."	1000000	650	765	1079	580	593	539	517	492	845	495	371	528	724	0.352739	2	"neutral"	782	8178	629.076923076923	0.573248407643312	0.0998820933349132	0.0303591464681977	FALSE	0.602531872065175	0.573248407643312	0.00997643256896431	0.0998820933349132	FALSE	FALSE
"783"	"chr4-91"	"chr4"	91000001	92000000	"."	1000000	548	742	955	614	467	481	509	392	781	433	335	458	767	0.35247	2	"neutral"	783	7482	575.538461538462	0.514553990610329	0.10240236984433	0.0396057382912083	FALSE	0.548583219416809	0.514553990610329	0.0104862453497349	0.10240236984433	FALSE	FALSE
"784"	"chr4-92"	"chr4"	92000001	93000000	"."	1000000	465	689	1011	445	459	509	438	342	727	370	379	460	725	0.349002	2	"neutral"	784	7019	539.923076923077	0.485200845665962	0.124529015931013	0.0658715699130923	FALSE	0.496825218099169	0.460910281987911	0.0115147530190045	0.107306817206571	FALSE	FALSE
"785"	"chr4-93"	"chr4"	93000001	94000000	"."	1000000	491	826	848	556	497	526	565	402	773	440	376	568	729	0.355924	2	"neutral"	785	7597	584.384615384615	0.521087160262418	0.0852342444559162	0.0267551559818467	FALSE	0.560393932322443	0.521087160262418	0.00726487642797089	0.0852342444559162	FALSE	FALSE
"786"	"chr4-94"	"chr4"	94000001	95000000	"."	1000000	847	1204	1295	894	815	707	899	711	1159	684	607	896	1018	0.375859	2	"neutral"	786	11736	902.769230769231	0.837863167760075	0.0677458557429643	0.00653761388404532	FALSE	0.866366331945629	0.837863167760075	0.00458950097034653	0.0677458557429643	FALSE	FALSE
"787"	"chr4-95"	"chr4"	95000001	96000000	"."	1000000	640	914	1122	757	684	694	676	532	845	564	417	695	900	0.368308	2	"neutral"	787	9440	726.153846153846	0.657076205287714	0.116260216390814	0.0313062301158509	FALSE	0.677939086397783	0.655115983361865	0.00807421609441204	0.0898566419048255	FALSE	FALSE
"788"	"chr4-96"	"chr4"	96000001	97000000	"."	1000000	462	704	943	554	490	580	523	394	735	410	389	455	904	0.353237	2	"neutral"	788	7543	580.230769230769	0.51921274601687	0.140309494682002	0.0730269950536403	FALSE	0.51014454355746	0.517970401691332	0.00616218901630795	0.0784996115678794	FALSE	FALSE
"789"	"chr4-97"	"chr4"	97000001	98000000	"."	1000000	532	757	962	605	527	536	528	351	853	414	359	507	799	0.357306	2	"neutral"	789	7730	594.615384615385	0.55708245243129	0.116525575480248	0.043752568685947	FALSE	0.567390850832926	0.55708245243129	0.0135782097410029	0.116525575480248	FALSE	FALSE
"790"	"chr4-98"	"chr4"	98000001	99000000	"."	1000000	1158	1354	1353	1104	983	716	961	901	1247	831	723	974	1050	0.388791	2	"neutral"	790	13355	1027.30769230769	0.996204933586338	0.0587423554496711	0.00347700517724389	FALSE	0.989807493496246	0.996204933586338	0.00345066432377551	0.0587423554496711	FALSE	FALSE
"791"	"chr4-99"	"chr4"	99000001	100000000	"."	1000000	948	1179	1294	948	874	761	959	668	1234	707	581	967	986	0.38421	2	"neutral"	791	12106	931.230769230769	0.888472352389878	0.0773252861051425	0.00757452206979227	FALSE	0.893489907781523	0.888472352389878	0.00597919987124214	0.0773252861051425	FALSE	FALSE
"792"	"chr4-100"	"chr4"	100000001	101000000	"."	1000000	612	942	1125	816	636	620	704	537	959	579	472	659	957	0.370693	2	"neutral"	792	9618	739.846153846154	0.6723044397463	0.105475075441594	0.024613180176028	FALSE	0.709787543197792	0.6723044397463	0.01112499153941	0.105475075441594	FALSE	FALSE
"793"	"chr4-101"	"chr4"	101000001	102000000	"."	1000000	717	932	1171	747	617	575	621	507	934	550	509	649	900	0.363089	2	"neutral"	793	9429	725.307692307692	0.68970189701897	0.0973432338298029	0.019919970850585	FALSE	0.694594653105842	0.68970189701897	0.00947570517244369	0.0973432338298029	FALSE	FALSE
"794"	"chr4-102"	"chr4"	102000001	103000000	"."	1000000	983	1182	1273	932	858	726	883	652	1205	680	780	932	1030	0.381572	2	"neutral"	794	12116	932	0.906976744186046	0.0891451735386683	0.00966058367766434	FALSE	0.899453528053888	0.906976744186046	0.00794686196523929	0.0891451735386683	FALSE	FALSE
"795"	"chr4-103"	"chr4"	103000001	104000000	"."	1000000	684	898	1112	721	669	632	734	567	932	593	465	664	929	0.365954	2	"neutral"	795	9600	738.461538461538	0.67572633552015	0.0916269585428483	0.0183867449209933	FALSE	0.710761939691159	0.67572633552015	0.00839549953181285	0.0916269585428483	FALSE	FALSE
"796"	"chr4-104"	"chr4"	104000001	105000000	"."	1000000	496	609	903	584	440	512	520	357	674	430	283	428	772	0.356204	2	"neutral"	796	7008	539.076923076923	0.472727272727273	0.117171991643481	0.0614364774670745	FALSE	0.517005504274748	0.472727272727273	0.0137292756257	0.117171991643481	FALSE	FALSE
"797"	"chr4-105"	"chr4"	105000001	106000000	"."	1000000	844	1169	1194	848	763	677	798	652	1079	639	491	786	928	0.370332	2	"neutral"	797	10868	836	0.794751640112465	0.0802768872187465	0.0102027720224732	FALSE	0.800221220452113	0.794751640112465	0.00644437862153135	0.0802768872187465	FALSE	FALSE
"798"	"chr4-106"	"chr4"	106000001	107000000	"."	1000000	653	780	955	624	554	535	611	456	880	509	392	579	828	0.363452	2	"neutral"	798	8356	642.769230769231	0.585623678646934	0.0860516973499344	0.0215914408857551	FALSE	0.616216766489564	0.585623678646934	0.0074048946168047	0.0860516973499344	FALSE	FALSE
"799"	"chr4-107"	"chr4"	107000001	108000000	"."	1000000	704	1049	1188	830	799	641	718	558	1033	589	559	758	921	0.375989	2	"neutral"	799	10347	795.923076923077	0.77788191190253	0.0917408255267353	0.0139090651605754	FALSE	0.764215452783721	0.77788191190253	0.00841637906832689	0.0917408255267353	FALSE	FALSE
"800"	"chr4-108"	"chr4"	108000001	109000000	"."	1000000	1121	1373	1301	1075	924	797	1052	816	1359	923	808	1151	991	0.397736	2	"neutral"	800	13691	1053.15384615385	1.02846441947566	0.0586996498273346	0.00325756040712119	FALSE	1.01775411324592	1.02846441947566	0.00344564888985171	0.0586996498273346	FALSE	FALSE
"801"	"chr4-109"	"chr4"	109000001	110000000	"."	1000000	1004	1313	1286	1021	951	636	982	809	1279	752	675	1031	945	0.388377	2	"neutral"	801	12684	975.692307692308	0.939835916134913	0.0435771077310584	0.00214987262110828	FALSE	0.935000136048069	0.939835916134913	0.00189896431820427	0.0435771077310584	FALSE	FALSE
"802"	"chr4-110"	"chr4"	110000001	111000000	"."	1000000	1025	1280	1200	1036	817	611	926	801	1232	819	728	908	899	0.387617	2	"neutral"	802	12282	944.769230769231	0.913861950941244	0.0576546425604129	0.00398022274079503	FALSE	0.909310942262612	0.913861950941244	0.00332405780876897	0.0576546425604129	FALSE	FALSE
"803"	"chr4-111"	"chr4"	111000001	112000000	"."	1000000	564	804	1074	528	569	567	564	423	798	470	362	530	816	0.357337	2	"neutral"	803	8069	620.692307692308	0.544296467863347	0.11877630727693	0.047619913922673	FALSE	0.593669825914789	0.544296467863347	0.0141078111703437	0.11877630727693	FALSE	FALSE
"804"	"chr4-112"	"chr4"	112000001	113000000	"."	1000000	1301	1409	1351	1118	974	684	1064	971	1310	888	701	1097	1052	0.392964	2	"neutral"	804	13920	1070.76923076923	1.01866251944012	0.072966348012679	0.00513079385970292	FALSE	1.02873390523617	1.01866251944012	0.00532408794230738	0.072966348012679	FALSE	FALSE
"805"	"chr4-113"	"chr4"	113000001	114000000	"."	1000000	603	1121	1059	884	717	588	729	566	982	563	507	686	867	0.366452	2	"neutral"	805	9872	759.384615384615	0.757928118393235	0.0910733012246212	0.0144386344004546	FALSE	0.726983373872706	0.757928118393235	0.00829434619595059	0.0910733012246212	FALSE	FALSE
"806"	"chr4-114"	"chr4"	114000001	115000000	"."	1000000	635	749	1013	651	613	558	611	462	906	513	375	622	839	0.359735	2	"neutral"	806	8547	657.461538461538	0.596244131455399	0.0961676922443162	0.0260141807587915	FALSE	0.630117926538601	0.596244131455399	0.00924822503159751	0.0961676922443162	FALSE	FALSE
"807"	"chr4-115"	"chr4"	115000001	116000000	"."	1000000	464	651	848	432	491	441	413	355	609	347	288	398	679	0.342337	2	"neutral"	807	6416	493.538461538462	0.435680751173709	0.0996361460987452	0.0522994469076696	FALSE	0.472298519952812	0.435680751173709	0.0099273616094105	0.0996361460987452	FALSE	FALSE
"808"	"chr4-116"	"chr4"	116000001	117000000	"."	1000000	481	593	828	450	462	447	452	349	716	365	304	446	734	0.34327	2	"neutral"	808	6627	509.769230769231	0.444194756554307	0.0997925633678226	0.0504718822994165	FALSE	0.487872241093813	0.444194756554307	0.00995855570352089	0.0997925633678226	FALSE	FALSE
"809"	"chr4-117"	"chr4"	117000001	118000000	"."	1000000	485	722	946	561	583	537	502	371	681	415	377	492	678	0.350694	2	"neutral"	809	7350	565.384615384615	0.525773195876289	0.101869534954344	0.0375397834857442	FALSE	0.544284944036766	0.525773195876289	0.0103774021518143	0.101869534954344	FALSE	FALSE
"810"	"chr4-118"	"chr4"	118000001	119000000	"."	1000000	906	1219	1314	942	796	677	907	803	1070	790	651	891	962	0.383535	2	"neutral"	810	11928	917.538461538462	0.882849109653233	0.0492332174362212	0.00310987884277926	FALSE	0.884202089322534	0.882849109653233	0.00242390969912224	0.0492332174362212	FALSE	FALSE
"811"	"chr4-119"	"chr4"	119000001	120000000	"."	1000000	737	1037	1150	840	764	682	781	519	1091	652	547	765	1018	0.376206	2	"neutral"	811	10583	814.076923076923	0.776779026217228	0.103667228978481	0.0178109874917511	FALSE	0.782358333437973	0.776779026217228	0.0107468943640769	0.103667228978481	FALSE	FALSE
"812"	"chr4-120"	"chr4"	120000001	121000000	"."	1000000	620	939	1089	811	709	603	662	491	915	563	482	686	982	0.366975	2	"neutral"	812	9552	734.769230769231	0.703370786516854	0.108913409146708	0.0239769562848967	FALSE	0.705632241141708	0.703370786516854	0.0118621306919583	0.108913409146708	FALSE	FALSE
"813"	"chr4-121"	"chr4"	121000001	122000000	"."	1000000	919	1120	1208	994	817	692	865	676	1136	687	661	962	1008	0.381262	2	"neutral"	813	11745	903.461538461538	0.87693710118505	0.0604001029378059	0.00474393214684802	FALSE	0.870503265210841	0.87693710118505	0.00364817243489755	0.0604001029378059	FALSE	FALSE
"814"	"chr4-122"	"chr4"	122000001	123000000	"."	1000000	897	1194	1190	798	808	672	845	627	1081	754	645	831	922	0.377611	2	"neutral"	814	11264	866.461538461538	0.854122621564482	0.0659404695950713	0.00596023828163297	FALSE	0.835010015769395	0.854122621564482	0.00434814553041853	0.0659404695950713	FALSE	FALSE
"815"	"chr4-123"	"chr4"	123000001	124000000	"."	1000000	953	1229	1264	956	823	665	825	732	1119	741	673	903	1000	0.380335	2	"neutral"	815	11883	914.076923076923	0.894835680751174	0.0545290477432859	0.00371337869480385	FALSE	0.879754160888239	0.894835680751174	0.00297341704778956	0.0545290477432859	FALSE	FALSE
"816"	"chr4-124"	"chr4"	124000001	125000000	"."	1000000	596	850	1064	534	600	541	539	428	827	492	357	592	939	0.359395	2	"neutral"	816	8359	643	0.569774174869716	0.128737131019643	0.0510507505018497	FALSE	0.590314490014771	0.564699294007628	0.0104983629694006	0.102461519456821	FALSE	FALSE
"817"	"chr4-125"	"chr4"	125000001	126000000	"."	1000000	574	768	929	619	563	493	554	484	838	546	397	541	839	0.353185	2	"neutral"	817	8145	626.538461538462	0.580131208997188	0.0858341142904535	0.0218910907306834	FALSE	0.602151781066878	0.580131208997188	0.00736749517602663	0.0858341142904535	FALSE	FALSE
"818"	"chr4-126"	"chr4"	126000001	127000000	"."	1000000	572	713	913	606	582	485	501	459	728	421	355	501	877	0.351964	2	"neutral"	818	7713	593.307692307692	0.537089201877934	0.107128599214526	0.0397848761479014	FALSE	0.547788742419364	0.53558579944084	0.00573819061108943	0.0757508456130322	FALSE	FALSE
"819"	"chr4-127"	"chr4"	127000001	128000000	"."	1000000	845	1153	1194	938	826	624	790	694	1187	695	586	834	979	0.375532	2	"neutral"	819	11345	872.692307692308	0.863070539419087	0.0642746822876455	0.00554609484656408	FALSE	0.836908990064447	0.863070539419087	0.00413123478317778	0.0642746822876455	FALSE	FALSE
"820"	"chr4-128"	"chr4"	128000001	129000000	"."	1000000	1303	1469	1505	1152	935	847	1184	898	1275	970	829	1155	1137	0.402102	2	"neutral"	820	14659	1127.61538461538	1.0796626054358	0.0668522420970212	0.00383403289932021	FALSE	1.08856066665817	1.0796626054358	0.00446922227339874	0.0668522420970212	FALSE	FALSE
"821"	"chr4-129"	"chr4"	129000001	130000000	"."	1000000	544	770	1028	765	583	588	712	528	958	437	383	587	950	0.3637	2	"neutral"	821	8833	679.461538461538	0.616279069767442	0.127595257503623	0.0428661252609212	FALSE	0.629336258910295	0.609337481261359	0.0115525167041685	0.107482634430723	FALSE	FALSE
"822"	"chr4-130"	"chr4"	130000001	131000000	"."	1000000	487	658	895	529	527	498	484	390	727	450	341	469	772	0.34823	2	"neutral"	822	7227	555.923076923077	0.495782567947516	0.101795194943923	0.0421572284838031	FALSE	0.534592645919071	0.495782567947516	0.0103622617136713	0.101795194943923	FALSE	FALSE
"823"	"chr4-131"	"chr4"	131000001	132000000	"."	1000000	592	807	1079	638	659	450	592	449	832	491	446	529	845	0.35644	2	"neutral"	823	8409	646.846153846154	0.604336043360434	0.0988886781848155	0.0267754112454587	FALSE	0.617897108396714	0.604336043360434	0.00977897067314001	0.0988886781848155	FALSE	FALSE
"824"	"chr4-132"	"chr4"	132000001	133000000	"."	1000000	444	688	913	514	465	491	470	358	657	391	373	462	749	0.344758	2	"neutral"	824	6975	536.538461538462	0.49154334038055	0.105996358607346	0.0465005680881953	FALSE	0.515311336214101	0.49154334038055	0.011235228038017	0.105996358607346	FALSE	FALSE
"825"	"chr4-133"	"chr4"	133000001	134000000	"."	1000000	511	736	874	481	528	452	437	351	636	367	308	500	699	0.346278	2	"neutral"	825	6880	529.230769230769	0.47981220657277	0.0948000146457326	0.0390368013049554	FALSE	0.50520786820658	0.47981220657277	0.00898704277683111	0.0948000146457326	FALSE	FALSE
"826"	"chr4-134"	"chr4"	134000001	135000000	"."	1000000	464	631	864	485	400	402	436	341	692	397	305	394	693	0.344793	2	"neutral"	826	6504	500.307692307692	0.454545454545455	0.0945320328611231	0.0432517173463853	FALSE	0.476643578416169	0.454545454545455	0.00893630523685646	0.0945320328611231	FALSE	FALSE
"827"	"chr4-135"	"chr4"	135000001	136000000	"."	1000000	449	594	998	457	405	439	428	365	638	330	297	415	699	0.342362	2	"neutral"	827	6514	501.076923076923	0.428118393234672	0.117677364874914	0.0755541103104316	FALSE	0.454823598524613	0.424857318683064	0.00823892563458222	0.0907685277757782	FALSE	FALSE
"828"	"chr4-136"	"chr4"	136000001	137000000	"."	1000000	542	680	970	572	487	518	465	440	754	456	363	552	770	0.348657	2	"neutral"	828	7569	582.230769230769	0.514799154334038	0.0994881242725762	0.0373479557922597	FALSE	0.559267323034581	0.514799154334038	0.00989788687127556	0.0994881242725762	FALSE	FALSE
"829"	"chr4-137"	"chr4"	137000001	138000000	"."	1000000	551	741	1022	517	575	526	578	433	790	426	374	537	801	0.351572	2	"neutral"	829	7871	605.461538461538	0.525454545454546	0.105327521887254	0.0401803232389489	FALSE	0.579569279824051	0.525454545454546	0.0110938868669099	0.105327521887254	FALSE	FALSE
"830"	"chr4-138"	"chr4"	138000001	139000000	"."	1000000	978	1077	1335	987	890	742	1010	705	1121	766	658	935	970	0.387473	2	"neutral"	830	12174	936.461538461538	0.918181818181818	0.0636075785329632	0.0047991060647591	FALSE	0.904136603852731	0.918181818181818	0.00404592404682708	0.0636075785329632	FALSE	FALSE
"831"	"chr4-139"	"chr4"	139000001	140000000	"."	1000000	1475	1574	1573	1279	1101	750	1286	1165	1446	982	935	1299	1146	0.41606	2	"neutral"	831	16011	1231.61538461538	1.16909090909091	0.0939675827556302	0.00646040200654302	FALSE	1.18691659761502	1.16909090909091	0.00882990660893622	0.0939675827556302	FALSE	FALSE
"832"	"chr4-140"	"chr4"	140000001	141000000	"."	1000000	1090	1348	1306	1094	957	696	1064	948	1286	899	720	1061	1007	0.399761	2	"neutral"	832	13476	1036.61538461538	1	0.0374293486346211	0.00140095613921201	FALSE	0.999270921151357	1	0.00140095613921201	0.0374293486346211	FALSE	FALSE
"833"	"chr4-141"	"chr4"	141000001	142000000	"."	1000000	708	1053	1203	929	792	668	741	630	1117	576	534	794	975	0.374544	2	"neutral"	833	10720	824.615384615385	0.78876404494382	0.0999640656646959	0.0160617777157271	FALSE	0.790685370675574	0.78876404494382	0.00999281442421563	0.0999640656646959	FALSE	FALSE
