""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"mean"	"sd"
"chr3-160"	"chr3"	160000001	161000000	"."	1000000	1.93042190969652	1.95137254901961	2.2781875658588	2.05332734152498	0.195016211345632
"chr3-161"	"chr3"	161000001	162000000	"."	1000000	2	2.14588235294118	2.01685985247629	2.05424740180582	0.0798046794277418
"chr3-162"	"chr3"	162000001	163000000	"."	1000000	1.74537379718727	1.62039215686275	1.61011591148577	1.65862728851193	0.07530018512781
"chr3-163"	"chr3"	163000001	164000000	"."	1000000	1.74833456698742	1.85098039215686	1.55742887249737	1.71891461054722	0.14897071541517
"chr3-164"	"chr3"	164000001	165000000	"."	1000000	1.90525536639526	1.87450980392157	1.58904109589041	1.78960208873575	0.174369883555866
"chr3-165"	"chr3"	165000001	166000000	"."	1000000	1.93486306439674	1.92313725490196	1.69020021074816	1.84940017668229	0.137995817027721
"chr3-166"	"chr3"	166000001	167000000	"."	1000000	1.99703923019985	1.88235294117647	1.82297154899895	1.90078790679176	0.0884860179779416
"chr3-167"	"chr3"	167000001	168000000	"."	1000000	2.00296076980015	2.05490196078431	2.1159114857745	2.05792473878632	0.0565359969392662
"chr3-168"	"chr3"	168000001	169000000	"."	1000000	1.95410806809771	1.94509803921569	1.9536354056902	1.9509471710012	0.00507100674630528
"chr3-169"	"chr3"	169000001	170000000	"."	1000000	2.01332346410067	2.02352941176471	1.92623814541623	1.98769700709387	0.0534690013088298
"chr3-170"	"chr3"	170000001	171000000	"."	1000000	2.08882309400444	2.19294117647059	1.98103266596417	2.08759897881307	0.105959558557797
"chr3-171"	"chr3"	171000001	172000000	"."	1000000	1.96150999259808	1.99058823529412	2.1622760800843	2.0381247693255	0.108496760421309
"chr3-172"	"chr3"	172000001	173000000	"."	1000000	1.98371576609919	2.09882352941176	2.16016859852476	2.08090263134524	0.0895810775687886
"chr3-173"	"chr3"	173000001	174000000	"."	1000000	1.91117690599556	1.96705882352941	1.78925184404636	1.88916252452378	0.0909247228860776
"chr3-174"	"chr3"	174000001	175000000	"."	1000000	1.82235381199112	2.12549019607843	1.79978925184405	1.91587775330453	0.181879965823311
"chr3-175"	"chr3"	175000001	176000000	"."	1000000	1.84307920059215	1.71921568627451	1.71338250790306	1.75855913158991	0.0732546110534129
"chr3-176"	"chr3"	176000001	177000000	"."	1000000	1.88749074759437	2.04078431372549	1.80400421496312	1.91075975876099	0.120092834727905
"chr3-177"	"chr3"	177000001	178000000	"."	1000000	1.94226498889711	1.99372549019608	1.96838777660695	1.96812608523338	0.0257312487117599
"chr3-178"	"chr3"	178000001	179000000	"."	1000000	1.98223538119911	1.9121568627451	1.89041095890411	1.92826773428277	0.0479854276705994
"chr3-179"	"chr3"	179000001	180000000	"."	1000000	2.00888230940044	1.94980392156863	2.01053740779768	1.98974121292225	0.0345966077553032
"chr3-180"	"chr3"	180000001	181000000	"."	1000000	1.93486306439674	1.86980392156863	1.90094836670179	1.90187178422239	0.032539399830364
"chr3-181"	"chr3"	181000001	182000000	"."	1000000	1.94522575869726	1.83529411764706	1.79557428872497	1.8586980550231	0.077522247321287
"chr3-182"	"chr3"	182000001	183000000	"."	1000000	2.08586232420429	2.07686274509804	2.04847207586934	2.07039904839056	0.0195151786817899
"chr3-183"	"chr3"	183000001	184000000	"."	1000000	2.16284233900814	2.10509803921569	2.01475237091675	2.09423091638019	0.074640675448232
"chr3-184"	"chr3"	184000001	185000000	"."	1000000	2.06365655070318	2.11294117647059	2.25922023182297	2.14527265299891	0.101711757551214
"chr3-185"	"chr3"	185000001	186000000	"."	1000000	2.03256846780163	2.09254901960784	2.11380400421496	2.07964049720814	0.0421280851332954
"chr3-186"	"chr3"	186000001	187000000	"."	1000000	2.14951887490748	2.11137254901961	2.08851422550053	2.1164685498092	0.0308199404663907
"chr3-187"	"chr3"	187000001	188000000	"."	1000000	1.85640266469282	2.0956862745098	2.14541622760801	2.03250172227021	0.154519984527961
"chr3-188"	"chr3"	188000001	189000000	"."	1000000	2.06365655070318	1.97647058823529	2.30979978925184	2.11664230939677	0.172866153514314
"chr3-189"	"chr3"	189000001	190000000	"."	1000000	2.10066617320503	2.00313725490196	1.89462592202318	1.99947645004339	0.103068896355445
"chr3-190"	"chr3"	190000001	191000000	"."	1000000	2.09474463360474	2.00313725490196	2.05268703898841	2.05018964249837	0.0458547238582877
"chr3-191"	"chr3"	191000001	192000000	"."	1000000	2.00148038490007	2	1.86301369863014	1.95483136117674	0.0795198733116702
"chr3-192"	"chr3"	192000001	193000000	"."	1000000	1.99111769059956	1.94196078431373	2.08008429926238	2.00438759139189	0.0700113851150057
"chr3-193"	"chr3"	193000001	194000000	"."	1000000	2.01776461880089	1.88235294117647	1.97471022128556	1.95827592708764	0.0691855846878721
"chr3-194"	"chr3"	194000001	195000000	"."	1000000	2.039970392302	1.97176470588235	2.0231822971549	2.01163913177975	0.0355378307603644
"chr3-195"	"chr3"	195000001	196000000	"."	1000000	2.08882309400444	2.26666666666667	2.5331928345627	2.2962275317446	0.223654868355397
"chr3-196"	"chr3"	196000001	197000000	"."	1000000	1.98371576609919	1.9121568627451	2.08640674394099	1.99409312426176	0.0875872276420562
"chr3-197"	"chr3"	197000001	198000000	"."	1000000	2.08290155440414	2.00627450980392	2.1390937829294	2.07608994904582	0.0666711204650351
"chr3-198"	"chr3"	198000001	198295559	"."	295559	0.494448556624722	0.501960784313725	0.413066385669125	0.469825242202524	0.0492979131145233
"chr4-0"	"chr4"	1	1000000	"."	1000000	2.24722427831236	2.0956862745098	1.93256059009484	2.09182371430567	0.157367400369841
"chr4-1"	"chr4"	1000001	2000000	"."	1000000	1.90377498149519	2.18509803921569	2.01896733403583	2.03594678491557	0.141428045363838
"chr4-2"	"chr4"	2000001	3000000	"."	1000000	2.03256846780163	2.17882352941176	2.10115911485775	2.10418370402371	0.0731744276804632
"chr4-3"	"chr4"	3000001	4000000	"."	1000000	2.04885270170244	2.3121568627451	2.17702845100105	2.17934600514953	0.131667378642234
"chr4-4"	"chr4"	4000001	5000000	"."	1000000	2.05773501110289	2.19450980392157	2.01053740779768	2.08759407427405	0.0955517314023431
"chr4-5"	"chr4"	5000001	6000000	"."	1000000	2.07698001480385	2.22274509803922	2.09694415173867	2.13222308819391	0.0790273205335533
"chr4-6"	"chr4"	6000001	7000000	"."	1000000	2.07846039970392	2.10352941176471	2.25289778714436	2.144962532871	0.0943113364220757
"chr4-7"	"chr4"	7000001	8000000	"."	1000000	2.25610658771281	2.07529411764706	2.14541622760801	2.15893897765596	0.0911615922933755
"chr4-8"	"chr4"	8000001	9000000	"."	1000000	2.10510732790526	2.1678431372549	1.93677555321391	2.06990867279136	0.119487514368681
"chr4-9"	"chr4"	9000001	10000000	"."	1000000	2.0340488527017	2.4721568627451	2.42360379346681	2.3099365029712	0.240155880237202
"chr4-10"	"chr4"	10000001	11000000	"."	1000000	2.14063656550703	2.00470588235294	2.14963119072708	2.09832454619568	0.0812007788477901
"chr4-11"	"chr4"	11000001	12000000	"."	1000000	2.15247964470762	2.04078431372549	2.01685985247629	2.07004127030313	0.0723889435090548
"chr4-12"	"chr4"	12000001	13000000	"."	1000000	1.96150999259808	1.99372549019608	1.93888303477345	1.96470617252253	0.0275605769855783
"chr4-13"	"chr4"	13000001	14000000	"."	1000000	2.06513693560326	1.97333333333333	2.00632244467861	2.0149309045384	0.0465032744363427
"chr4-14"	"chr4"	14000001	15000000	"."	1000000	2.08734270910437	1.9843137254902	2.03371970495258	2.03512537984905	0.0515288735329835
"chr4-15"	"chr4"	15000001	16000000	"."	1000000	1.97927461139896	2.10980392156863	2.06743940990516	2.05217264762425	0.0665903951501152
"chr4-16"	"chr4"	16000001	17000000	"."	1000000	1.98667653589933	2.01098039215686	2.08429926238145	2.02731873014588	0.0508208141181674
"chr4-17"	"chr4"	17000001	18000000	"."	1000000	2.05329385640266	2.06901960784314	2.04214963119073	2.05482103181218	0.0134999299951455
"chr4-18"	"chr4"	18000001	19000000	"."	1000000	2.01184307920059	1.9043137254902	1.83350895679663	1.91655525382914	0.0897950781805599
"chr4-19"	"chr4"	19000001	20000000	"."	1000000	1.97187268689859	2.06117647058824	1.82297154899895	1.95200690216193	0.120338618987184
"chr4-20"	"chr4"	20000001	21000000	"."	1000000	2.02072538860104	1.94823529411765	2	1.98965356090623	0.0373361761699498
"chr4-21"	"chr4"	21000001	22000000	"."	1000000	2.03700962250185	1.87137254901961	1.79557428872497	1.90131882008214	0.123472018943164
"chr4-22"	"chr4"	22000001	23000000	"."	1000000	2.04441154700222	1.96078431372549	2.19178082191781	2.06565889421517	0.11695483753121
"chr4-23"	"chr4"	23000001	24000000	"."	1000000	2.13175425610659	1.94823529411765	1.89041095890411	1.99013350304278	0.126008895358588
"chr4-24"	"chr4"	24000001	25000000	"."	1000000	2.10214655810511	2.02039215686275	2.01053740779768	2.04435870758851	0.0502877298183182
"chr4-25"	"chr4"	25000001	26000000	"."	1000000	1.99555884529978	2.00156862745098	1.97049525816649	1.98920757697242	0.0164815814379922
"chr4-26"	"chr4"	26000001	27000000	"."	1000000	1.98371576609919	1.94980392156863	2.07586933614331	2.00312967460371	0.0652364704022069
"chr4-27"	"chr4"	27000001	28000000	"."	1000000	2.02960769800148	1.93411764705882	2.00210748155954	1.98861094220661	0.0491549070606034
"chr4-28"	"chr4"	28000001	29000000	"."	1000000	1.95114729829756	1.85725490196078	1.79346680716544	1.86728966914126	0.0793177580065864
"chr4-29"	"chr4"	29000001	30000000	"."	1000000	1.84307920059215	1.95607843137255	1.6754478398314	1.8248684905987	0.141198812658014
"chr4-30"	"chr4"	30000001	31000000	"."	1000000	1.94818652849741	1.98588235294118	1.83140147523709	1.92182345222523	0.0805440515305495
"chr4-31"	"chr4"	31000001	32000000	"."	1000000	1.79274611398964	1.90588235294118	1.63329820864067	1.77730889185716	0.136946193088325
"chr4-32"	"chr4"	32000001	33000000	"."	1000000	1.90969652109548	1.85882352941176	1.66069546891465	1.80973850647397	0.131557537239013
"chr4-33"	"chr4"	33000001	34000000	"."	1000000	1.95410806809771	1.79764705882353	1.70284510010537	1.81820007567554	0.126886128664121
"chr4-34"	"chr4"	34000001	35000000	"."	1000000	1.8519615099926	1.70509803921569	1.75553213909378	1.77086389610069	0.0746224955482549
"chr4-35"	"chr4"	35000001	36000000	"."	1000000	1.95262768319763	1.78823529411765	1.96628029504742	1.90238109078757	0.0990885746473226
"chr4-36"	"chr4"	36000001	37000000	"."	1000000	1.9659511472983	1.86666666666667	2.01685985247629	1.94982588881375	0.0763840051110579
"chr4-37"	"chr4"	37000001	38000000	"."	1000000	1.91117690599556	1.99843137254902	2.19599578503688	2.03520135452715	0.145926255847236
"chr4-38"	"chr4"	38000001	39000000	"."	1000000	2.03849000740192	2.02196078431373	1.96838777660695	2.00961285610753	0.0366460664853232
"chr4-39"	"chr4"	39000001	40000000	"."	1000000	2.00296076980015	1.97176470588235	2.06743940990516	2.01405496186255	0.0487926538589702
"chr4-40"	"chr4"	40000001	41000000	"."	1000000	2.05773501110289	1.93254901960784	2.13277133825079	2.04101845632051	0.101152491929432
"chr4-41"	"chr4"	41000001	42000000	"."	1000000	1.93782383419689	2.17725490196078	2.09483667017914	2.06997180211227	0.121636776102569
"chr4-42"	"chr4"	42000001	43000000	"."	1000000	2.01628423390081	2.16470588235294	2.07586933614331	2.08561981746569	0.07468969371222
"chr4-43"	"chr4"	43000001	44000000	"."	1000000	1.97187268689859	1.93254901960784	1.89041095890411	1.93161088847018	0.0407389659844897
"chr4-44"	"chr4"	44000001	45000000	"."	1000000	1.9259807549963	1.83372549019608	1.89041095890411	1.8833724013655	0.0465286410720106
"chr4-45"	"chr4"	45000001	46000000	"."	1000000	1.90969652109548	1.82588235294118	1.71970495258167	1.81842794220611	0.0952148896241585
"chr4-46"	"chr4"	46000001	47000000	"."	1000000	1.92153960029608	1.91529411764706	1.73445732349842	1.85709701381385	0.106254984560154
"chr4-47"	"chr4"	47000001	48000000	"."	1000000	1.97779422649889	2.11607843137255	1.95152792413066	2.01513352733403	0.0884018376422883
"chr4-48"	"chr4"	48000001	49000000	"."	1000000	1.97039230199852	1.96862745098039	2.21074815595364	2.04992263631085	0.139281780937272
"chr4-49"	"chr4"	49000001	50000000	"."	1000000	5.7720207253886	6.0643137254902	5.22023182297155	5.68552209128345	0.428637463150875
"chr4-50"	"chr4"	50000001	51000000	"."	1000000	3.74093264248705	4.42039215686274	2.42360379346681	3.52830953093887	1.01523267417951
"chr4-51"	"chr4"	51000001	52000000	"."	1000000	2.54626202812731	3.56862745098039	2.32876712328767	2.81455220079846	0.662040875332113
"chr4-52"	"chr4"	52000001	53000000	"."	1000000	1.98519615099926	2.11294117647059	2.10115911485775	2.06643214744253	0.070598651421685
"chr4-53"	"chr4"	53000001	54000000	"."	1000000	2.16876387860844	2.08	2.03793466807165	2.0955661822267	0.066789221467656
"chr4-54"	"chr4"	54000001	55000000	"."	1000000	2.17764618800888	2.12078431372549	2.17281348788198	2.15708132987212	0.0315268739885603
"chr4-55"	"chr4"	55000001	56000000	"."	1000000	1.99851961509993	1.96549019607843	2.03793466807165	2.00064815975	0.0362691109256864
"chr4-56"	"chr4"	56000001	57000000	"."	1000000	2.05329385640266	2.06588235294118	2.02528977871444	2.04815532935276	0.0207784170660402
"chr4-57"	"chr4"	57000001	58000000	"."	1000000	2.20577350111029	2.10039215686275	2.02107481559536	2.10908015785613	0.0926553405297347
"chr4-58"	"chr4"	58000001	59000000	"."	1000000	1.8060695780903	1.94823529411765	1.72813487881981	1.82747991700925	0.111601300006041
"chr4-59"	"chr4"	59000001	60000000	"."	1000000	1.79718726868986	1.8478431372549	1.79346680716544	1.81283240437007	0.0303771957451419
"chr4-60"	"chr4"	60000001	61000000	"."	1000000	1.99555884529978	1.78980392156863	1.70495258166491	1.83010511617777	0.149436072723916
"chr4-61"	"chr4"	61000001	62000000	"."	1000000	1.85640266469282	1.97803921568627	1.79768177028451	1.8773745502212	0.091989494046463
"chr4-62"	"chr4"	62000001	63000000	"."	1000000	1.86824574389341	1.99843137254902	1.8377239199157	1.90146701211938	0.0853490528938591
"chr4-63"	"chr4"	63000001	64000000	"."	1000000	1.85788304959289	1.75686274509804	1.59747102212856	1.7374056056065	0.131291817033343
"chr4-64"	"chr4"	64000001	65000000	"."	1000000	1.9659511472983	1.92313725490196	1.64594309799789	1.84501050006605	0.173721415692353
"chr4-65"	"chr4"	65000001	66000000	"."	1000000	1.82827535159141	1.81019607843137	1.73024236037935	1.78957126346738	0.0521694746544431
"chr4-66"	"chr4"	66000001	67000000	"."	1000000	1.91857883049593	1.92156862745098	1.75974710221286	1.86663152005326	0.0925766914739824
"chr4-67"	"chr4"	67000001	68000000	"."	1000000	2.03256846780163	1.91372549019608	1.94731296101159	1.96453563966977	0.061264825362196
"chr4-68"	"chr4"	68000001	69000000	"."	1000000	1.86232420429312	1.94352941176471	1.66069546891465	1.82218302832416	0.14562707616771
"chr4-69"	"chr4"	69000001	70000000	"."	1000000	1.88452997779423	1.9121568627451	1.89041095890411	1.89569926648114	0.0145528636630103
"chr4-70"	"chr4"	70000001	71000000	"."	1000000	2.03256846780163	1.87607843137255	2.15384615384615	2.02083101767344	0.139255350754207
"chr4-71"	"chr4"	71000001	72000000	"."	1000000	1.9659511472983	1.9043137254902	2.09694415173867	1.98906967484239	0.0983741328603338
"chr4-72"	"chr4"	72000001	73000000	"."	1000000	2.01628423390081	2.01098039215686	1.92413066385669	1.98379842997146	0.0517418053333657
"chr4-73"	"chr4"	73000001	74000000	"."	1000000	2.02960769800148	1.92627450980392	1.95152792413066	1.96913671064536	0.0538701120071049
"chr4-74"	"chr4"	74000001	75000000	"."	1000000	2.01332346410067	2.0643137254902	2.03371970495258	2.03711896484781	0.0256645263938312
"chr4-75"	"chr4"	75000001	76000000	"."	1000000	2.04885270170244	2.05647058823529	2.09905163329821	2.06812497441198	0.0270527581071807
"chr4-76"	"chr4"	76000001	77000000	"."	1000000	2.0059215396003	2.04705882352941	2.12644889357218	2.05980975223396	0.0612670417189162
"chr4-77"	"chr4"	77000001	78000000	"."	1000000	1.97779422649889	2.19607843137255	2.06111696522655	2.078329874366	0.110155397984454
"chr4-78"	"chr4"	78000001	79000000	"."	1000000	2.07105847520355	2.02196078431373	2.13066385669125	2.07456103873618	0.0544361134684835
"chr4-79"	"chr4"	79000001	80000000	"."	1000000	1.89045151739452	1.97960784313725	1.9536354056902	1.94123158874066	0.045854155876805
"chr4-80"	"chr4"	80000001	81000000	"."	1000000	1.93042190969652	1.95450980392157	2.07165437302424	1.98552869554744	0.0755531660665312
"chr4-81"	"chr4"	81000001	82000000	"."	1000000	1.95854922279793	2.03764705882353	2.12855637513172	2.04158421891773	0.0850719335819202
"chr4-82"	"chr4"	82000001	83000000	"."	1000000	1.93486306439674	2.11137254901961	1.86933614330875	1.9718572522417	0.12518719132998
"chr4-83"	"chr4"	83000001	84000000	"."	1000000	1.98963730569948	2.10352941176471	2.16859852476291	2.08725508074237	0.0905837726628533
"chr4-84"	"chr4"	84000001	85000000	"."	1000000	1.95262768319763	2.0643137254902	1.96206533192835	1.99300224687206	0.0619375697006268
"chr4-85"	"chr4"	85000001	86000000	"."	1000000	2.00296076980015	2.00156862745098	2.01896733403583	2.00783224376232	0.00966836033821041
"chr4-86"	"chr4"	86000001	87000000	"."	1000000	2.039970392302	1.94666666666667	2.04004214963119	2.00889306953329	0.0538896576122693
"chr4-87"	"chr4"	87000001	88000000	"."	1000000	2.0740192450037	2.04235294117647	1.89462592202318	2.00366603606778	0.0957496660707731
"chr4-88"	"chr4"	88000001	89000000	"."	1000000	2.10510732790526	2.11450980392157	2.03371970495258	2.0844456122598	0.044180763833538
"chr4-89"	"chr4"	89000001	90000000	"."	1000000	1.91561806069578	1.93254901960784	2.10748155953635	1.98521621327999	0.106222763632902
"chr4-90"	"chr4"	90000001	91000000	"."	1000000	1.83567727609178	1.96235294117647	1.89884088514225	1.89895703413684	0.063337912415106
"chr4-91"	"chr4"	91000001	92000000	"."	1000000	2.039970392302	1.87921568627451	1.64594309799789	1.85504305885813	0.198122724848292
"chr4-92"	"chr4"	92000001	93000000	"."	1000000	1.89489267209474	1.9843137254902	1.71759747102213	1.86560128953569	0.135749323823489
"chr4-93"	"chr4"	93000001	94000000	"."	1000000	1.94078460399704	1.95764705882353	1.92413066385669	1.94085410889242	0.016758305585325
"chr4-94"	"chr4"	94000001	95000000	"."	1000000	2.05329385640266	1.96078431372549	1.89673340358272	1.97027052457029	0.0787101327272459
"chr4-95"	"chr4"	95000001	96000000	"."	1000000	1.93486306439674	2.10196078431373	1.89884088514225	1.97855491128424	0.108379686626173
"chr4-96"	"chr4"	96000001	97000000	"."	1000000	1.90525536639526	1.93725490196078	1.75553213909378	1.86601413581661	0.0970087432605914
"chr4-97"	"chr4"	97000001	98000000	"."	1000000	2.03700962250185	1.91843137254902	1.66491043203372	1.87345047569486	0.190083962232779
"chr4-98"	"chr4"	98000001	99000000	"."	1000000	2.02368615840118	1.97960784313725	1.90937829293994	1.97089076482613	0.0576503479372713
"chr4-99"	"chr4"	99000001	100000000	"."	1000000	2.08586232420429	1.92627450980392	1.96838777660695	1.99350820353839	0.0827063752874291
"chr4-100"	"chr4"	100000001	101000000	"."	1000000	1.83271650629164	1.8478431372549	1.90516332982086	1.86190765778913	0.0382164050279741
"chr4-101"	"chr4"	101000001	102000000	"."	1000000	2.01776461880089	2.00941176470588	1.99157007376185	2.00624881908954	0.0133806470762604
"chr4-102"	"chr4"	102000001	103000000	"."	1000000	1.98963730569948	1.97176470588235	2.19599578503688	2.05246593220624	0.124621312167082
"chr4-103"	"chr4"	103000001	104000000	"."	1000000	2.00444115470022	1.82745098039216	1.88619599578504	1.90602937695914	0.0901465623692757
"chr4-104"	"chr4"	104000001	105000000	"."	1000000	2.00740192450037	1.94509803921569	1.96206533192835	1.9715217652148	0.032210427322028
"chr4-105"	"chr4"	105000001	106000000	"."	1000000	1.83419689119171	1.92	2.00210748155954	1.91876812425042	0.0839620731510056
"chr4-106"	"chr4"	106000001	107000000	"."	1000000	2.13915618060696	1.96392156862745	1.86301369863014	1.98869714928818	0.139728449629583
"chr4-107"	"chr4"	107000001	108000000	"."	1000000	2.05625462620281	1.94196078431373	1.97049525816649	1.98957022289434	0.0594866479385797
"chr4-108"	"chr4"	108000001	109000000	"."	1000000	1.94226498889711	1.91843137254902	2.06322444678609	1.97464026941074	0.0776361879409826
"chr4-109"	"chr4"	109000001	110000000	"."	1000000	2.04441154700222	2	1.94309799789252	1.99583651496491	0.0507849363889436
"chr4-110"	"chr4"	110000001	111000000	"."	1000000	1.94226498889711	2.17882352941176	2.03371970495258	2.05160274108715	0.119288884681886
"chr4-111"	"chr4"	111000001	112000000	"."	1000000	1.86528497409326	1.93882352941176	1.92623814541623	1.91011554964042	0.0393310735995807
"chr4-112"	"chr4"	112000001	113000000	"."	1000000	1.87860843819393	1.86823529411765	2.12012644889357	1.95565672706838	0.142529356896915
"chr4-113"	"chr4"	113000001	114000000	"."	1000000	1.91857883049593	1.9356862745098	2.02739726027397	1.9605541217599	0.0585164082542701
"chr4-114"	"chr4"	114000001	115000000	"."	1000000	1.97779422649889	2.00156862745098	1.89251844046365	1.95729376480451	0.0573427198322101
"chr4-115"	"chr4"	115000001	116000000	"."	1000000	1.94226498889711	1.83686274509804	1.53003161222339	1.76971978207285	0.214161673330701
"chr4-116"	"chr4"	116000001	117000000	"."	1000000	1.8919319022946	1.92156862745098	1.67334035827187	1.82894696267248	0.135571550737299
"chr4-117"	"chr4"	117000001	118000000	"."	1000000	1.93042190969652	1.99372549019608	1.76606954689146	1.89673898226135	0.117506220392498
"chr4-118"	"chr4"	118000001	119000000	"."	1000000	2.10214655810511	1.96392156862745	2.10115911485775	2.05574241386343	0.0795207172749939
"chr4-119"	"chr4"	119000001	120000000	"."	1000000	2.05477424130274	2.03450980392157	2.00632244467861	2.03186882996764	0.0243336229648507
"chr4-120"	"chr4"	120000001	121000000	"."	1000000	2.05033308660252	1.86196078431373	1.89884088514225	1.93704491868617	0.0998283136272625
"chr4-121"	"chr4"	121000001	122000000	"."	1000000	1.92746113989637	2.01098039215686	2.10748155953635	2.01530769719653	0.0900881903942934
"chr4-122"	"chr4"	122000001	123000000	"."	1000000	2.06957809030348	1.96862745098039	1.98735511064278	2.00852021730888	0.0537003649901526
"chr4-123"	"chr4"	123000001	124000000	"."	1000000	2.0740192450037	2.07843137254902	2.1390937829294	2.09718146682737	0.0363641086532607
"chr4-124"	"chr4"	124000001	125000000	"."	1000000	1.8919319022946	1.79921568627451	1.71338250790306	1.80151003215739	0.089296806083248
"chr4-125"	"chr4"	125000001	126000000	"."	1000000	1.89045151739452	1.9356862745098	1.88830347734457	1.9048137564163	0.0267579483348284
"chr4-126"	"chr4"	126000001	127000000	"."	1000000	1.97335307179867	1.76470588235294	1.62697576396207	1.78834490603789	0.174394416271325
"chr4-127"	"chr4"	127000001	128000000	"."	1000000	2.03849000740192	2.07843137254902	1.97471022128556	2.03054386707884	0.0523151523402143
"chr4-128"	"chr4"	128000001	129000000	"."	1000000	1.99259807549963	2.0878431372549	1.98314014752371	2.02119378675941	0.057913427126205
"chr4-129"	"chr4"	129000001	130000000	"."	1000000	1.86676535899334	1.8478431372549	1.92413066385669	1.87957972003498	0.0397253390851958
"chr4-130"	"chr4"	130000001	131000000	"."	1000000	1.9659511472983	1.80235294117647	1.78503688092729	1.85111365646735	0.0998283449772593
"chr4-131"	"chr4"	131000001	132000000	"."	1000000	1.96299037749815	1.93411764705882	1.60379346680717	1.83363383045471	0.199570421686138
"chr4-132"	"chr4"	132000001	133000000	"."	1000000	1.8519615099926	1.75372549019608	1.57428872497366	1.72665857505411	0.140801304349501
"chr4-133"	"chr4"	133000001	134000000	"."	1000000	1.90969652109548	1.8321568627451	1.7218124341412	1.82122193932726	0.0944181494484861
"chr4-134"	"chr4"	134000001	135000000	"."	1000000	1.94226498889711	1.84941176470588	1.55742887249737	1.78303520870012	0.20082105096777
"chr4-135"	"chr4"	135000001	136000000	"."	1000000	1.79126572908956	1.72392156862745	1.7218124341412	1.74566657728607	0.0395041022675958
"chr4-136"	"chr4"	136000001	137000000	"."	1000000	1.89045151739452	1.94196078431373	1.62486828240253	1.81909352803693	0.170164290248997
"chr4-137"	"chr4"	137000001	138000000	"."	1000000	1.97631384159882	1.77882352941176	1.95785036880927	1.90432924660662	0.109082485960434
"chr4-138"	"chr4"	138000001	139000000	"."	1000000	1.95114729829756	2.12705882352941	2.10115911485775	2.05978841222824	0.0949729827603285
"chr4-139"	"chr4"	139000001	140000000	"."	1000000	2.04293116210215	2.07529411764706	2.21496311907271	2.1110627996073	0.0914237251027335
"chr4-140"	"chr4"	140000001	141000000	"."	1000000	2.14655810510733	2.17882352941176	2.15595363540569	2.16044508997493	0.0165950075172317
"chr4-141"	"chr4"	141000001	142000000	"."	1000000	1.89341228719467	1.87921568627451	2.16016859852476	1.97759885733131	0.158269291617179
"chr4-142"	"chr4"	142000001	143000000	"."	1000000	1.99111769059956	1.96078431372549	2.06111696522655	2.0043396565172	0.0514565401708472
"chr4-143"	"chr4"	143000001	144000000	"."	1000000	2.07549962990378	1.91529411764706	1.94942044257113	1.98007139670732	0.084386386825444
"chr4-144"	"chr4"	144000001	145000000	"."	1000000	1.93634344929682	2.01882352941176	1.89673340358272	1.95063346076377	0.0622868607896742
"chr4-145"	"chr4"	145000001	146000000	"."	1000000	2.04145077720207	2.04078431372549	2.05479452054795	2.0456765371585	0.00790343338107039
"chr4-146"	"chr4"	146000001	147000000	"."	1000000	2.05477424130274	1.78666666666667	1.95152792413066	1.93098961070002	0.135228638362
"chr4-147"	"chr4"	147000001	148000000	"."	1000000	2.06957809030348	2.02980392156863	1.92202318229715	2.00713506472309	0.0763447478363861
"chr4-148"	"chr4"	148000001	149000000	"."	1000000	2.039970392302	2.00156862745098	2.05690200210748	2.03281367395349	0.0283524170197028
"chr4-149"	"chr4"	149000001	150000000	"."	1000000	2.01332346410067	2.05019607843137	1.82086406743941	1.96146120332382	0.123148541956732
"chr4-150"	"chr4"	150000001	151000000	"."	1000000	1.79718726868986	1.90588235294118	1.85879873551106	1.85395611904737	0.0545091142448773
"chr4-151"	"chr4"	151000001	152000000	"."	1000000	2.05477424130274	2.02196078431373	2.22550052687039	2.10074518416228	0.109279926750319
"chr4-152"	"chr4"	152000001	153000000	"."	1000000	2.06957809030348	2.00470588235294	2.01685985247629	2.03038127504424	0.0344851053686975
"chr4-153"	"chr4"	153000001	154000000	"."	1000000	2.0340488527017	1.97490196078431	2.10958904109589	2.03951328486064	0.0675096097961539
"chr4-154"	"chr4"	154000001	155000000	"."	1000000	1.98815692079941	1.86666666666667	1.99157007376185	1.94879788707598	0.0711481934256115
"chr4-155"	"chr4"	155000001	156000000	"."	1000000	1.98223538119911	2.00156862745098	1.87144362486828	1.95174921117279	0.0702152689693778
"chr4-156"	"chr4"	156000001	157000000	"."	1000000	1.97335307179867	1.99058823529412	1.90516332982086	1.95636821230455	0.0451743036227983
"chr4-157"	"chr4"	157000001	158000000	"."	1000000	2.0059215396003	1.86666666666667	1.81032665964173	1.8943049553029	0.100683889056573
"chr4-158"	"chr4"	158000001	159000000	"."	1000000	2.14951887490748	2.05490196078431	2.19178082191781	2.1320672192032	0.0700883433347949
"chr4-159"	"chr4"	159000001	160000000	"."	1000000	2.06069578090303	1.86039215686275	1.97260273972603	1.96456355916394	0.100393509595994
"chr4-160"	"chr4"	160000001	161000000	"."	1000000	1.87564766839378	1.84470588235294	1.69020021074816	1.80351792049829	0.0993480047012096
"chr4-161"	"chr4"	161000001	162000000	"."	1000000	1.90229459659511	1.8478431372549	1.65015806111697	1.80009859832233	0.132675784825808
