""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"mean"	"sd"
"chr3-63"	"chr3"	63000001	64000000	"."	1000000	1.97740667976424	2.07457627118644	2.13920454545455	2.03960396039604	1.97230769230769	2.097539543058	1.95544554455446	2.03622047244094	2.18094089264174	1.9659511472983	1.97803921568627	2.04425711275026	2.14824797843666	2.09802073515551	2.01542912246866	2.01980198019802	2.02587800369686	1.99678714859438	1.93782383419689	2.03702536212031	0.0697818452414555
"chr3-64"	"chr3"	64000001	65000000	"."	1000000	2.14440078585462	1.93220338983051	1.99147727272727	2.18811881188119	2.104	2.04393673110721	2.20544554455446	1.98582677165354	2.07237635705669	2.1139896373057	2.23686274509804	2.02739726027397	1.97035040431267	2.10933081998115	2.05785920925747	2.03198781416603	1.97042513863216	1.94698795180723	2.10103626943005	2.06494804815421	0.0888509384428445
"chr3-65"	"chr3"	65000001	66000000	"."	1000000	1.98624754420432	2.18983050847458	2.01704545454545	1.99009900990099	2	2.02899824253076	1.91831683168317	2.09606299212598	2.01688781664656	2.11250925240563	2.07372549019608	1.97049525816649	2.08086253369272	1.93213949104618	2.05593056894889	1.96191926884996	2.0720887245841	2.08995983935743	1.98445595854922	2.03039867294255	0.0684348064970508
"chr3-66"	"chr3"	66000001	67000000	"."	1000000	2.06286836935167	1.73559322033898	2.16477272727273	1.95049504950495	2.07876923076923	1.95518453427065	2.04207920792079	1.93543307086614	1.89867310012063	2.16136195410807	2.12235294117647	2.10326659641728	1.93800539083558	2.07728557964185	1.91899710703954	2.05331302361005	2.22365988909427	1.90682730923695	2.43782383419689	2.04035590188277	0.152429793614195
"chr3-67"	"chr3"	67000001	68000000	"."	1000000	1.92239685658153	2.04406779661017	2.11363636363636	2	2.03138461538462	1.95079086115993	1.93564356435644	2.13385826771654	2.01206272617612	1.98667653589933	1.98117647058824	2.10958904109589	1.94339622641509	1.90951932139491	2.05593056894889	1.93907083015994	2.01109057301294	2.20240963855422	1.9119170984456	2.01024301874404	0.0830394794327665
"chr3-68"	"chr3"	68000001	69000000	"."	1000000	1.99410609037328	2.08135593220339	2.17045454545455	2	2.02030769230769	2.0817223198594	1.9009900990099	2.11023622047244	2.02171290711701	2.14951887490748	2.07058823529412	2.11801896733404	2.03234501347709	2.00565504241282	1.91513982642237	2.06092916984006	2.04251386321627	1.92449799196787	1.89637305699482	2.0313929394034	0.080968520503529
"chr3-69"	"chr3"	69000001	70000000	"."	1000000	1.87819253438114	2.2	1.81818181818182	1.91089108910891	1.96553846153846	1.97891036906854	1.97277227722772	2.0503937007874	2.24125452352232	2.04885270170244	1.95137254901961	2.25289778714436	1.85175202156334	1.937794533459	1.83992285438766	2.08834729626809	1.92236598890943	1.96787148594378	2.13989637305699	2.00090570343532	0.131983251139334
"chr3-70"	"chr3"	70000001	71000000	"."	1000000	1.92239685658153	2.12881355932203	1.94318181818182	1.91089108910891	1.94461538461538	1.97275922671353	2.04950495049505	1.88346456692913	1.91556091676719	1.89785344189489	2.03764705882353	1.95574288724974	2.06199460916442	2.05466540999057	2.07328833172613	2.02741812642803	2.09242144177449	2.09317269076305	2.11658031088083	2.00431435144265	0.0809592742335604
"chr3-71"	"chr3"	71000001	72000000	"."	1000000	2.06679764243615	1.88135593220339	1.98295454545455	1.91089108910891	1.99815384615385	2.11072056239016	1.9950495049505	1.97637795275591	2.0627261761158	2.12139156180607	2.01725490196078	2.15384615384615	2.19137466307278	1.98491988689915	1.95178399228544	2.1051028179741	2.07948243992606	1.93734939759036	2.28756476683938	2.04289988598787	0.102859830381828
"chr3-72"	"chr3"	72000001	73000000	"."	1000000	2.19842829076621	2.12881355932203	2.15340909090909	2.0990099009901	2.20061538461538	2.15377855887522	2.17326732673267	2.03779527559055	1.79493365500603	2.23242042931162	2.08470588235294	2.11801896733404	2.09703504043127	1.92648444863336	2.0327868852459	2.11576542269612	2.12014787430684	1.98714859437751	2.16062176165803	2.09553612363973	0.104908579996316
"chr3-73"	"chr3"	73000001	74000000	"."	1000000	2.06581532416503	2.14915254237288	2.02272727272727	1.72277227722772	1.96	2.16080843585237	1.96782178217822	2.16220472440945	2.01206272617612	2.04441154700222	2.02196078431373	1.98524762908325	2.11859838274933	2.18473138548539	2.13886210221794	2.03655750190404	2.09242144177449	2.00803212851406	2.12694300518135	2.05163847333341	0.106572848634297
"chr3-74"	"chr3"	74000001	75000000	"."	1000000	1.78290766208251	2.07457627118644	1.99715909090909	2.11881188118812	1.91876923076923	1.99824253075571	1.83663366336634	1.98740157480315	2.01447527141134	2.0340488527017	2.11607843137255	1.93256059009484	2.07277628032345	1.93402450518379	2.08486017357763	1.996953541508	2.11275415896488	2.14939759036145	1.91709844559585	2.00418577611348	0.0994673523902456
"chr3-75"	"chr3"	75000001	76000000	"."	1000000	2.42632612966601	2.46101694915254	2.32670454545455	2.64356435643564	2.25846153846154	2.29349736379613	2.33663366336634	2.28661417322835	2.1254523522316	2.34937083641747	2.2243137254902	2.29715489989463	2.34501347708895	2.12252591894439	2.35294117647059	2.30616907844631	2.28280961182994	2.24578313253012	2.12176165803109	2.30558497825981	0.123229567905624
"chr3-76"	"chr3"	76000001	77000000	"."	1000000	1.70923379174853	1.94576271186441	2.15909090909091	1.81188118811881	1.78338461538462	1.87873462214411	1.81435643564356	1.92283464566929	2.03377563329312	1.97187268689859	2.01254901960784	1.74288724973656	2.08086253369272	1.85485391140434	2.08293153326905	2.0974866717441	1.80406654343808	2.04497991967872	1.89896373056995	1.92897412384196	0.13274604859428
"chr3-77"	"chr3"	77000001	78000000	"."	1000000	1.79469548133595	2.28135593220339	1.97443181818182	1.83168316831683	1.82892307692308	1.88752196836555	1.83168316831683	1.83622047244094	2.04825090470446	1.95558845299778	1.87921568627451	1.88830347734457	2.1832884097035	2.10933081998115	2.16779170684667	2.1020563594821	2.03327171903882	2.09638554216867	1.77461139896373	1.97392681913634	0.151131294486292
"chr3-78"	"chr3"	78000001	79000000	"."	1000000	1.95776031434185	1.97966101694915	2.15625	2.26732673267327	1.82892307692308	1.9103690685413	1.90594059405941	1.93385826771654	1.80940892641737	1.92894152479645	1.82588235294118	1.84193888303477	1.92991913746631	1.95852968897267	2.08486017357763	2	1.92051756007394	2.13333333333333	1.8860103626943	1.96102268497434	0.121867142971738
"chr3-79"	"chr3"	79000001	80000000	"."	1000000	1.63457760314342	2.03389830508475	1.98011363636364	2.00990099009901	1.79323076923077	1.84973637961336	1.73019801980198	1.74645669291339	2.10132689987937	1.92153960029608	1.84941176470588	1.94309799789252	2.15094339622642	2.05089538171536	2.00964320154291	1.96801218583397	1.80406654343808	2.02409638554217	1.76943005181347	1.91424083184929	0.141187304710146
"chr3-80"	"chr3"	80000001	81000000	"."	1000000	1.72102161100196	1.91864406779661	1.79261363636364	2.18811881188119	1.75015384615385	1.68892794376098	1.93564356435644	1.89763779527559	2.02171290711701	1.83419689119171	1.8243137254902	1.67755532139094	1.77628032345013	1.92459943449576	2.09450337512054	1.96344249809596	1.71164510166359	2.05140562248996	1.80829015544041	1.8726687701335	0.145286652260093
"chr3-81"	"chr3"	81000001	82000000	"."	1000000	1.85756385068762	2.25762711864407	2.09943181818182	2.21782178217822	1.80676923076923	1.83567662565905	1.89356435643564	1.83622047244094	1.95898673100121	1.98963730569948	1.86823529411765	1.91570073761855	1.92183288409704	1.93967954759661	1.9344262295082	2.01066260472201	1.75785582255083	1.99036144578313	1.90673575129534	1.94730471626245	0.12943709045235
"chr3-82"	"chr3"	82000001	83000000	"."	1000000	1.83104125736739	2.13898305084746	1.99147727272727	1.8019801980198	1.85230769230769	1.85413005272408	1.60891089108911	1.91653543307087	2.00723763570567	1.99703923019985	1.90274509803922	1.74710221285564	1.98652291105121	1.96041470311027	1.98457087753134	2.07159177456207	1.76894639556377	2.04497991967872	1.80310880829016	1.90892765340745	0.130667253590703
"chr3-83"	"chr3"	83000001	84000000	"."	1000000	1.72986247544204	2.00677966101695	2.05397727272727	2.06930693069307	1.68615384615385	1.76713532513181	1.65346534653465	1.7748031496063	2.00241254523522	1.87268689859363	2.0078431372549	1.64805057955743	1.65498652291105	2.02827521206409	2.10414657666345	1.92536176694593	1.69685767097967	2.07710843373494	1.75129533678756	1.86897414147546	0.169011056210888
"chr3-84"	"chr3"	84000001	85000000	"."	1000000	1.74656188605108	2.09830508474576	2.06818181818182	1.81188118811881	1.80184615384615	1.90949033391916	1.74009900990099	1.83307086614173	1.96381182147165	1.92301998519615	1.8556862745098	1.69441517386723	1.92991913746631	1.86804901036758	2.05014464802314	1.88118811881188	1.82439926062847	1.98393574297189	1.67616580310881	1.87685112196465	0.121338643630777
"chr3-85"	"chr3"	85000001	86000000	"."	1000000	1.80255402750491	1.93898305084746	2.02556818181818	1.92079207920792	1.792	1.72407732864675	1.50990099009901	1.93700787401575	1.93244873341375	2.03700962250185	1.78352941176471	1.68387776606955	1.97574123989218	1.97172478793591	2.13693346190935	2.03808073115004	1.70240295748614	1.98232931726908	1.77720207253886	1.87748229653007	0.156493971603002
"chr3-86"	"chr3"	86000001	87000000	"."	1000000	1.95383104125737	2.03728813559322	1.84659090909091	1.75247524752475	1.80430769230769	1.83391915641476	1.80940594059406	1.83464566929134	2.02412545235223	1.87860843819393	1.98901960784314	1.73024236037935	2.11051212938005	1.9698397737983	2.07907425265188	2.07159177456207	1.79297597042514	2.14457831325301	1.62176165803109	1.90972597489181	0.145786599340492
"chr3-87"	"chr3"	87000001	88000000	"."	1000000	1.73379174852652	2.01016949152542	2.15909090909091	2.22772277227723	1.82584615384615	1.78207381370826	1.97524752475248	1.89133858267717	2.08443908323281	1.90673575129534	1.85411764705882	1.93466807165437	1.92452830188679	1.90951932139491	1.99614271938284	1.99238385376999	1.78558225508318	2.05461847389558	1.95336787564767	1.94744128161613	0.12744490361374
"chr3-88"	"chr3"	88000001	89000000	"."	1000000	1.88506876227898	2.11864406779661	2.19034090909091	2.00990099009901	1.8	1.86906854130053	2.01732673267327	1.83622047244094	1.95657418576598	1.88897113249445	1.92941176470588	1.88619599578504	2.07008086253369	1.84919886899152	2.04050144648023	1.97867479055598	1.81330868761553	1.96465863453815	1.99222797927461	1.9524407802327	0.106187032884916
"chr3-89"	"chr3"	89000001	90000000	"."	1000000	1.87328094302554	2.11864406779661	2.04829545454545	2.04950495049505	1.76123076923077	1.84710017574692	1.77227722772277	1.92125984251968	1.97587454764777	1.93042190969652	1.77411764705882	1.78925184404636	1.92183288409704	1.85108388312912	2.09257473481196	1.96344249809596	1.80221811460259	1.86345381526104	1.78756476683938	1.90228579349312	0.113992084933941
"chr3-90"	"chr3"	90000001	91000000	"."	1000000	1.92632612966601	2.40338983050847	2.03977272727273	1.98019801980198	1.888	1.80843585237258	1.72277227722772	1.93228346456693	2.42943305186972	2.59363434492968	2.29490196078431	2.61959957850369	2.10242587601078	2.2186616399623	2.42622950819672	2.07159177456207	2.35859519408503	2.40321285140562	2.87564766839378	2.21553219737474	0.309918851492893
"chr3-91"	"chr3"	91000001	92000000	"."	1000000	1.77308447937132	2.10847457627119	2.27272727272727	2.3960396039604	1.97230769230769	2.19156414762742	2.07178217821782	1.88976377952756	2.70446320868516	2.14951887490748	2.26509803921569	2.52054794520548	2.47978436657682	2.72761545711593	2.42044358727097	2.35338918507235	2.05730129390018	2.45140562248996	2.82901554404145	2.29654351865748	0.288086879862396
"chr3-92"	"chr3"	92000001	93000000	"."	1000000	1.71119842829077	1.70508474576271	2.44886363636364	2.21782178217822	1.67630769230769	1.83040421792619	1.73267326732673	1.81574803149606	2.43908323281062	1.97483345669874	2.39058823529412	2.50579557428873	2.73584905660377	2.85579641847314	2.57666345226615	3.04493526275704	2.45841035120148	2.69236947791165	3.78238341968912	2.34709524945508	0.554564127215134
"chr3-93"	"chr3"	93000001	94000000	"."	1000000	8.54715127701375	10.1084745762712	15.8778409090909	12.009900990099	8.03876923076923	7.75571177504394	7.38118811881188	8.12913385826772	11.4788902291918	9.68763878608438	6.02666666666667	8.87038988408851	6.1644204851752	13.813383600377	12.304725168756	8.97029702970297	4.66728280961183	15.8200803212851	7.97150259067358	9.66439201615688	3.15535263695508
"chr3-94"	"chr3"	94000001	95000000	"."	1000000	1.93516699410609	1.80677966101695	2	1.72277227722772	1.84061538461538	1.89455184534271	1.76980198019802	1.97952755905512	2.05066344993969	1.92301998519615	1.9356862745098	1.7913593256059	1.98652291105121	1.85673892554194	2.18129218900675	2.11119573495811	1.97597042513863	1.95341365461847	1.89637305699482	1.92691850705913	0.116053464923223
"chr3-95"	"chr3"	95000001	96000000	"."	1000000	1.74852652259332	1.96949152542373	2.12215909090909	1.96039603960396	1.80369230769231	1.91564147627417	1.70792079207921	1.78267716535433	1.95898673100121	1.91265729089563	1.84156862745098	1.82507903055848	1.84905660377358	1.95098963242224	2.15236258437801	1.94211728865194	1.86136783733826	2.07550200803213	1.73316062176166	1.90070279874707	0.125697354729512
"chr3-96"	"chr3"	96000001	97000000	"."	1000000	1.82612966601179	1.98983050847458	1.92897727272727	1.93069306930693	1.77661538461538	1.92179261862917	1.97029702970297	1.7748031496063	1.82629674306393	2	1.74588235294118	1.82297154899895	1.92452830188679	1.85296889726673	2.16586306653809	1.97105864432597	1.77818853974122	1.90200803212851	1.59844559585492	1.8793342327274	0.12314158095699
"chr3-97"	"chr3"	97000001	98000000	"."	1000000	2.06090373280943	1.93559322033898	2.07670454545455	2.00990099009901	1.92369230769231	1.91212653778559	1.93069306930693	1.91023622047244	2.14234016887817	2.00296076980015	1.78666666666667	1.97892518440464	2.00539083557951	1.87747408105561	1.95371263259402	2.07616146230008	1.95563770794824	2.05943775100402	1.67875647668394	1.96196391373022	0.108183059224255
"chr3-98"	"chr3"	98000001	99000000	"."	1000000	1.92239685658153	2.14915254237288	2.03125	2.04950495049505	1.93907692307692	1.92794376098418	2.01980198019802	1.86456692913386	2.03618817852835	2.06365655070318	2.04549019607843	2.00210748155954	1.90566037735849	1.92836946277097	1.95178399228544	2.10814927646611	1.8909426987061	2.08674698795181	1.91968911917098	1.99170938233799	0.0814397859191656
"chr3-99"	"chr3"	99000001	100000000	"."	1000000	1.86444007858546	2.14915254237288	1.9375	2.43564356435644	1.96553846153846	1.93057996485062	2	1.99370078740157	1.98311218335344	1.8919319022946	2.00313725490196	2.03582718651212	1.93261455525606	2.12252591894439	2.07907425265188	1.76237623762376	2.10536044362292	2.11084337349398	2.16580310880829	2.02469272718783	0.144372656427776
"chr3-100"	"chr3"	100000001	101000000	"."	1000000	2.16797642436149	2.06440677966102	2.24147727272727	2.03960396039604	1.93230769230769	1.98769771528998	1.94059405940594	1.98582677165354	2.00723763570567	2.06069578090303	2.20862745098039	2.03371970495258	2.07816711590297	1.83223374175306	2.21022179363549	2.03655750190404	1.92975970425139	2.09477911646586	2.21502590673575	2.05615348047333	0.112825708440162
"chr3-101"	"chr3"	101000001	102000000	"."	1000000	1.88801571709234	2	2.17045454545455	1.9009900990099	2.03323076923077	1.94112478031634	1.82920792079208	2.03464566929134	2.23642943305187	2.10362694300518	1.85882352941176	1.93888303477345	2.11859838274933	1.86616399622997	2.16007714561234	1.99390708301599	2.0184842883549	1.95180722891566	2.08031088082902	2.00656744458615	0.116088219986497
"chr3-102"	"chr3"	102000001	103000000	"."	1000000	1.96561886051081	1.94237288135593	2.08806818181818	2.11881188118812	1.90338461538462	1.96045694200351	1.94059405940594	1.85826771653543	1.88419782870929	2.11843079200592	1.89176470588235	1.97471022128556	2.02156334231806	2.08859566446748	1.95949855351977	2	2.01109057301294	2.06586345381526	2.16580310880829	1.99784702010671	0.0889753668173515
"chr3-103"	"chr3"	103000001	104000000	"."	1000000	1.73379174852652	2.08813559322034	1.95170454545455	1.78217821782178	1.79323076923077	1.86731107205624	1.63613861386139	1.74645669291339	1.76357056694813	1.88749074759437	1.74901960784314	1.69441517386723	1.91644204851752	1.84731385485391	1.95178399228544	1.97258187357197	1.78927911275416	2.06425702811245	1.91709844559585	1.8501157739489	0.122999376833865
"chr3-104"	"chr3"	104000001	105000000	"."	1000000	1.74459724950884	2.03728813559322	2.03977272727273	2	1.80984615384615	1.88137082601054	1.78465346534653	1.88818897637795	2.08685162846803	1.8860103626943	1.90901960784314	1.74288724973656	1.89757412398922	2.0320452403393	2.04050144648023	2.05635948210206	1.81330868761553	1.9421686746988	1.71243523316062	1.91078311953072	0.119773911491014
"chr3-105"	"chr3"	105000001	106000000	"."	1000000	1.9056974459725	2.0271186440678	1.90909090909091	2.0990099009901	1.87938461538462	1.9622144112478	1.88861386138614	1.80629921259843	2.14475271411339	1.91709844559585	1.85882352941176	1.98735511064278	2.00539083557951	1.95852968897267	2.00964320154291	2.03655750190404	1.79112754158965	1.99518072289157	1.87564766839378	1.95039662954612	0.0934102476130562
"chr3-106"	"chr3"	106000001	107000000	"."	1000000	1.91748526522593	2.09152542372881	2.11079545454545	2.13861386138614	1.85907692307692	1.96572934973638	1.80940594059406	1.76535433070866	2.00723763570567	2.02516654330126	1.90274509803922	1.8145416227608	1.89487870619946	1.72290292177191	1.99421407907425	2.13404417364813	1.97042513863216	2.05140562248996	2.0699481865285	1.96028927774493	0.126472488568414
"chr3-107"	"chr3"	107000001	108000000	"."	1000000	1.94597249508841	2.03728813559322	1.96590909090909	2.21782178217822	1.90646153846154	1.95694200351494	2.03465346534653	1.95905511811024	2.03860072376357	2.039970392302	1.99843137254902	2.01685985247629	2.15094339622642	1.95475966069746	2.12343297974928	2.06549885757807	2.03512014787431	2.17670682730924	2.15544041450777	2.04104569759135	0.0877938402587632
"chr3-108"	"chr3"	108000001	109000000	"."	1000000	1.93516699410609	2.30847457627119	1.97443181818182	1.81188118811881	2.02338461538462	2.06326889279438	2.16584158415842	2.10551181102362	2.22677925211098	1.98815692079941	1.87921568627451	2.07797681770285	2.08086253369272	1.89820923656927	1.98649951783992	2.08682406702209	1.92975970425139	2.17831325301205	2.1139896373057	2.04392358455894	0.1266039295708
"chr3-109"	"chr3"	109000001	110000000	"."	1000000	1.94204322200393	1.90169491525424	1.84943181818182	1.88118811881188	1.91569230769231	2.05272407732865	2.10148514851485	2.10393700787402	1.92038600723764	1.90821613619541	1.93882352941176	1.96838777660695	1.97304582210243	1.96418473138549	2.09064609450337	1.93754760091394	2.01109057301294	1.99357429718876	1.93264248704663	1.96772324585616	0.0742884183377092
"chr3-110"	"chr3"	110000001	111000000	"."	1000000	1.85461689587426	2.1728813559322	2.14204545454545	2.0990099009901	1.85907692307692	1.83919156414763	1.78960396039604	2.02834645669291	2.06513872135103	1.92746113989637	1.89960784313725	1.84193888303477	2.02964959568733	2.05466540999057	2.06171648987464	1.89185072353389	2.04990757855823	2.03052208835341	1.92746113989637	1.97708905920892	0.114125452154442
"chr3-111"	"chr3"	111000001	112000000	"."	1000000	2.03143418467584	2.04745762711864	2.05397727272727	2.13861386138614	2.16984615384615	2.10193321616872	2.3019801980198	1.88503937007874	1.85283474065139	2.07253886010363	1.94666666666667	1.92834562697576	2.04582210242588	1.95664467483506	1.84956605593057	2.03808073115004	1.97227356746765	2.00321285140562	1.94559585492228	2.01799282192399	0.112930588181982
"chr3-112"	"chr3"	112000001	113000000	"."	1000000	2.04420432220039	2.17966101694915	2.08238636363636	2.13861386138614	1.92307692307692	2.07996485061511	1.93564356435644	1.86299212598425	1.97828709288299	1.95114729829756	2.14274509803922	2	2.12129380053908	1.96229971724788	2.14657666345227	2.001523229246	2.11645101663586	2.00321285140562	2.27720207253886	2.04985694044685	0.105276402000312
"chr3-113"	"chr3"	113000001	114000000	"."	1000000	1.99705304518664	2.10847457627119	2.06818181818182	1.97029702970297	2.04	2.0079086115993	1.90841584158416	1.99685039370079	2.06996381182147	2.14211695040711	2.02352941176471	2.06533192834563	2.05660377358491	2.13572101790763	2.01735776277724	1.96496572734196	2.17744916820702	2.05301204819277	2.16839378238342	2.05113824731372	0.0720343914874541
"chr3-114"	"chr3"	114000001	115000000	"."	1000000	1.84479371316306	1.82033898305085	2.17897727272727	2.05940594059406	1.95692307692308	1.96045694200351	1.98019801980198	2.05984251968504	2.26779252110977	2.0680977054034	2.08	2.01475237091675	2.20754716981132	2.01131008482564	2.06364513018322	1.98476770753998	2.05730129390018	2.15261044176707	1.91450777202073	2.03596150870668	0.115250136725525
"chr3-115"	"chr3"	115000001	116000000	"."	1000000	1.92730844793713	2.00338983050847	2.04545454545455	2.13861386138614	1.91815384615385	2.00175746924429	2.00990099009901	1.82047244094488	2.07478890229192	1.95262768319763	1.91843137254902	2.22760800842993	2.03504043126685	1.94533459000942	1.99035679845709	1.98933739527799	1.98336414048059	2.0433734939759	1.88082901554404	1.99506017174783	0.0919603809446646
"chr3-116"	"chr3"	116000001	117000000	"."	1000000	1.97151277013752	2.11525423728814	2.00284090909091	1.9009900990099	1.90584615384615	1.81898066783831	1.92326732673267	1.96062992125984	2.04101326899879	2.04293116210215	1.93882352941176	1.94520547945205	2.09164420485175	1.95852968897267	2.08678881388621	2.03655750190404	1.91866913123845	2.0289156626506	2.15544041450777	1.99178110227262	0.0858174439468793
"chr3-117"	"chr3"	117000001	118000000	"."	1000000	1.85363457760314	1.96949152542373	2.12215909090909	2.02970297029703	2.00184615384615	1.91915641476274	1.98762376237624	1.87244094488189	1.97587454764777	1.96299037749815	1.83529411764706	2.1622760800843	2.1078167115903	1.95852968897267	2.10800385728062	1.93754760091394	1.94085027726433	1.9855421686747	1.95336787564767	1.9833762496485	0.09008533027381
"chr3-118"	"chr3"	118000001	119000000	"."	1000000	1.94891944990177	2.05423728813559	2.10511363636364	2.22772277227723	2.04307692307692	2.0377855887522	1.9480198019802	2.17795275590551	2.13027744270205	2.02664692820133	1.96549019607843	1.71338250790306	2.08894878706199	1.86050895381715	2.17164898746384	2.07616146230008	1.90388170055453	1.89558232931727	1.86010362694301	2.01239269151241	0.130503529417543
"chr3-119"	"chr3"	119000001	120000000	"."	1000000	1.98133595284872	1.92203389830508	2.01704545454545	2.2970297029703	2.02892307692308	2.10808435852373	1.77227722772277	1.98425196850394	2.11097708082027	1.96299037749815	1.97019607843137	1.9536354056902	2.14824797843666	2.00188501413761	2.0443587270974	1.98476770753998	2.06284658040665	2.01124497991968	2.09326424870466	2.02396820100135	0.106022099281593
"chr3-120"	"chr3"	120000001	121000000	"."	1000000	2.07170923379175	2.08474576271186	1.93465909090909	1.94059405940594	2.09846153846154	2.01669595782074	2.02227722772277	2.06771653543307	2.05548854041013	2.08586232420429	2.14745098039216	2.07165437302424	2.00539083557951	2.06786050895382	1.97107039537126	1.95277989337395	1.96487985212569	1.89879518072289	1.98704663212435	2.02342836434416	0.0672560502488058
"chr3-121"	"chr3"	121000001	122000000	"."	1000000	1.96365422396857	2.05762711864407	2.21306818181818	2.0990099009901	1.99507692307692	1.94551845342707	2.06435643564356	1.95590551181102	2.18576598311218	2	1.95764705882353	1.91991570073762	1.92183288409704	2.05278039585297	2.11378977820636	1.998476770754	2.10166358595194	1.96626506024096	2.02849740932642	2.02846586192013	0.0851057717342695
"chr3-122"	"chr3"	122000001	123000000	"."	1000000	2.06188605108055	2.13220338983051	2.05681818181818	2.14851485148515	1.99446153846154	2.05360281195079	2.06188118811881	1.92755905511811	2.18817852834741	2.0680977054034	2.0078431372549	2.07376185458377	2.07547169811321	2	1.97299903567985	2.07006854531607	1.96672828096118	2.01927710843374	2.1839378238342	2.05596267293639	0.071206292454854
"chr3-123"	"chr3"	123000001	124000000	"."	1000000	2.16011787819253	2.1864406779661	1.92613636363636	2.08910891089109	2.17538461538462	2.12038664323374	2.21287128712871	2.09133858267717	2.09650180940893	2.00296076980015	2.10980392156863	2.08008429926238	2.13207547169811	1.94721960414703	2.01542912246866	1.84920030464585	2.05730129390018	2.31807228915663	2.17616580310881	2.09192629727767	0.110210194088342
"chr3-124"	"chr3"	124000001	125000000	"."	1000000	2.29862475442043	2.13220338983051	2.15340909090909	2.30693069306931	2.19815384615385	2.15114235500879	2.25742574257426	2.15590551181102	1.91556091676719	2.16876387860844	2.13647058823529	2.19810326659642	2.19946091644205	1.83600377002828	2.05785920925747	2.13861386138614	2.13493530499076	2.0995983935743	2.11658031088083	2.1397760947655	0.113114639673014
"chr3-125"	"chr3"	125000001	126000000	"."	1000000	2.12082514734774	1.96271186440678	1.84659090909091	2.28712871287129	2.10461538461538	1.90861159929701	2.10148514851485	2.10551181102362	1.82870928829916	2.07105847520355	2.13490196078431	2.18124341412013	1.87061994609164	2.05466540999057	1.96142719382835	2.12033511043412	2.17005545286506	2.0433734939759	2.21243523316062	2.05717397662742	0.128592473375955
"chr3-126"	"chr3"	126000001	127000000	"."	1000000	2.30943025540275	2.14237288135593	2.05113636363636	2.01980198019802	2.25415384615385	2.13971880492091	2.35643564356436	2.08818897637795	2.04583835946924	2.03108808290155	2.21333333333333	2.10958904109589	2.24797843665768	2.124410933082	2.07135969141755	2.00609291698401	2.31238447319778	2.05140562248996	1.91450777202073	2.13101196917157	0.120662406114303
"chr3-127"	"chr3"	127000001	128000000	"."	1000000	2.21119842829077	1.91525423728814	2.21306818181818	2.05940594059406	2.18646153846154	2.06854130052724	2.33663366336634	2.27874015748031	1.98793727382388	2.05477424130274	2.30588235294118	2.21707060063224	2.12129380053908	1.99811498586239	2.02700096432015	2.01980198019802	2.11275415896488	2.06265060240964	2	2.11455707414846	0.119758925259371
"chr3-128"	"chr3"	128000001	129000000	"."	1000000	2.1532416502947	1.86779661016949	1.99431818181818	2.08910891089109	2.23753846153846	2.14850615114235	2.51980198019802	2.30393700787402	2.37876960193004	2.08438193930422	1.97176470588235	2.21496311907271	2.02425876010782	2.05089538171536	2.02892960462874	2.00913937547601	2.27911275415897	1.9855421686747	2.1139896373057	2.12926294748331	0.160781686055105
"chr3-129"	"chr3"	129000001	130000000	"."	1000000	2.11689587426326	2.07457627118644	1.92897727272727	1.79207920792079	2.14461538461538	1.92618629173989	2.18069306930693	2.09763779527559	1.94692400482509	1.9319022945966	2.17882352941176	2.05690200210748	1.94878706199461	1.95098963242224	1.96142719382835	2.12185833968012	2.13678373382625	1.96144578313253	2.01036269430052	2.02462460195585	0.107719143250185
"chr3-130"	"chr3"	130000001	131000000	"."	1000000	1.99705304518664	1.93559322033898	1.95454545454545	2.04950495049505	2.04492307692308	1.98066783831283	2.04455445544554	2.02204724409449	2.08926417370326	1.98667653589933	1.98901960784314	2.04847207586934	1.81940700808625	1.86616399622997	1.91706846673095	1.88271134805788	1.93530499075786	1.87951807228916	1.8419689119171	1.96234023540665	0.078895473784358
"chr3-131"	"chr3"	131000001	132000000	"."	1000000	2.01571709233792	1.89830508474576	1.99715909090909	2.0990099009901	2.05415384615385	2.05623901581722	1.90841584158416	1.94803149606299	2.02412545235223	1.94818652849741	2.02509803921569	1.94099051633298	2.08625336927224	2.07917059377945	1.96914175506268	2.01523229246002	1.99630314232902	1.99839357429719	2.10880829015544	2.00888078538713	0.0624550241996588
"chr3-132"	"chr3"	132000001	133000000	"."	1000000	1.96267190569745	2.08135593220339	2.10511363636364	1.96039603960396	2.04	1.92970123022847	1.94306930693069	2.05984251968504	2.11821471652594	2.12731310140637	1.9043137254902	1.90516332982086	1.95148247978437	2.20735155513666	2.05400192864031	1.99086062452399	2.05545286506469	2.04658634538153	2.22020725388601	2.03489992086177	0.0946542497141775
"chr3-133"	"chr3"	133000001	134000000	"."	1000000	2.16601178781925	2.26440677966102	2.29829545454545	2.08910891089109	2.12861538461538	2.05623901581722	2.0990099009901	1.97795275590551	1.94933655006031	2.1820873427091	2.05333333333333	2.02739726027397	2.08625336927224	1.97172478793591	1.99035679845709	1.92536176694593	2.18853974121996	1.83453815261044	2.26165803108808	2.08159090127113	0.125279953805874
