""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"mean"	"sd"
"chr3-178"	"chr3"	178000001	179000000	"."	1000000	1.20652173913043	1.28888888888889	1.1784107946027	1.14857428714357	1.26384976525822	1.13404255319149	1.35915789473684	1.35533980582524	1.31535580524345	1.66740905716407	1.34582942830366	1.2966709108626	0.148050609262601
"chr3-179"	"chr3"	179000001	180000000	"."	1000000	2.05978260869565	2.03492063492063	3.05847076461769	2.3231615807904	2.28732394366197	2.38723404255319	2.32421052631579	2.4504854368932	2.17977528089888	2.17074981440238	2.08997188378632	2.30600786523055	0.284545719636687
"chr3-180"	"chr3"	180000001	181000000	"."	1000000	1.53532608695652	1.43492063492063	1.57421289355322	1.41870935467734	1.55492957746479	1.70425531914894	1.80884210526316	1.50679611650485	1.60299625468165	1.70749814402376	1.43955014058107	1.57163969343418	0.125948123112685
"chr3-181"	"chr3"	181000001	182000000	"."	1000000	1.55163043478261	1.86031746031746	2.26686656671664	1.50675337668834	1.70892018779343	1.87021276595745	1.98231578947368	1.82135922330097	1.71385767790262	1.97475872308834	1.75445173383318	1.81922217635043	0.212644205459682
"chr3-182"	"chr3"	182000001	183000000	"."	1000000	1.67934782608696	1.82857142857143	1.84107946026987	1.47873936968484	1.67699530516432	1.77021276595745	1.70778947368421	1.70679611650485	1.81573033707865	2.06829992576095	1.74133083411434	1.75589934935253	0.144137847563878
"chr3-183"	"chr3"	183000001	184000000	"."	1000000	3.50271739130435	3.2	4.10794602698651	3.40170085042521	3.16995305164319	3.59787234042553	3.25389473684211	3.14757281553398	2.63370786516854	2.60282108389013	2.50234301780694	3.19277538000241	0.478017370901746
"chr3-184"	"chr3"	184000001	185000000	"."	1000000	4.31521739130435	4.92380952380952	5.21739130434783	4.60030015007504	3.36338028169014	3.58936170212766	3.30778947368421	3.30485436893204	2.65468164794007	2.47661469933185	2.74226804123711	3.68142441677089	0.944857594293792
"chr3-185"	"chr3"	185000001	186000000	"."	1000000	2.95380434782609	2.87936507936508	4.09595202398801	2.73936968484242	2.98591549295775	3.16170212765957	3.22189473684211	3.17281553398058	2.46591760299625	2.543429844098	2.20056232427366	2.94733898171177	0.499346588750948
"chr3-186"	"chr3"	186000001	187000000	"."	1000000	3.14130434782609	3.12063492063492	3.37931034482759	3.28764382191096	3.16056338028169	3.03191489361702	2.71831578947368	2.8873786407767	2.41348314606742	2.43652561247216	2.42361761949391	2.90915386521656	0.358176292480649
"chr3-187"	"chr3"	187000001	188000000	"."	1000000	2.2554347826087	2.4031746031746	2.11994002998501	2.48124062031015	2.28169014084507	2.22978723404255	1.92673684210526	2.10291262135922	2.23970037453184	2.32665181885672	2.25304592314902	2.23821045372438	0.150295820698638
"chr3-188"	"chr3"	188000001	189000000	"."	1000000	1.90489130434783	1.83809523809524	1.93403298350825	1.86493246623312	2.05633802816901	1.86170212765957	1.66063157894737	1.85436893203884	1.85468164794007	2	2.11433926897844	1.90400123417434	0.122209168383269
"chr3-189"	"chr3"	189000001	190000000	"."	1000000	1.33967391304348	1.52698412698413	1.22938530734633	1.20460230115058	1.50046948356808	1.6	1.43326315789474	1.55339805825243	1.69438202247191	1.76688938381589	1.68884723523899	1.50344499906968	0.186755758324719
"chr3-190"	"chr3"	190000001	191000000	"."	1000000	1.14130434782609	1.34603174603175	1.44227886056972	1.32666333166583	1.34272300469484	1.46170212765957	1.35410526315789	1.49320388349515	1.57153558052434	1.67780252412769	1.6232427366448	1.43459940058161	0.154321285931758
"chr3-191"	"chr3"	191000001	192000000	"."	1000000	1.23369565217391	1.29206349206349	1.39130434782609	1.15457728864432	1.32582159624413	1.51276595744681	1.51747368421053	1.50291262135922	1.3438202247191	1.61395694135115	1.49203373945642	1.39822050413593	0.141277788334694
"chr3-192"	"chr3"	192000001	193000000	"."	1000000	1.54891304347826	1.4	1.45727136431784	1.5367683841921	1.6150234741784	1.5063829787234	1.62526315789474	1.53592233009709	1.5940074906367	1.70155902004454	1.62136832239925	1.5584072332693	0.0851415371130301
"chr3-193"	"chr3"	193000001	194000000	"."	1000000	2.02445652173913	2.03174603174603	1.99700149925037	2.29114557278639	2.11455399061033	2.17872340425532	1.84589473684211	1.9747572815534	1.93558052434457	1.91982182628062	2.03748828491097	2.0319245158472	0.125141449793966
"chr3-194"	"chr3"	194000001	195000000	"."	1000000	4.14945652173913	3.95873015873016	4.41079460269865	4.25212606303152	3.13239436619718	3.61702127659574	3.19663157894737	3.1495145631068	2.41647940074906	2.55827765404603	2.68791002811621	3.41175783763253	0.708933169882214
"chr3-195"	"chr3"	195000001	196000000	"."	1000000	4.23641304347826	5.11111111111111	6.07796101949025	5.28264132066033	3.49671361502347	3.99787234042553	4.3941052631579	3.42912621359223	2.98576779026217	3.34669636228656	3.12464854732896	4.13482332971062	1.00049135360969
"chr3-196"	"chr3"	196000001	197000000	"."	1000000	4.17119565217391	4.34285714285714	5.89505247376312	4.33016508254127	3.30892018779343	3.94042553191489	4.26442105263158	3.60776699029126	2.67116104868914	2.64142538975501	2.58669165885661	3.79637111011521	0.985132676717184
"chr3-197"	"chr3"	197000001	198000000	"."	1000000	3.58423913043478	3.78095238095238	4.3808095952024	3.41570785392696	2.88075117370892	3.2468085106383	3.15284210526316	3.03883495145631	2.4059925093633	2.48997772828508	2.4892221180881	3.16964891430179	0.607284701999299
"chr3-198"	"chr3"	198000001	198295559	"."	295559	0.793478260869565	0.812698412698413	0.758620689655172	0.814407203601801	0.608450704225352	0.646808510638298	0.641684210526316	0.580582524271845	0.669662921348315	0.52709725315516	0.545454545454545	0.672631385131344	0.106441029556417
"chr4-0"	"chr4"	1	1000000	"."	1000000	4.8695652173913	5.38730158730159	5.70614692653673	5.15457728864432	3.39154929577465	3.60425531914894	3.60421052631579	3.23300970873786	2.80449438202247	2.4543429844098	2.88097469540768	3.91731163015374	1.14855478020271
"chr4-1"	"chr4"	1000001	2000000	"."	1000000	5.98913043478261	7.44444444444444	7.76611694152924	7.07153576788394	3.67887323943662	4.39574468085106	4.29136842105263	3.65631067961165	2.63670411985019	2.71417965850037	2.68041237113402	4.7568018871888	1.97115553468873
"chr4-2"	"chr4"	2000001	3000000	"."	1000000	5.32608695652174	5.34285714285714	6.40779610194903	5.6128064032016	3.38028169014085	3.92553191489362	4.42105263157895	3.39029126213592	2.54831460674157	2.71566443949517	2.85848172446111	4.17537862490697	1.32742844747126
"chr4-3"	"chr4"	3000001	4000000	"."	1000000	5.85054347826087	6.23492063492063	6.88155922038981	6.62131065532766	3.35586854460094	3.97446808510638	4.16336842105263	3.71650485436893	2.71310861423221	2.71417965850037	2.69353327085286	4.44721503978303	1.64112506972011
"chr4-4"	"chr4"	4000001	5000000	"."	1000000	3.78260869565217	3.86031746031746	3.6311844077961	3.77988994497249	2.68732394366197	3.02340425531915	2.61389473684211	2.76699029126214	2.6561797752809	2.39346696362287	2.48359887535145	3.0617144863708	0.580671920838521
"chr4-5"	"chr4"	5000001	6000000	"."	1000000	3.5679347826087	3.44444444444444	3.27136431784108	3.70185092546273	2.73802816901408	2.91063829787234	2.72	2.73009708737864	2.44494382022472	2.28804751299183	2.72539831302718	2.95843160644234	0.467497484541134
"chr4-6"	"chr4"	6000001	7000000	"."	1000000	5.22282608695652	5.49206349206349	6.22788605697151	5.70085042521261	3.48169014084507	3.68723404255319	3.78105263157895	3.35533980582524	2.59325842696629	2.73942093541203	2.7066541705717	4.08984329226878	1.32513594783579
"chr4-7"	"chr4"	7000001	8000000	"."	1000000	5.78532608695652	6.10793650793651	6.31484257871064	6.64532266133067	3.51173708920188	4.22765957446808	4.13305263157895	3.69902912621359	2.64569288389513	2.66815144766147	2.82661668228679	4.41503338820366	1.53217318281552
"chr4-8"	"chr4"	8000001	9000000	"."	1000000	6.3804347826087	6.71111111111111	6.97751124437781	7.1335667833917	3.6	4.18085106382979	4.25768421052632	3.77087378640777	2.74606741573034	2.61024498886414	2.99343955014058	4.66925317608984	1.77772456230248
"chr4-9"	"chr4"	9000001	10000000	"."	1000000	4.57065217391304	4.78095238095238	3.23538230884558	4.86443221610805	3.36713615023474	3.30851063829787	3.08210526315789	3.50097087378641	2.61123595505618	2.60133630289532	2.83786316776008	3.52368885736432	0.835316776892783
"chr4-10"	"chr4"	10000001	11000000	"."	1000000	2.73641304347826	2.50793650793651	2.11094452773613	2.64932466233117	2.4169014084507	2.47234042553192	1.80715789473684	2.32427184466019	2.20823970037453	2.15887156644395	2.49484536082474	2.35338608568227	0.267070091601669
"chr4-11"	"chr4"	11000001	12000000	"."	1000000	1.47010869565217	1.4984126984127	1.31934032983508	1.53876938469235	1.45727699530516	1.42765957446809	1.45684210526316	1.67378640776699	1.91760299625468	1.76540460282108	1.91752577319588	1.58570268760612	0.203107085692427
"chr4-12"	"chr4"	12000001	13000000	"."	1000000	1.14402173913043	1.16507936507937	1.08545727136432	1.20660330165083	1.08356807511737	1.13404255319149	1.35073684210526	1.27378640776699	1.30786516853933	1.58426132145509	1.73945641986879	1.27953440593357	0.210786956868411
"chr4-13"	"chr4"	13000001	14000000	"."	1000000	1.6304347826087	1.71428571428571	1.52023988005997	1.89894947473737	1.72206572769953	1.67872340425532	1.52084210526316	1.6368932038835	2.12134831460674	1.85003711952487	2.1049671977507	1.76352608406142	0.208233133277071
"chr4-14"	"chr4"	14000001	15000000	"."	1000000	1.36141304347826	1.26349206349206	1.22038980509745	1.39469734867434	1.39530516431925	1.31276595744681	1.40631578947368	1.56116504854369	1.55505617977528	1.78619153674833	1.92877225866917	1.47141492688348	0.21971404274179
"chr4-15"	"chr4"	15000001	16000000	"."	1000000	1.98097826086957	1.9015873015873	1.97301349325337	2.06103051525763	2.10704225352113	2.00851063829787	1.65389473684211	2.06407766990291	2.02996254681648	2.09948032665182	2.11808809746954	1.99978780367907	0.132160338279949
"chr4-16"	"chr4"	16000001	17000000	"."	1000000	1.91304347826087	2.06984126984127	2.15592203898051	1.98699349674837	2.19906103286385	2.11914893617021	1.64042105263158	2.00776699029126	2.17378277153558	2.02524127691166	2.28678537956888	2.05254615670946	0.174014523411027
"chr4-17"	"chr4"	17000001	18000000	"."	1000000	2.24728260869565	2.25079365079365	2.4407796101949	2.31715857928964	2.30422535211268	2.36382978723404	2.07831578947368	2.28155339805825	2.01348314606742	2.18411284335561	2.10684161199625	2.23530694338834	0.128718592869919
"chr4-18"	"chr4"	18000001	19000000	"."	1000000	1.17934782608696	1.24444444444444	1.02848575712144	1.19059529764882	1.10798122065728	1.20851063829787	1.39789473684211	1.42718446601942	1.47715355805243	1.69265033407572	1.57450796626054	1.32079602231882	0.207482190600118
"chr4-19"	"chr4"	19000001	20000000	"."	1000000	1	1.07619047619048	1.01949025487256	1.14457228614307	1.23004694835681	1.13404255319149	1.49052631578947	1.17864077669903	1.22696629213483	1.51299183370453	1.2933458294283	1.20971032422823	0.169548540719963
"chr4-20"	"chr4"	20000001	21000000	"."	1000000	1.19565217391304	1.17460317460317	1.20839580209895	1.10855427713857	1.26197183098592	1.40851063829787	1.28168421052632	1.33980582524272	1.44569288389513	1.57386785449146	1.44704779756326	1.31325331534149	0.142378796700938
"chr4-21"	"chr4"	21000001	22000000	"."	1000000	1.04619565217391	1.08571428571429	1.33133433283358	1.23061530765383	1.16807511737089	1.34042553191489	1.37768421052632	1.3747572815534	1.59550561797753	1.66443949517446	1.69259606373008	1.35521299060211	0.220801074222537
"chr4-22"	"chr4"	22000001	23000000	"."	1000000	1.52989130434783	1.43492063492063	1.38830584707646	1.37668834417209	1.43098591549296	1.41063829787234	1.64042105263158	1.51844660194175	1.7812734082397	1.72234595397179	1.7788191190253	1.54661240724477	0.157483218747811
"chr4-23"	"chr4"	23000001	24000000	"."	1000000	1.0570652173913	1.26666666666667	1.03148425787106	1.09854927463732	1.27136150234742	1.09148936170213	1.21936842105263	1.28543689320388	1.28239700374532	1.71937639198218	1.4639175257732	1.25337386512483	0.200739463375815
"chr4-24"	"chr4"	24000001	25000000	"."	1000000	2.33423913043478	2.21269841269841	2.06296851574213	2.58529264632316	2.34553990610329	2.35106382978723	1.73810526315789	2.26601941747573	2.31310861423221	2.12472160356347	2.24554826616682	2.23448232778956	0.213207082683741
"chr4-25"	"chr4"	25000001	26000000	"."	1000000	3.09510869565217	3.18730158730159	3.66416791604198	3.34167083541771	3.01408450704225	2.86595744680851	2.86315789473684	2.99611650485437	2.42546816479401	2.34001484780995	2.32802249297095	2.92009735394821	0.422597254037893
"chr4-26"	"chr4"	26000001	27000000	"."	1000000	2.3125	2.21904761904762	2.4647676161919	2.26513256628314	2.15399061032864	2.22553191489362	2.09010526315789	2.31844660194175	1.97453183520599	2.09948032665182	2.04873477038426	2.1974790112806	0.141417734181436
"chr4-27"	"chr4"	27000001	28000000	"."	1000000	1.42663043478261	1.32380952380952	1.11544227886057	1.31665832916458	1.35586854460094	1.24468085106383	1.29684210526316	1.47572815533981	1.40224719101124	1.57238307349666	1.58388003748828	1.37401550226193	0.138919665400094
"chr4-28"	"chr4"	28000001	29000000	"."	1000000	0.89945652173913	0.917460317460317	1.11544227886057	0.942471235617809	1.02723004694836	1.05957446808511	1.29010526315789	1.01747572815534	1.0501872659176	1.43281365998515	0.946579194001874	1.06352690726629	0.164506287786764
"chr4-29"	"chr4"	29000001	30000000	"."	1000000	0.769021739130435	0.822222222222222	1.09145427286357	0.776388194097049	0.914553990610329	0.974468085106383	1.29178947368421	1.0621359223301	0.954307116104869	1.35263548626578	0.957825679475164	0.996982016535464	0.191936186448456
"chr4-30"	"chr4"	30000001	31000000	"."	1000000	0.964673913043478	0.968253968253968	1.34632683658171	0.894447223611806	0.970892018779343	1.27234042553191	1.25810526315789	1.18058252427184	1.14456928838951	1.49368968077209	1.10965323336457	1.14577585234165	0.187211481333651
"chr4-31"	"chr4"	31000001	32000000	"."	1000000	0.956521739130435	0.838095238095238	1.33433283358321	0.780390195097549	1.04225352112676	0.982978723404255	1.28505263157895	1.0368932038835	1.18202247191011	1.55456570155902	1.22774133083411	1.11098614456392	0.230183809279321
"chr4-32"	"chr4"	32000001	33000000	"."	1000000	0.894021739130435	0.873015873015873	0.998500749625187	0.822411205602801	1.00469483568075	1.02340425531915	1.25305263157895	1.04271844660194	1.1685393258427	1.29324424647365	0.98406747891284	1.03251552616221	0.151112002310923
"chr4-33"	"chr4"	33000001	34000000	"."	1000000	0.77445652173913	0.749206349206349	1.12443778110945	0.814407203601801	1.09859154929577	0.895744680851064	1.15031578947368	0.90873786407767	0.904868913857678	1.44914625092799	0.931583880037488	0.981954253107097	0.206661739913854
"chr4-34"	"chr4"	34000001	35000000	"."	1000000	0.796195652173913	0.685714285714286	1.10644677661169	0.734367183591796	0.993427230046948	0.831914893617021	1.10147368421053	0.899029126213592	0.912359550561798	1.2293986636971	0.946579194001874	0.93062784004005	0.16769382143615
"chr4-35"	"chr4"	35000001	36000000	"."	1000000	0.872282608695652	0.844444444444444	1.05247376311844	0.874437218609305	0.888262910798122	0.838297872340426	1.19747368421053	1.10291262135922	1.06067415730337	1.4090571640683	0.965323336457357	1.00960361649138	0.178450400241492
"chr4-36"	"chr4"	36000001	37000000	"."	1000000	1.00271739130435	1.17460317460317	1.07646176911544	1.03451725862931	1.22065727699531	1.26808510638298	1.37263157894737	1.22912621359223	1.37228464419476	1.57683741648107	1.27460168697282	1.23659304701989	0.167465891625787
"chr4-37"	"chr4"	37000001	38000000	"."	1000000	2.05978260869565	2.28888888888889	2.24887556221889	2.02701350675338	2.13708920187793	2.15106382978723	1.98063157894737	2.14368932038835	2	1.9079435783222	2.07497656982193	2.09272314960926	0.114829210351012
"chr4-38"	"chr4"	38000001	39000000	"."	1000000	2.65217391304348	2.90793650793651	3.03748125937031	2.71335667833917	2.72300469483568	2.88723404255319	2.57515789473684	2.48932038834951	2.51086142322097	2.16332590942836	2.5360824742268	2.65417592600371	0.241395383662275
"chr4-39"	"chr4"	39000001	40000000	"."	1000000	2.81521739130435	2.86984126984127	4.28785607196402	2.58329164582291	2.90704225352113	3.35957446808511	3.86694736842105	3.18058252427184	2.46142322097378	2.41425389755011	2.28865979381443	3.00315362777909	0.628053077676555
"chr4-40"	"chr4"	40000001	41000000	"."	1000000	3.42934782608696	3.37777777777778	4.22488755622189	3.2496248124062	3.16807511737089	3.5936170212766	3.67831578947368	3.33592233009709	2.71760299625468	2.50927988121752	2.40112464854733	3.24414325061187	0.535429267682222
"chr4-41"	"chr4"	41000001	42000000	"."	1000000	2.4945652173913	2.22222222222222	2.33583208395802	2.05502751375688	2.43568075117371	2.42127659574468	2.12715789473684	2.23106796116505	2.35655430711611	1.99703043801039	2.33926897844424	2.27415308761086	0.161903078466331
"chr4-42"	"chr4"	42000001	43000000	"."	1000000	1.72010869565217	1.87936507936508	2.06596701649175	1.78889444722361	1.83474178403756	1.98723404255319	1.97052631578947	1.97669902912621	1.89962546816479	1.96585003711952	2.05248359887535	1.92195413767261	0.108483676554261
"chr4-43"	"chr4"	43000001	44000000	"."	1000000	1.01630434782609	1.04126984126984	1.25937031484258	0.95447723861931	1.08920187793427	1.07021276595745	1.46526315789474	1.1631067961165	1.17453183520599	1.49072011878248	1.16401124648547	1.17167904917588	0.173560186797662
"chr4-44"	"chr4"	44000001	45000000	"."	1000000	0.804347826086957	0.755555555555556	1.13643178410795	0.998499249624812	1.06666666666667	1.0468085106383	1.31031578947368	1.00776699029126	1.1250936329588	1.59465478841871	1.1921274601687	1.09438802309013	0.229742474829149
"chr4-45"	"chr4"	45000001	46000000	"."	1000000	0.853260869565217	0.895238095238095	1.07946026986507	0.874437218609305	0.948356807511737	1.04893617021277	1.41642105263158	1.00776699029126	1.03071161048689	1.46250927988122	1.12277413308341	1.06726113612514	0.203293586454216
"chr4-46"	"chr4"	46000001	47000000	"."	1000000	1.01358695652174	0.847619047619048	1.00449775112444	0.852426213106553	1.01408450704225	1.06595744680851	1.33557894736842	1.07184466019417	0.970786516853933	1.46993318485523	0.967197750702905	1.05577390747247	0.188699510520076
"chr4-47"	"chr4"	47000001	48000000	"."	1000000	1.4945652173913	1.39047619047619	1.71514242878561	1.20460230115058	1.42535211267606	1.62765957446809	1.49726315789474	1.56116504854369	1.53558052434457	1.73867854491463	1.58013120899719	1.52460148269478	0.151388858268773
"chr4-48"	"chr4"	48000001	49000000	"."	1000000	2.10869565217391	1.90793650793651	2.31784107946027	1.98299149574787	2.13896713615023	2.32340425531915	2.28210526315789	2.25242718446602	2.24119850187266	2.00445434298441	1.98313027179007	2.140286517369	0.151922836441769
"chr4-49"	"chr4"	49000001	50000000	"."	1000000	7.33967391304348	7.01904761904762	10.287856071964	6.87343671835918	5.54366197183099	6.40425531914894	22.5970526315789	8.00582524271845	6.5498127340824	6.02821083890126	3.49578256794752	8.19496505714753	5.05387525147461
"chr4-50"	"chr4"	50000001	51000000	"."	1000000	3.25271739130435	2.62222222222222	2.55472263868066	1.94697348674337	1.5943661971831	2.33617021276596	11.6362105263158	2.28349514563107	1.97003745318352	2.9561989606533	0.438612933458294	3.05379337892197	2.94311604953599
"chr4-51"	"chr4"	51000001	52000000	"."	1000000	2.59782608695652	2.28888888888889	1.9640179910045	1.5647823911956	1.40281690140845	2	8.88084210526316	2.17281553398058	1.72734082397004	2.27616926503341	0.852858481724461	2.52075986085687	2.16442809593302
"chr4-52"	"chr4"	52000001	53000000	"."	1000000	2.02445652173913	2.11428571428571	2.08695652173913	2.09504752376188	2	2.12553191489362	2.34442105263158	2.2504854368932	2.08389513108614	2.00296956198961	2.14620431115276	2.11584124456116	0.104016186337343
"chr4-53"	"chr4"	53000001	54000000	"."	1000000	2.08967391304348	2.04126984126984	1.84407796101949	2.03301650825413	1.9849765258216	1.96808510638298	2.12715789473684	2.02135922330097	2.09138576779026	2.0475129918337	2.15182755388941	2.03639484430388	0.0849152588276737
"chr4-54"	"chr4"	54000001	55000000	"."	1000000	2.23097826086957	2.30793650793651	2.17391304347826	2.49924962481241	2.32863849765258	2.27872340425532	2.06315789473684	2.29902912621359	2.19775280898876	2.13066072754269	2.42361761949391	2.2666961378164	0.126492797516264
"chr4-55"	"chr4"	55000001	56000000	"."	1000000	2.11141304347826	2.01904761904762	2.10194902548726	1.98499249624812	2.16150234741784	2.11489361702128	2.112	2.1126213592233	2.03445692883895	2.0014847809948	1.99062792877226	2.06772628604815	0.0622315042564596
"chr4-56"	"chr4"	56000001	57000000	"."	1000000	2.85326086956522	2.83492063492064	3.68815592203898	2.86343171585793	2.96901408450704	3.2	3.16126315789474	2.9495145631068	2.49588014981273	2.39049740163326	2.29990627928772	2.88234952532955	0.396738104206718
"chr4-57"	"chr4"	57000001	58000000	"."	1000000	1.66576086956522	1.60952380952381	1.58920539730135	1.71685842921461	1.70140845070423	1.78936170212766	2.00757894736842	1.80582524271845	1.82322097378277	1.85152190051967	1.89690721649485	1.76883390357464	0.126690479377986
"chr4-58"	"chr4"	58000001	59000000	"."	1000000	0.934782608695652	0.853968253968254	0.887556221889055	0.894447223611806	1.02910798122066	0.980851063829787	1.25642105263158	1.07961165048544	1.12209737827715	1.37342242019302	1.05716963448922	1.04267595357197	0.161323938681213
"chr4-59"	"chr4"	59000001	60000000	"."	1000000	1.10054347826087	0.828571428571429	0.989505247376312	0.8024012006003	0.858215962441315	0.94468085106383	1.46863157894737	1.05825242718447	1.02022471910112	1.36748329621381	0.880974695407685	1.02904408046986	0.215676815110748
"chr4-60"	"chr4"	60000001	61000000	"."	1000000	0.904891304347826	1.01904761904762	0.938530734632684	0.886443221610805	0.861971830985915	1.10425531914894	1.44673684210526	1.01165048543689	1.11910112359551	1.30660727542687	1.07029053420806	1.06086602641331	0.181133936218798
"chr4-61"	"chr4"	61000001	62000000	"."	1000000	1.03532608695652	1.02857142857143	1.29835082458771	1.03651825912956	1.15868544600939	1.26170212765957	1.38105263157895	1.25631067961165	1.20749063670412	1.49220489977728	1.15463917525773	1.21007747234945	0.148576484538517
"chr4-62"	"chr4"	62000001	63000000	"."	1000000	0.940217391304348	0.777777777777778	1.22338830584708	0.918459229614807	1.07981220657277	1.04893617021277	1.29010526315789	1.09902912621359	1.07265917602996	1.41499628804751	0.922211808809747	1.0715993403262	0.184228562974452
"chr4-63"	"chr4"	63000001	64000000	"."	1000000	0.907608695652174	0.663492063492063	1.01049475262369	0.894447223611806	0.897652582159624	0.906382978723404	1.23284210526316	1.05825242718447	0.969288389513109	1.40460282108389	0.942830365510778	0.989808582256196	0.19407362076254
"chr4-64"	"chr4"	64000001	65000000	"."	1000000	0.978260869565217	1.02539682539683	1.29835082458771	0.842421210605303	0.969014084507042	1.06595744680851	1.41136842105263	1.11067961165049	1.08913857677903	1.28878990348924	1.01968134957826	1.09991446582002	0.168424193161809
"chr4-65"	"chr4"	65000001	66000000	"."	1000000	0.823369565217391	0.707936507936508	0.923538230884558	0.698349174587294	0.775586854460094	0.914893617021277	1.26989473684211	0.914563106796117	0.924344569288389	1.3199703043801	0.950328022492971	0.929343153627892	0.201678397555471
"chr4-66"	"chr4"	66000001	67000000	"."	1000000	0.855978260869565	1.00634920634921	0.974512743628186	0.8024012006003	1.01220657276995	1.07872340425532	1.46526315789474	1.1378640776699	1.04569288389513	1.32293986636971	0.944704779756326	1.05878510491439	0.19331919937783
"chr4-67"	"chr4"	67000001	68000000	"."	1000000	1.35869565217391	1.2952380952381	1.6071964017991	1.18459229614807	1.35023474178404	1.55531914893617	1.74484210526316	1.60194174757282	1.47715355805243	1.65998515219005	1.66822867853796	1.50031159797235	0.179753745681923
"chr4-68"	"chr4"	68000001	69000000	"."	1000000	1.2445652173913	1.0952380952381	1.48125937031484	1.15457728864432	1.39718309859155	1.55106382978723	1.62863157894737	1.42135922330097	1.33033707865169	1.70155902004454	1.49203373945642	1.40889159457894	0.190479217514928
"chr4-69"	"chr4"	69000001	70000000	"."	1000000	0.918478260869565	0.952380952380952	1.05247376311844	0.874437218609305	0.905164319248826	0.970212765957447	1.07284210526316	0.932038834951456	0.960299625468165	1.5916852264291	0.995313964386129	1.02048427606205	0.198573028899016
"chr4-70"	"chr4"	70000001	71000000	"."	1000000	1.7445652173913	1.72063492063492	2.59070464767616	1.65082541270635	1.85164319248826	1.81702127659574	2.40842105263158	1.95533980582524	1.58202247191011	1.89606533036377	1.43017806935333	1.87703830887062	0.34385014228732
"chr4-71"	"chr4"	71000001	72000000	"."	1000000	1.26086956521739	1.26349206349206	1.39130434782609	1.39869934967484	1.50798122065728	1.66382978723404	1.71621052631579	1.47572815533981	1.58951310861423	1.73570898292502	1.58388003748828	1.50792883134408	0.16713814661313
"chr4-72"	"chr4"	72000001	73000000	"."	1000000	1.22282608695652	1.26349206349206	1.29235382308846	1.13056528264132	1.24507042253521	1.33617021276596	1.77010526315789	1.30291262135922	1.53408239700375	1.70155902004454	1.41143392689784	1.38277919272207	0.203586248882224
"chr4-73"	"chr4"	73000001	74000000	"."	1000000	1.35326086956522	1.36825396825397	1.78410794602699	1.42671335667834	1.54929577464789	1.61063829787234	1.73978947368421	1.47766990291262	1.61647940074906	1.97030438010393	1.64198687910028	1.59440911359953	0.188286012276489
"chr4-74"	"chr4"	74000001	75000000	"."	1000000	1.14673913043478	1.2984126984127	1.27136431784108	1.31265632816408	1.32957746478873	1.18085106382979	1.50568421052632	1.50097087378641	1.40973782771536	1.79658500371195	1.52764761012184	1.38911150266664	0.185836275452492
"chr4-75"	"chr4"	75000001	76000000	"."	1000000	2.08695652173913	2.45079365079365	2.64167916041979	2.27313656828414	2.35117370892019	2.25957446808511	2.87326315789474	2.46601941747573	2.03895131086142	2.07275426874536	2.058106841612	2.3247644613483	0.267879055772626
"chr4-76"	"chr4"	76000001	77000000	"."	1000000	2.41847826086957	2.40952380952381	2.51274362818591	2.19509754877439	2.37746478873239	2.34042553191489	1.99073684210526	2.33592233009709	2.42097378277154	2.08463251670379	2.30927835051546	2.30866158092674	0.157208369514714
"chr4-77"	"chr4"	77000001	78000000	"."	1000000	2.23641304347826	2.28253968253968	1.82608695652174	2.23911955977989	2.26854460093897	2.30212765957447	2.08	2.26601941747573	2.1812734082397	2.07275426874536	2.41799437675726	2.19753390673191	0.157278037088693
"chr4-78"	"chr4"	78000001	79000000	"."	1000000	1.72826086956522	1.51111111111111	1.74812593703148	1.76488244122061	1.9962441314554	1.83829787234043	1.60168421052632	1.64271844660194	1.83220973782772	2.07126948775056	2.00187441424555	1.79424351451603	0.176517974381877
"chr4-79"	"chr4"	79000001	80000000	"."	1000000	1.07065217391304	0.968253968253968	1.1784107946027	1.01050525262631	0.99906103286385	1.02340425531915	1.30357894736842	1.15339805825243	1.06516853932584	1.4996288047513	1.21274601686973	1.13498253128607	0.159026325504208
"chr4-80"	"chr4"	80000001	81000000	"."	1000000	1.20923913043478	1.02222222222222	1.30134932533733	1.15057528764382	1.11173708920188	1.13829787234043	1.39284210526316	1.14368932038835	1.25842696629213	1.57535263548627	1.4095595126523	1.24666286066024	0.161439804387342
"chr4-81"	"chr4"	81000001	82000000	"."	1000000	1.42934782608696	1.56190476190476	1.41529235382309	1.6048024012006	1.5943661971831	1.59787234042553	1.64547368421053	1.82135922330097	1.89962546816479	1.75204157386785	1.85754451733833	1.65269366795514	0.16263327098285
"chr4-82"	"chr4"	82000001	83000000	"."	1000000	2.6820652173913	2.59365079365079	2.89055472263868	2.47323661830915	2.50516431924883	2.8936170212766	2.83957894736842	2.47378640776699	2.25917602996255	2.1380846325167	2.27553889409559	2.54767760038415	0.260861370180091
"chr4-83"	"chr4"	83000001	84000000	"."	1000000	2.25815217391304	2.44761904761905	2.58470764617691	2.07903951975988	2.4037558685446	2.4468085106383	2.31073684210526	2.37281553398058	2.14082397003745	2.11581291759465	2.06560449859419	2.29326150263308	0.174603454236381
