""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"mean"	"sd"
"chr2-185"	"chr2"	185000001	186000000	"."	1000000	1.89637305699482	1.85882352941176	1.81875658587987	2.01078167115903	2.04524033930254	2.12921890067502	1.98476770753998	1.66173752310536	1.91646586345382	1.92468501972469	0.138274786676427
"chr2-186"	"chr2"	186000001	187000000	"."	1000000	1.93634344929682	1.87607843137255	1.77028451001054	1.87601078167116	1.91517436380773	2.12921890067502	2.09444021325209	1.86506469500924	2.05622489959839	1.94653780496595	0.12042011363071
"chr2-187"	"chr2"	187000001	188000000	"."	1000000	2.03108808290155	1.84156862745098	1.73656480505796	1.8167115902965	1.81526861451461	2.18322082931533	1.94821020563595	1.79852125693161	2.16706827309237	1.92646914279965	0.165560359381252
"chr2-188"	"chr2"	188000001	189000000	"."	1000000	1.95114729829756	1.93411764705882	1.74288724973656	2.01347708894879	1.90386427898209	2.00578592092575	2.08987052551409	1.87430683918669	2.06907630522088	1.9538370170968	0.107097532630044
"chr2-189"	"chr2"	189000001	190000000	"."	1000000	1.96743153219837	1.96235294117647	1.95574288724974	1.93261455525606	2.01696512723845	2.04628736740598	2.04265041888804	1.8724584103512	2.02570281124498	1.98024511677881	0.057708408590675
"chr2-190"	"chr2"	190000001	191000000	"."	1000000	1.94374537379719	2.04235294117647	2.03793466807165	2.19137466307278	1.96606974552309	1.86692381870781	2.08987052551409	1.80776340110906	2.04819277108434	1.99935865645072	0.116850679341098
"chr2-191"	"chr2"	191000001	192000000	"."	1000000	1.98963730569948	1.98274509803922	2.09483667017914	2.1644204851752	2.10367577756833	2.1427193828351	1.98019801980198	2.14232902033272	2.0578313253012	2.07315478721471	0.0736378135919758
"chr2-192"	"chr2"	192000001	193000000	"."	1000000	1.88749074759437	1.80862745098039	1.89884088514225	1.8733153638814	1.9057492931197	2	2.13404417364813	1.73567467652495	1.92289156626506	1.90740379523959	0.112395538800388
"chr2-193"	"chr2"	193000001	194000000	"."	1000000	1.85788304959289	1.91372549019608	1.74710221285564	1.74932614555256	2.04335532516494	2.06750241080039	1.80959634424981	1.78373382624769	2.01927710843374	1.88794465701041	0.128091797295163
"chr2-194"	"chr2"	194000001	195000000	"."	1000000	1.91117690599556	1.77098039215686	1.82086406743941	1.82210242587601	1.82846371347785	1.9228543876567	1.91774562071592	1.77264325323475	2.10923694779116	1.87511863492714	0.105761690256911
"chr2-195"	"chr2"	195000001	196000000	"."	1000000	2.04885270170244	1.86666666666667	2.03793466807165	1.95956873315364	2.24505183788878	2.03664416586307	2.01218583396801	2.02033271719039	2.04176706827309	2.02988937697531	0.0993084317874162
"chr2-196"	"chr2"	196000001	197000000	"."	1000000	1.97779422649889	1.93411764705882	2.11380400421496	1.99730458221024	2.02639019792648	2	1.94211728865194	1.93900184842884	2.01767068273092	1.99424449752457	0.0565397465532478
"chr2-197"	"chr2"	197000001	198000000	"."	1000000	1.92746113989637	2.10039215686275	2.2781875658588	1.93800539083558	2.00754005655042	2.07907425265188	2.00761614623001	1.90388170055453	2	2.02690648993782	0.114925418749803
"chr2-198"	"chr2"	198000001	199000000	"."	1000000	1.98667653589933	1.79921568627451	1.89462592202318	1.87601078167116	1.86239396795476	2.19479267116683	2.15079969535415	1.93715341959335	2.03694779116466	1.97095738567799	0.134309624441257
"chr2-199"	"chr2"	199000001	200000000	"."	1000000	2.06365655070318	2.02509803921569	2.03161222339305	1.91105121293801	2.05655042412818	2.07521697203472	2.0990099009901	1.86506469500924	2.02409638554217	2.01681737821715	0.0778576792062181
"chr2-200"	"chr2"	200000001	201000000	"."	1000000	2.05625462620281	1.92941176470588	1.95995785036881	2.07816711590297	1.98303487276155	2.07135969141755	1.92383853769992	2.10351201478743	1.96626506024096	2.00797794823199	0.0692109976556379
"chr2-201"	"chr2"	201000001	202000000	"."	1000000	2.08290155440414	1.95607843137255	2.00842992623815	2.21563342318059	2.25636192271442	2.00964320154291	1.96953541507997	1.91497227356747	1.83293172690763	2.02738754166754	0.137160467901421
"chr2-202"	"chr2"	202000001	203000000	"."	1000000	2.05181347150259	1.96392156862745	2.04214963119073	1.84366576819407	1.93402450518379	1.94021215043394	1.98781416603199	2.07763401109057	1.96305220883534	1.97825416456561	0.0719508222903784
"chr2-203"	"chr2"	203000001	204000000	"."	1000000	1.89341228719467	1.98745098039216	1.98735511064278	1.8921832884097	1.97360980207352	1.89971070395371	1.96801218583397	1.97412199630314	1.96144578313253	1.94858912643735	0.0410011555808172
"chr2-204"	"chr2"	204000001	205000000	"."	1000000	2.02664692820133	1.97176470588235	2.01896733403583	1.87870619946092	2.04147031102733	2.18322082931533	2.01827875095202	2.02218114602588	1.93413654618474	2.01059697234286	0.0836826920098812
"chr2-205"	"chr2"	205000001	206000000	"."	1000000	2.17172464840859	2.00627450980392	2.09483667017914	1.98921832884097	2.06786050895382	1.86306653809065	2.05331302361005	2.03881700554529	1.98875502008032	2.03042958372364	0.085247167359779
"chr2-206"	"chr2"	206000001	207000000	"."	1000000	1.94226498889711	2.05176470588235	2.10748155953635	2.06469002695418	2	2.05014464802314	2.04722010662605	1.9630314232902	2.05140562248996	2.03088923129993	0.05234039775809
"chr2-207"	"chr2"	207000001	208000000	"."	1000000	2.06513693560326	1.94509803921569	2.05268703898841	2.09164420485175	2.03770028275212	2.07521697203472	1.94668697638995	2.10536044362292	2.03855421686747	2.0397872344807	0.0577633612208171
"chr2-208"	"chr2"	208000001	209000000	"."	1000000	2.00888230940044	1.97333333333333	2.22971548998946	2.03504043126685	1.82846371347785	2.0771456123433	2.11119573495811	2.03881700554529	2.17510040160643	2.0530771146579	0.116908066939869
"chr2-209"	"chr2"	209000001	210000000	"."	1000000	1.90969652109548	1.91686274509804	2.04214963119073	2.09164420485175	2.08859566446748	1.98071359691418	1.96953541507997	1.98336414048059	1.86666666666667	1.98324762064943	0.0789934893382588
"chr2-210"	"chr2"	210000001	211000000	"."	1000000	1.96891191709845	1.89333333333333	1.85879873551106	2.17250673854447	2.04335532516494	2.06943105110897	2.28179741051028	1.8724584103512	2.02409638554217	2.02052103412943	0.141954319928991
"chr2-211"	"chr2"	211000001	212000000	"."	1000000	1.87712805329386	1.88705882352941	1.94942044257113	1.98382749326146	2.08859566446748	2.01350048216008	1.98476770753998	1.88539741219963	1.92128514056225	1.95455346884281	0.0704253516385043
"chr2-212"	"chr2"	212000001	213000000	"."	1000000	1.94078460399704	1.92313725490196	1.95574288724974	1.84905660377358	1.83600377002828	2.07521697203472	1.96496572734196	1.7818853974122	1.97911646586345	1.92287885362255	0.0883301782247651
"chr2-213"	"chr2"	213000001	214000000	"."	1000000	2.03256846780163	1.88235294117647	1.90305584826133	1.82479784366577	1.91140433553252	1.97299903567985	1.98324447829398	1.89463955637708	1.88273092369478	1.92086593672038	0.0635880792947574
"chr2-214"	"chr2"	214000001	215000000	"."	1000000	1.94670614359734	1.87137254901961	1.75553213909378	1.90566037735849	1.91517436380773	2.16972034715526	2.04417364813404	1.82624768946396	2.17510040160643	1.9566319621374	0.145741375114644
"chr2-215"	"chr2"	215000001	216000000	"."	1000000	1.91413767579571	2.05647058823529	2.17913593256059	2.1455525606469	2.07540056550424	2.00964320154291	2.03655750190404	1.87800369685767	2.11244979919679	2.04526128024935	0.100026238913814
"chr2-216"	"chr2"	216000001	217000000	"."	1000000	2.20133234641007	2.08313725490196	2.19810326659642	2.06199460916442	2.00188501413761	1.91513982642237	2.1035795887281	2.20702402957486	2.06425702811245	2.09293921822758	0.0985627440546825
"chr2-217"	"chr2"	217000001	218000000	"."	1000000	2.00740192450037	2.06901960784314	2.0695468914647	2.04582210242588	2.01319509896324	2.07907425265188	2.15232292460015	2.09611829944547	2.0144578313253	2.06077321480224	0.046892636685355
"chr2-218"	"chr2"	218000001	219000000	"."	1000000	2.0340488527017	2.11450980392157	2.17070600632244	1.93261455525606	1.9679547596607	1.92478302796528	1.99086062452399	2.12569316081331	1.94698795180723	2.02312874921914	0.0925444308033821
"chr2-219"	"chr2"	219000001	220000000	"."	1000000	2.02220577350111	2.05490196078431	2.02107481559536	1.91913746630728	2.04147031102733	2.08486017357763	1.94668697638995	2.20147874306839	1.9710843373494	2.02921117306675	0.0836687657467128
"chr2-220"	"chr2"	220000001	221000000	"."	1000000	1.99555884529978	2.12705882352941	1.84826132771338	2.19676549865229	1.90009425070688	1.94985535197686	2.17060167555217	2.13308687615527	2.04176706827309	2.0403388575399	0.124658094670787
"chr2-221"	"chr2"	221000001	222000000	"."	1000000	2.00148038490007	1.87921568627451	1.86722866174921	2.13746630727763	1.95852968897267	1.97107039537126	2.09444021325209	2.00924214417745	2.17349397590361	2.01024082865317	0.107141042695558
"chr2-222"	"chr2"	222000001	223000000	"."	1000000	2.02664692820133	2.10823529411765	2.06322444678609	2.07277628032345	2.16211121583412	1.80713596914176	1.98781416603199	1.95378927911275	1.92931726907631	2.0123389831806	0.106715132007132
"chr2-223"	"chr2"	223000001	224000000	"."	1000000	2.0680977054034	1.95607843137255	2.0463645943098	2.17789757412399	1.93213949104618	2.15814850530376	2.09139375476009	2.07578558225508	2.02248995983936	2.05871062204602	0.0818224140082408
"chr2-224"	"chr2"	224000001	225000000	"."	1000000	2.10362694300518	2.15843137254902	2.27608008429926	2.05121293800539	1.97172478793591	1.93056894889103	2.06397562833206	1.95194085027726	2.00803212851406	2.05728818686769	0.11024508512588
"chr2-225"	"chr2"	225000001	226000000	"."	1000000	2.02960769800148	1.96705882352941	1.91359325605901	2.05660377358491	1.99434495758718	2.00578592092575	2.14013709063214	1.98706099815157	1.93413654618474	2.00314767385069	0.0677790082626204
"chr2-226"	"chr2"	226000001	227000000	"."	1000000	1.8919319022946	2.04862745098039	1.94099051633298	1.95687331536388	1.89820923656927	2.05593056894889	2.12033511043412	1.89463955637708	2.1718875502008	1.99771391194467	0.104853836895638
"chr2-227"	"chr2"	227000001	228000000	"."	1000000	2.1880088823094	2.06745098039216	2.03582718651212	2.13746630727763	1.93213949104618	1.91706846673095	2.12033511043412	1.84658040665434	1.96947791164659	2.02381719366705	0.11478491586129
"chr2-228"	"chr2"	228000001	229000000	"."	1000000	1.79866765358993	1.90901960784314	1.85458377239199	2.1455525606469	1.99245994344958	2.14464802314368	2.04569687738005	1.97781885397412	1.93734939759036	1.97842185444553	0.119602588922775
"chr2-229"	"chr2"	229000001	230000000	"."	1000000	1.8919319022946	1.98117647058824	2.13487881981033	2.1266846361186	2.17907634307257	1.98649951783992	1.96648895658797	2.04066543438078	1.9566265060241	2.02933650963523	0.0971063734489943
"chr2-230"	"chr2"	230000001	231000000	"."	1000000	2	1.9921568627451	2.10537407797682	2.03504043126685	1.99057492931197	1.96914175506268	2.08377760853008	2.10166358595194	1.96305220883534	2.02675349552009	0.0566917896851051
"chr2-231"	"chr2"	231000001	232000000	"."	1000000	1.920059215396	2.08941176470588	2.05057955742887	2.07277628032345	2.06597549481621	1.84185149469624	1.89185072353389	1.93160813308688	1.97911646586345	1.98258101442788	0.0906107284605269
"chr2-232"	"chr2"	232000001	233000000	"."	1000000	2.09770540340489	2.02352941176471	1.89884088514225	1.78975741239892	2.01319509896324	1.95756991321119	2.19040365575019	2.30129390018484	1.97751004016064	2.0277561912201	0.152935126556919
"chr2-233"	"chr2"	233000001	234000000	"."	1000000	2.119911176906	1.96862745098039	2.24657534246575	1.9622641509434	2.0923656927427	1.94792671166827	2.15993907083016	2.04990757855823	2.05943775100402	2.06743943623321	0.0996875058203802
"chr2-234"	"chr2"	234000001	235000000	"."	1000000	2.11695040710585	2.04549019607843	2.23603793466807	1.94070080862534	2.06597549481621	1.82642237222758	2.1035795887281	2.1645101663586	2.05461847389558	2.06158727138931	0.120466588154848
"chr2-235"	"chr2"	235000001	236000000	"."	1000000	2.14951887490748	2.03450980392157	1.91359325605901	2.00269541778976	2.13195098963242	2.08100289296046	2.11728865194212	2.11829944547135	1.89558232931727	2.04938240688905	0.0946702046325976
"chr2-236"	"chr2"	236000001	237000000	"."	1000000	2.06661732050333	2.05490196078431	1.96628029504742	2.21024258760108	2.12252591894439	2	2.05026656511805	2.19593345656192	1.89397590361446	2.06230488979722	0.103092385748845
"chr2-237"	"chr2"	237000001	238000000	"."	1000000	1.90673575129534	2.13960784313725	2.09694415173867	2.10242587601078	1.97737983034873	2.01542912246866	2.1020563594821	2.25878003696858	1.9004016064257	2.05552895309731	0.116393081215133
"chr2-238"	"chr2"	238000001	239000000	"."	1000000	2.18948926720947	2.08	1.94309799789252	2.07816711590297	1.96041470311027	2.14079074252652	2.05940594059406	2.02218114602588	2.03534136546185	2.05654314208039	0.0786917133770371
"chr2-239"	"chr2"	239000001	240000000	"."	1000000	2.10066617320503	2.09411764705882	2.30769230769231	2.05390835579515	2.11121583411876	2.09450337512054	2.05788271134806	2.29205175600739	2.13975903614458	2.13908857738785	0.0948280417566313
"chr2-240"	"chr2"	240000001	241000000	"."	1000000	2.00444115470022	2.13019607843137	2.17702845100105	1.97035040431267	2.05843543826579	2.02314368370299	2.07006854531607	2.23290203327172	1.93574297188755	2.06692319565438	0.0975402102854231
"chr2-241"	"chr2"	241000001	242000000	"."	1000000	2.01036269430052	2.10666666666667	2.03161222339305	1.98652291105121	1.99434495758718	2.10800385728062	1.98781416603199	2.07948243992606	1.96787148594378	2.03029793357567	0.0543132715232488
"chr2-242"	"chr2"	242000001	242193529	"."	193529	0.378978534418949	0.326274509803922	0.400421496311907	0.38544474393531	0.262016965127238	0.4725168756027	0.405178979436405	0.476894639556377	0.390361445783133	0.388676465552882	0.0663945644184033
"chr3-0"	"chr3"	1	1000000	"."	1000000	1.88897113249445	1.97176470588235	1.70706006322445	1.89487870619946	2.03958529688973	2.13886210221794	2.28179741051028	1.83179297597043	2.06907630522088	1.98042096651222	0.173155813452576
"chr3-1"	"chr3"	1000001	2000000	"."	1000000	1.9259807549963	1.78196078431373	1.72602739726027	2.06738544474394	1.83977379830349	2.14850530376085	2.07159177456207	2.00554528650647	2.06265060240964	1.95882457187297	0.147551042784859
"chr3-2"	"chr3"	2000001	3000000	"."	1000000	1.96891191709845	2.00941176470588	1.99367755532139	2.08086253369272	2.05278039585297	2.0771456123433	2.003046458492	1.95933456561922	1.99839357429719	2.01595159749146	0.044365592621149
"chr3-3"	"chr3"	3000001	4000000	"."	1000000	2.1080680977054	2.08470588235294	2.12012644889357	2.08355795148248	2.04147031102733	2.18129218900675	2.03655750190404	2.20332717190388	2.03212851405622	2.09902600759251	0.0615508116275575
"chr3-4"	"chr3"	4000001	5000000	"."	1000000	2.11102886750555	2.12549019607843	2.16859852476291	2.19407008086253	2.06974552309142	2.04821600771456	2.01675552170602	2.12199630314233	2.0995983935743	2.10616660204867	0.0558957041466297
"chr3-5"	"chr3"	5000001	6000000	"."	1000000	2.10658771280533	1.89333333333333	2.29293993677555	2.04312668463612	2.21112158341188	1.98264223722276	2	1.97412199630314	2.21044176706827	2.07936836128404	0.133953083270557
"chr3-6"	"chr3"	6000001	7000000	"."	1000000	1.95410806809771	1.91372549019608	1.89462592202318	2.11320754716981	2.09048067860509	2.12921890067502	1.82482863670982	2.07948243992606	2.10923694779116	2.01210162568822	0.115092579273921
"chr3-7"	"chr3"	7000001	8000000	"."	1000000	2.01776461880089	1.90117647058824	1.90094836670179	1.92452830188679	1.98491988689915	2.03471552555448	2.14470677837014	1.97412199630314	2.06265060240964	1.99394806083492	0.0807980812754099
"chr3-8"	"chr3"	8000001	9000000	"."	1000000	2.04293116210215	2.13019607843137	2.10537407797682	2.15094339622642	2.03770028275212	1.92478302796528	2.0974866717441	2.10536044362292	1.88755020080321	2.05359170462493	0.0916251925236334
"chr3-9"	"chr3"	9000001	10000000	"."	1000000	2.17764618800888	2.21647058823529	1.94731296101159	1.95687331536388	2.0301602262017	1.93828351012536	1.94211728865194	2.28096118299445	2.02088353413655	2.05674542163663	0.133002544048641
"chr3-10"	"chr3"	10000001	11000000	"."	1000000	2.15988156920799	2.0156862745098	2.03371970495258	2.15363881401617	2.0320452403393	2.30472516875603	2.02589489718203	2.16266173752311	1.97911646586345	2.09637443026116	0.105123520343479
"chr3-11"	"chr3"	11000001	12000000	"."	1000000	2.119911176906	2.16	2.07586933614331	2.21832884097035	2.18096135721018	2.08486017357763	1.93754760091394	2.04621072088725	2.12530120481928	2.10544337904755	0.0829321713188279
"chr3-12"	"chr3"	12000001	13000000	"."	1000000	2.03256846780163	2.05647058823529	2.17702845100105	1.99460916442049	2.18096135721018	2.02892960462874	2.06854531607007	2.04436229205176	2.1574297188755	2.08232277336608	0.0704085749343565
"chr3-13"	"chr3"	13000001	14000000	"."	1000000	2.13915618060696	2.20078431372549	2.12644889357218	2.03504043126685	1.96229971724788	1.95371263259402	2.06092916984006	2.19408502772643	1.84578313253012	2.05758216656778	0.120303065332275
"chr3-14"	"chr3"	14000001	15000000	"."	1000000	2.11102886750555	2.10039215686275	2.11169652265543	2.04043126684636	2.04712535344015	2.05785920925747	1.91012947448591	2.20517560073937	1.86987951807229	2.05041310776281	0.103873136281291
"chr3-15"	"chr3"	15000001	16000000	"."	1000000	2.02220577350111	2.04078431372549	2.14330874604847	2.29649595687332	1.91328934967012	1.94985535197686	1.97562833206398	2.01478743068392	2.09317269076305	2.04994754947848	0.1160161118569
"chr3-16"	"chr3"	16000001	17000000	"."	1000000	1.96891191709845	2.03921568627451	2.11169652265543	2.04312668463612	1.98680490103676	2.10028929604629	1.98476770753998	2.20147874306839	1.86666666666667	2.0336620138914	0.0971324613571357
"chr3-17"	"chr3"	17000001	18000000	"."	1000000	1.91265729089563	2.05960784313725	1.97049525816649	1.8544474393531	1.95287464655985	2.02700096432015	2.04874333587205	1.8539741219963	1.9710843373494	1.96120947085003	0.0767960053724875
"chr3-18"	"chr3"	18000001	19000000	"."	1000000	1.85640266469282	1.98274509803922	2.01896733403583	2.06199460916442	2.12064090480679	1.94214079074253	2.01675552170602	2.09981515711645	1.90682730923695	2.00069882106011	0.0879939642300527
"chr3-19"	"chr3"	19000001	20000000	"."	1000000	1.87268689859363	1.79294117647059	2.09483667017914	1.94878706199461	2.10556079170594	1.99614271938284	2.11271896420411	1.95009242144177	2.01285140562249	1.98740201217724	0.109424521258303
"chr3-20"	"chr3"	20000001	21000000	"."	1000000	1.93782383419689	1.93725490196078	1.79978925184405	2.04043126684636	2.05089538171536	2.02507232401157	1.98781416603199	2.00739371534196	1.96947791164659	1.97288363928839	0.0768585564027511
"chr3-21"	"chr3"	21000001	22000000	"."	1000000	1.83863804589193	1.81176470588235	1.77871443624868	2.18059299191375	1.98114985862394	2.07135969141755	2.06702208682407	1.84288354898336	2.08032128514056	1.96138296121402	0.146076365308912
"chr3-22"	"chr3"	22000001	23000000	"."	1000000	2.06069578090303	2.0878431372549	1.91570073761855	1.81401617250674	1.93213949104618	2.0655737704918	2.01827875095202	1.94085027726433	1.98875502008032	1.98042812645754	0.0883978508400411
"chr3-23"	"chr3"	23000001	24000000	"."	1000000	2.02960769800148	1.99686274509804	2.01264488935722	1.89487870619946	1.94344957587182	2.10414657666345	1.98781416603199	2.10166358595194	2.16224899598394	2.02592410435104	0.0843367364827477
"chr3-24"	"chr3"	24000001	25000000	"."	1000000	1.97187268689859	1.87921568627451	1.98735511064278	1.90296495956873	1.89255419415646	1.97107039537126	2.17974105102818	1.96672828096118	1.93413654618474	1.96507099012072	0.0895186694081205
"chr3-25"	"chr3"	25000001	26000000	"."	1000000	2.15247964470762	1.94509803921569	2.04847207586934	2.11051212938005	1.95664467483506	2.00964320154291	1.85681645087586	2.03881700554529	2.06265060240964	2.02012598048683	0.090199297814652
"chr3-26"	"chr3"	26000001	27000000	"."	1000000	2.05181347150259	2.10509803921569	1.89041095890411	2.05660377358491	2	2.07135969141755	1.94059405940594	1.94824399260628	1.93253012048193	1.99962823412433	0.0748288674078205
"chr3-27"	"chr3"	27000001	28000000	"."	1000000	2.1080680977054	1.96392156862745	2.18124341412013	2.1832884097035	1.94533459000942	1.95756991321119	2.05788271134806	1.92236598890943	2.05140562248996	2.04123114623606	0.100581261770652
"chr3-28"	"chr3"	28000001	29000000	"."	1000000	2.119911176906	1.9843137254902	1.96206533192835	2.03504043126685	1.9679547596607	2.02892960462874	2.14775323686215	2.04436229205176	1.99839357429719	2.03208045923243	0.0648986225337456
"chr3-29"	"chr3"	29000001	30000000	"."	1000000	1.89341228719467	1.9043137254902	1.98103266596417	2.02695417789757	1.78887841658812	2.12729026036644	2.003046458492	2.04621072088725	1.86666666666667	1.95975615328301	0.104716646902789
"chr3-30"	"chr3"	30000001	31000000	"."	1000000	2.12139156180607	2.03764705882353	1.98735511064278	2.12398921832884	2.01885014137606	2.02700096432015	2.07920792079208	1.95009242144177	2.23293172690763	2.06427401382655	0.0855952120025506
"chr3-31"	"chr3"	31000001	32000000	"."	1000000	1.97335307179867	2.03607843137255	2.17281348788198	2.0377358490566	1.90386427898209	2.01157184185149	2.09444021325209	2.15157116451017	2.01606425702811	2.04416584397042	0.0846104518157026
"chr3-32"	"chr3"	32000001	33000000	"."	1000000	1.96891191709845	1.93254901960784	2.08429926238145	1.98652291105121	2.06032045240339	1.94985535197686	1.95125666412795	2.02218114602588	2.04979919678715	2.00063288016224	0.0551151239660752
"chr3-33"	"chr3"	33000001	34000000	"."	1000000	2.05625462620281	2.0878431372549	2.06111696522655	1.8733153638814	2.13383600377003	2.05978784956606	2.001523229246	1.89833641404806	1.93413654618474	2.01179445948673	0.090537118819461
"chr3-34"	"chr3"	34000001	35000000	"."	1000000	2.08290155440414	2.10980392156863	2.10537407797682	2.04582210242588	1.77945334590009	2.12921890067502	2.00609291698401	1.76524953789279	2.10441767068273	2.01425933650112	0.142165957674318
"chr3-35"	"chr3"	35000001	36000000	"."	1000000	2.03552923760178	1.87764705882353	1.81032665964173	1.97035040431267	2	1.90935390549662	2.00761614623001	1.90018484288355	2.03855421686747	1.94995138576193	0.0792685962269886
"chr3-36"	"chr3"	36000001	37000000	"."	1000000	1.95854922279793	2.13333333333333	2.15173867228662	2.0188679245283	2.03581526861451	1.87849566055931	2.05026656511805	2.08687615526802	2.15421686746988	2.05201774110844	0.0924844808234844
"chr3-37"	"chr3"	37000001	38000000	"."	1000000	2.09326424870466	1.99843137254902	2.19599578503688	1.95417789757412	1.88501413760603	2.10800385728062	2.06397562833206	1.95563770794824	1.97751004016064	2.02577896391025	0.0966223141198633
"chr3-38"	"chr3"	38000001	39000000	"."	1000000	2.09178386380459	2.21019607843137	2.17492096944152	2.16711590296496	2.00188501413761	2.07328833172613	1.8994668697639	2.02957486136784	2.07550200803213	2.08041487774112	0.0968178930520409
"chr3-39"	"chr3"	39000001	40000000	"."	1000000	2.01776461880089	2.08	1.81032665964173	2.11859838274933	2.10367577756833	2.09257473481196	2.06245239908606	2.09981515711645	2.00481927710843	2.04333633409813	0.095564202889023
"chr3-40"	"chr3"	40000001	41000000	"."	1000000	2.02664692820133	2.03294117647059	1.93256059009484	2.10512129380054	2.062205466541	2.04243008678881	2.07006854531607	2.1460258780037	1.9710843373494	2.04323158917403	0.0645291732032437
"chr3-41"	"chr3"	41000001	42000000	"."	1000000	1.95262768319763	2.12078431372549	1.99367755532139	2.1266846361186	2.09613572101791	1.95756991321119	1.88118811881188	1.92236598890943	2.0144578313253	2.00727686240431	0.0893309181045094
"chr3-42"	"chr3"	42000001	43000000	"."	1000000	2.06217616580311	2.11921568627451	2.14120126448894	2.18867924528302	2.11498586239397	1.95371263259402	2.03198781416603	2.11829944547135	1.94538152610442	2.07507107139771	0.0838602587426086
"chr3-43"	"chr3"	43000001	44000000	"."	1000000	2.08734270910437	2.19450980392157	2.21496311907271	2.06738544474394	1.93213949104618	1.95949855351977	2.01980198019802	1.9815157116451	2.18313253012048	2.07114326037468	0.10675744041751
"chr3-44"	"chr3"	44000001	45000000	"."	1000000	2.04589193190229	2.23686274509804	2.06322444678609	1.97843665768194	2.062205466541	2.05978784956606	2.21477532368621	1.9815157116451	2.00963855421687	2.07248207634707	0.0931373935641664
"chr3-45"	"chr3"	45000001	46000000	"."	1000000	2.07698001480385	2.03450980392157	2.32244467860906	2.11051212938005	2.1885014137606	1.95178399228544	2.02437166793602	2.26062846580407	2.21686746987952	2.13184440404224	0.122609170803523
"chr3-46"	"chr3"	46000001	47000000	"."	1000000	2.06957809030348	2.18980392156863	2.05268703898841	1.97843665768194	2.18473138548539	1.88813886210222	1.87052551408987	2.09611829944547	1.99518072289157	2.03613338806189	0.114575924545632
"chr3-47"	"chr3"	47000001	48000000	"."	1000000	2.079940784604	2.03764705882353	2.05479452054795	2.06738544474394	1.95852968897267	2.09064609450337	2	1.85212569316081	1.84417670682731	1.99836066579817	0.0944795556196719
"chr3-48"	"chr3"	48000001	49000000	"."	1000000	1.97335307179867	1.97176470588235	2.05479452054795	1.94339622641509	2.0942507068803	1.68756027000964	2.001523229246	2.12384473197782	2.00160642570281	1.98356598760674	0.126059125763442
"chr3-49"	"chr3"	49000001	50000000	"."	1000000	2.02812731310141	2.10039215686275	2.12012644889357	1.84366576819407	1.93967954759661	2.06171648987464	1.996953541508	2.1645101663586	2.04658634538153	2.03352864197457	0.0976688304855599
"chr3-50"	"chr3"	50000001	51000000	"."	1000000	1.99259807549963	2.07843137254902	2.21496311907271	1.96765498652291	2.2507068803016	1.99421407907425	2.03351104341203	2.12569316081331	2.14779116465863	2.08950709798934	0.101863469653469
"chr3-51"	"chr3"	51000001	52000000	"."	1000000	2.0680977054034	2.10980392156863	2.25079030558483	2.23450134770889	2.14137606032045	2.00964320154291	1.96496572734196	2.04251386321627	1.99518072289157	2.09076365061988	0.102211014381325
"chr3-52"	"chr3"	52000001	53000000	"."	1000000	1.99555884529978	2.24156862745098	2.07165437302424	2.15902964959569	1.98114985862394	2.04628736740598	1.87204874333587	1.95748613678373	2.03212851405622	2.03965690173071	0.1097468210405
"chr3-53"	"chr3"	53000001	54000000	"."	1000000	2.04737231680237	2.00627450980392	2.20021074815595	2.13207547169811	2.15457115928369	2.05593056894889	1.91926884996192	2.05730129390018	2.05622489959839	2.06991442423927	0.0835181173105409
"chr3-54"	"chr3"	54000001	55000000	"."	1000000	2.02220577350111	2.12549019607843	2.19178082191781	2.11320754716981	2.00565504241282	1.87270973963356	2.14927646610815	2.09796672828096	2.10763052208835	2.07621364857678	0.095694891695868
"chr3-55"	"chr3"	55000001	56000000	"."	1000000	2.13471502590674	2.1443137254902	1.95152792413066	2.01078167115903	1.99811498586239	2.09450337512054	2.01675552170602	1.95009242144177	1.9421686746988	2.02699703616846	0.0790025583160114
"chr3-56"	"chr3"	56000001	57000000	"."	1000000	2.21465581051073	2.01254901960784	2.07586933614331	2.0377358490566	2.10556079170594	2.10800385728062	2.1005331302361	2.22365988909427	1.96305220883534	2.09351332138564	0.0858893061813978
"chr3-57"	"chr3"	57000001	58000000	"."	1000000	2.039970392302	1.79450980392157	2.10748155953635	1.86253369272237	1.97926484448633	2.05593056894889	2.00761614623001	1.95748613678373	1.95180722891566	1.9729555970941	0.0971060498347628
"chr3-58"	"chr3"	58000001	59000000	"."	1000000	2.04441154700222	2.11607843137255	2.10326659641728	2.18598382749326	2.04335532516494	2.06750241080039	2.06549885757807	2.02218114602588	2.00481927710843	2.07256637988478	0.055395436470862
"chr3-59"	"chr3"	59000001	60000000	"."	1000000	2.13027387120651	1.96392156862745	2.08640674394099	2.07547169811321	1.92082940622055	2.02121504339441	1.92231530845392	2.19038817005545	2.10120481927711	2.04578073658773	0.0947465024351655
"chr3-60"	"chr3"	60000001	61000000	"."	1000000	1.92894152479645	1.96862745098039	2.09062170706006	2.09164420485175	1.96041470311027	1.97685631629701	2.06397562833206	2.01109057301294	2.02570281124498	2.01309721329844	0.0592450493704891
